"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3503265,163,"An i-SITE consultant or staff member by email or phone",NA,"8"
3503265,162,"Facebook",NA,"3"
3503265,162,"Facebook",NA,"6"
3503265,165,"Online travel blogs",NA,"5"
3502586,105,"None of these","None of these","None of these"
3503266,95,"None of these","None of these","None of these"
3502593,160,"Google+",NA,"Very Useful10"
3502593,162,"Other publications e.g. magazines",NA,"8"
3502593,159,"Friends, family and colleagues",NA,"Very Useful10"
3503281,146,"Travel guides/books about New Zealand",NA,"8"
3502593,161,"Travel guides/books about New Zealand",NA,"Very Useful10"
3502593,161,"Travel guides/books about New Zealand",NA,"9"
3502593,159,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3502593,159,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503281,145,"Airline websites","Airline websites","7"
3503281,146,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503281,147,"Other publications e.g. magazines",NA,"6"
3502609,93,"None of these","None of these","None of these"
3503281,147,"Other publications e.g. magazines",NA,"8"
3502616,94,"Google+",NA,"6"
3502616,94,"Google+",NA,"7"
3502616,93,"Friends, family and colleagues",NA,"8"
3503282,113,"100% Pure New Zealand www.newzealand.com",NA,"7"
3503282,112,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3503282,113,"Essential New Zealand mobile app",NA,"7"
3502618,170,"Friends, family and colleagues",NA,"8"
3502618,173,"Instagram",NA,"8"
3503299,104,"Friends, family and colleagues",NA,"Very Useful10"
3502618,173,"Instagram",NA,"Very Useful10"
3502618,174,"Pinterest",NA,"Very Useful10"
3503299,104,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3503299,104,"www.tripadvisor.com","www.tripadvisor.com","8"
3502618,171,"100% Pure New Zealand www.newzealand.com",NA,"7"
3502618,171,"100% Pure New Zealand www.newzealand.com",NA,"8"
3502618,176,"Other publications e.g. magazines",NA,"Very Useful10"
3503317,115,"Another social networking website","Another social networking website","Very Useful10"
3503317,113,"Airline websites","Airline websites","8"
3503317,112,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503317,114,"Google+","Google+","Very Useful10"
3502618,172,"Websites of individual i-SITE centres",NA,"Very Useful10"
3502618,174,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3502618,175,"Online travel blogs",NA,"8"
3502618,175,"Online travel blogs",NA,"Very Useful10"
3502618,172,"Facebook",NA,"Very Useful10"
3503333,126,"Google+",NA,"7"
3503333,121,"Friends, family and colleagues",NA,"9"
3503333,128,"Expedia","Expedia","Very Useful10"
3503333,124,"100% Pure New Zealand www.newzealand.com",NA,"9"
3502625,157,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3503333,127,"Essential New Zealand mobile app",NA,"Very Useful10"
3502625,153,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3502625,153,"www.lonleyplanet.com","www.lonleyplanet.com","7"
3503333,127,"Essential New Zealand mobile app",NA,"7"
3502625,152,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3502625,152,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3503333,126,"Pinterest",NA,"7"
3502625,157,"Google+","Google+","9"
3502625,157,"Google+","Google+","7"
3503333,125,"Instagram",NA,"Very Useful10"
3503333,125,"Instagram",NA,"7"
3502625,154,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","7"
3502625,154,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","7"
3503333,121,"Airline websites","Airline websites","Very Useful10"
3503333,121,"Airline websites","Airline websites","9"
3502625,158,"Essential New Zealand mobile app",NA,"9"
3503333,124,"www.lonleyplanet.com",NA,"9"
3502625,156,"Pinterest",NA,"9"
3503333,122,"www.tripadvisor.com",NA,"Very Useful10"
3502625,156,"Pinterest",NA,"8"
3502625,152,"Friends, family and colleagues",NA,"7"
3503333,129,"Online travel blogs",NA,"Very Useful10"
3503333,123,"www.wotif.com",NA,"Very Useful10"
3503333,123,"www.wotif.com",NA,"8"
3502634,99,"Airline websites","Airline websites","Very Useful10"
3502641,98,"Friends, family and colleagues","Friends, family and colleagues","9"
3502661,111,"Instagram",NA,"7"
3503349,105,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3502661,112,"Pinterest",NA,"7"
3502661,112,"Pinterest",NA,"7"
3502661,113,"Online travel blogs",NA,"6"
3502661,111,"Facebook",NA,"7"
3502661,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3503364,108,"Another source","Another source","Another source"
3503364,107,"Airline websites","Airline websites","Very Useful10"
3502709,87,"Travel agents in your home country via the internet",NA,"8"
3503365,151,"Travel guides/books about New Zealand",NA,"7"
3503365,152,"Another source","Another source","Another source"
3503365,152,"Another source","Another source","5"
3503365,151,"Friends, family and colleagues",NA,"7"
3503366,93,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3502716,117,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3502716,116,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","6"
3503383,90,"Friends, family and colleagues","Friends, family and colleagues","9"
3503384,92,"Another source","Another source","Another source"
3502727,163,"Travel guides/books about New Zealand",NA,"7"
3502727,163,"Friends, family and colleagues",NA,"7"
3503398,136,"Google+",NA,"9"
3503398,135,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3503398,136,"Travel guides/books about New Zealand",NA,"9"
3502734,142,"Another source",NA,"Very Useful10"
3503400,140,"Travel guides/books about New Zealand",NA,"7"
3502743,98,"Online travel blogs",NA,"8"
3503400,140,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3503400,138,"Friends, family and colleagues",NA,"9"
3503400,139,"100% Pure New Zealand www.newzealand.com",NA,"5"
3503400,139,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3503401,107,"100% Pure New Zealand www.newzealand.com",NA,"5"
3503401,107,"100% Pure New Zealand www.newzealand.com",NA,"8"
3502750,133,"Online travel blogs",NA,"7"
3503401,106,"Friends, family and colleagues",NA,"5"
3502750,132,"100% Pure New Zealand www.newzealand.com",NA,"5"
3502750,132,"100% Pure New Zealand www.newzealand.com",NA,"4"
3502761,99,"Websites of individual i-SITE centres",NA,"8"
3502761,98,"Travel agents in your home country in person","Travel agents in your home country in person","5"
3503414,149,"Friends, family and colleagues",NA,"8"
3502766,105,"Travel guides/books about New Zealand",NA,"5"
3503414,152,"Websites of individual i-SITE centres",NA,"9"
3502800,115,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503414,152,"100% Pure New Zealand www.newzealand.com",NA,"9"
3502800,116,"www.tripadvisor.com",NA,"8"
3503414,150,"www.tripadvisor.com",NA,"8"
3502800,116,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3503414,149,"Airline websites","Airline websites","8"
3503414,149,"Airline websites","Airline websites","8"
3503414,154,"Another social networking website",NA,"9"
3502809,95,"Airline websites","Airline websites","9"
3503414,154,"Online travel blogs",NA,"9"
3502811,110,"Websites of individual i-SITE centres",NA,"Very Useful10"
3502811,110,"Websites of individual i-SITE centres",NA,"Very Useful10"
3503414,153,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3502811,111,"Expedia",NA,"Very Useful10"
3503414,153,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3502811,111,"Google+",NA,"Very Useful10"
3503414,155,"Travel guides/books about New Zealand",NA,"8"
3503414,155,"Travel guides/books about New Zealand",NA,"7"
3503414,151,"www.lonleyplanet.com",NA,"7"
3503414,151,"www.lonleyplanet.com",NA,"7"
3502811,109,"Friends, family and colleagues",NA,"Very Useful10"
3503416,113,"Friends, family and colleagues",NA,"Very Useful10"
3502818,135,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503431,130,"Friends, family and colleagues",NA,"9"
3502818,137,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3502818,137,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503431,132,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3502818,138,"www.i-SITE.org.nz",NA,"8"
3503431,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3502818,138,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3503431,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3502818,138,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3502818,136,"www.lonleyplanet.com",NA,"Very Useful10"
3503432,156,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3503432,156,"Travel guides/books about New Zealand",NA,"Not Sure"
3503432,155,"Travel agents in your home country in person","Travel agents in your home country in person","Not Sure"
3502825,141,"www.lonleyplanet.com",NA,"7"
3503432,157,"Another source",NA,"Another source"
3502825,143,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3503432,157,"Another source",NA,"Not Sure"
3502825,140,"www.tripadvisor.com",NA,"6"
3502825,140,"www.tripadvisor.com",NA,"6"
3502825,138,"Airline websites","Airline websites","7"
3502825,138,"Airline websites","Airline websites","6"
3502825,145,"Travel guides/books about New Zealand",NA,"Very Useful10"
3502825,139,"By visiting an airline outlet",NA,"6"
3502825,142,"www.i-SITE.org.nz",NA,"5"
3503449,115,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","8"
3502825,142,"www.i-SITE.org.nz",NA,"5"
3502825,144,"Expedia",NA,"8"
3502825,144,"Expedia",NA,"5"
3503449,117,"Essential New Zealand mobile app",NA,"7"
3502825,143,"Websites of individual i-SITE centres",NA,"5"
3503449,116,"Instagram",NA,"7"
3502825,141,"100% Pure New Zealand www.newzealand.com",NA,"7"
3503449,116,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3503449,116,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3503449,114,"www.tripadvisor.com","www.tripadvisor.com","8"
3502825,138,"Friends, family and colleagues",NA,"7"
3502836,108,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3502836,109,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3502845,88,"By phoning airlines","By phoning airlines","6"
3503467,173,"Airline websites",NA,"8"
3502859,111,"Travel guides/books about New Zealand",NA,"3"
3502859,111,"Travel guides/books about New Zealand",NA,"3"
3503467,176,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3502861,94,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503467,178,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503467,174,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3503467,177,"Google+",NA,"8"
3502870,87,"None of these","None of these","None of these"
3503467,177,"Google+",NA,"9"
3503467,173,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503467,173,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503467,175,"www.i-SITE.org.nz",NA,"9"
3502877,110,"Other publications e.g. magazines",NA,"Not Sure"
3503467,175,"www.i-SITE.org.nz",NA,"Very Useful10"
3502877,107,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503467,176,"Websites of individual i-SITE centres",NA,"Very Useful10"
3502877,108,"www.tripadvisor.com",NA,"Very Useful10"
3502877,109,"Travel guides/books about New Zealand",NA,"Very Useful10"
3502877,109,"Travel guides/books about New Zealand",NA,"Very Useful10"
3502877,108,"Online travel blogs",NA,"Very Useful10"
3503500,110,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3503500,109,"www.tripadvisor.com","www.tripadvisor.com","9"
3502884,85,"Google+","Google+","8"
3503514,121,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3503515,90,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3503516,114,"Friends, family and colleagues","Friends, family and colleagues","9"
3503516,115,"Google+","Google+","Very Useful10"
3502895,137,"Google+",NA,"7"
3502895,137,"Google+",NA,"9"
3502895,133,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3502895,136,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","9"
3502895,138,"Essential New Zealand mobile app","Essential New Zealand mobile app","9"
3503532,124,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","9"
3502895,134,"Airline websites","Airline websites","9"
3503532,125,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3502895,135,"www.tripadvisor.com",NA,"7"
3503532,128,"Other publications e.g. magazines",NA,"Very Useful10"
3502895,135,"www.lonleyplanet.com",NA,"7"
3503532,128,"Other publications e.g. magazines",NA,"8"
3503532,126,"100% Pure New Zealand www.newzealand.com",NA,"9"
3502911,116,"Online travel blogs","Online travel blogs","8"
3503532,127,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3502911,117,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3503532,126,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3502911,113,"Friends, family and colleagues","Friends, family and colleagues","9"
3502911,114,"Google+","Google+","7"
3502911,115,"Expedia","Expedia","6"
3503534,128,"Travel guides/books about New Zealand",NA,"7"
3503548,148,"Travel guides/books about New Zealand",NA,"6"
3503548,148,"Travel guides/books about New Zealand",NA,"8"
3503548,147,"Facebook",NA,"7"
3503548,147,"www.tripadvisor.com",NA,"7"
3503548,145,"Airline websites",NA,"8"
3502920,121,"Expedia",NA,"9"
3502920,121,"Expedia",NA,"Very Useful10"
3502920,120,"Google+","Google+","9"
3503548,145,"Friends, family and colleagues",NA,"8"
3502920,119,"www.i-SITE.org.nz",NA,"7"
3502920,122,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3503549,143,"Airline websites","Airline websites","Very Useful10"
3503549,144,"Travel guides/books about New Zealand",NA,"Very Useful10"
3502952,107,"Online travel blogs",NA,"9"
3502952,107,"Online travel blogs",NA,"9"
3502952,106,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503551,112,"www.tripadvisor.com",NA,"7"
3503551,112,"Google+","Google+","7"
3502961,112,"Friends, family and colleagues","Friends, family and colleagues","6"
3503551,112,"Google+","Google+","7"
3502961,113,"Online travel blogs",NA,"6"
3502977,101,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3502984,96,"www.wotif.com","www.wotif.com","9"
3503566,125,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3503566,125,"Travel agents in your home country in person","Travel agents in your home country in person","6"
3503566,125,"Friends, family and colleagues",NA,"7"
3502986,101,"Webjet","Webjet","Very Useful10"
3503567,102,"Airline websites","Airline websites","7"
3502993,110,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503581,143,"www.tripadvisor.com",NA,"9"
3502995,97,"Airline websites","Airline websites","Very Useful10"
3503000,91,"Travel guides/books about New Zealand",NA,"4"
3503581,145,"Travel guides/books about New Zealand",NA,"7"
3503000,90,"Friends, family and colleagues","Friends, family and colleagues","8"
3503581,144,"www.lonleyplanet.com",NA,"7"
3503581,144,"www.lonleyplanet.com",NA,"9"
3503581,142,"Travel agents in your home country over the phone",NA,"9"
3503581,142,"Travel agents in your home country over the phone",NA,"9"
3503581,141,"Friends, family and colleagues",NA,"8"
3503581,146,"Other publications e.g. magazines",NA,"8"
3503002,133,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503581,146,"Other publications e.g. magazines",NA,"8"
3503002,134,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3503581,143,"Travel agents in your home country via the internet",NA,"9"
3503002,134,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3503581,145,"Instagram",NA,"7"
3503004,98,"Airline websites",NA,"Very Useful10"
3503583,97,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3503583,97,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503009,139,"Airline websites","Airline websites","Very Useful10"
3503583,98,"Google+",NA,"9"
3503009,139,"Airline websites","Airline websites","Very Useful10"
3503583,96,"www.lonleyplanet.com",NA,"Very Useful10"
3503009,143,"Travel guides/books about New Zealand",NA,"5"
3503583,98,"Travel guides/books about New Zealand",NA,"9"
3503009,141,"By visiting an airline outlet",NA,"Very Useful10"
3503009,140,"By phoning airlines","By phoning airlines","Very Useful10"
3503009,140,"By phoning airlines","By phoning airlines","Very Useful10"
3503009,139,"Friends, family and colleagues",NA,"Very Useful10"
3503584,107,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3503009,143,"Another source","Another source","Another source"
3503009,143,"Another source","Another source","5"
3503600,101,"Airline websites","Airline websites","8"
3503600,102,"Travel guides/books about New Zealand",NA,"9"
3503600,102,"Google+",NA,"9"
3503052,128,"Essential New Zealand mobile app",NA,"8"
3503052,128,"Essential New Zealand mobile app",NA,"7"
3503601,128,"Google+",NA,"Very Useful10"
3503059,91,"Airline websites","Airline websites","8"
3503601,128,"Google+",NA,"Very Useful10"
3503601,127,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3503601,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3503070,90,"Airline websites",NA,"Very Useful10"
3503070,90,"Friends, family and colleagues",NA,"Very Useful10"
3503070,92,"Webjet",NA,"Very Useful10"
3503070,92,"Google+",NA,"Very Useful10"
3503615,111,"www.tripadvisor.com",NA,"8"
3503615,111,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503615,112,"Pinterest",NA,"7"
3503615,112,"Pinterest",NA,"6"
3503084,104,"Google+",NA,"Very Useful10"
3503084,105,"Online travel blogs",NA,"8"
3503084,105,"Online travel blogs",NA,"8"
3503084,102,"www.tripadvisor.com",NA,"Very Useful10"
3503615,113,"Expedia",NA,"6"
3503084,103,"www.lonleyplanet.com",NA,"6"
3503084,103,"www.lonleyplanet.com",NA,"8"
3503084,104,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3503086,93,"Airline websites","Airline websites","Very Useful10"
3503649,114,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3503086,93,"Airline websites","Airline websites","Very Useful10"
3503086,94,"Other publications e.g. magazines",NA,"Very Useful10"
3503086,93,"Friends, family and colleagues",NA,"Very Useful10"
3503650,140,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3503650,140,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Not Sure"
3503650,139,"Airline websites","Airline websites","Very Useful10"
3503650,139,"Airline websites","Airline websites","Not Sure"
3503650,139,"Friends, family and colleagues",NA,"Very Useful10"
3503095,99,"Webjet","Webjet","Very Useful10"
3503095,98,"Google+","Google+","Very Useful10"
3503095,96,"www.wotif.com","www.wotif.com","Very Useful10"
3503095,97,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3503666,114,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503666,116,"Google+",NA,"9"
3503102,100,"By phoning airlines","By phoning airlines","9"
3503666,115,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3503666,116,"www.lonleyplanet.com",NA,"9"
3503102,101,"Another source",NA,"Another source"
3503666,117,"Travel guides/books about New Zealand",NA,"9"
3503666,117,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503667,143,"Travel guides/books about New Zealand",NA,"4"
3503127,98,"Google+",NA,"Very Useful10"
3503667,144,"Other publications e.g. magazines",NA,"Very Useful10"
3503667,144,"Other publications e.g. magazines",NA,"8"
3503127,99,"Expedia",NA,"9"
3503127,99,"Expedia",NA,"9"
3503667,143,"100% Pure New Zealand www.newzealand.com",NA,"4"
3503127,100,"Travel guides/books about New Zealand",NA,"9"
3503127,95,"By phoning airlines",NA,"Very Useful10"
3503127,97,"www.lonleyplanet.com","www.lonleyplanet.com","Very Useful10"
3503127,97,"www.lonleyplanet.com","www.lonleyplanet.com","Very Useful10"
3503668,101,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503127,95,"Airline websites",NA,"Very Useful10"
3503127,97,"www.tripadvisor.com",NA,"Very Useful10"
3503127,96,"By visiting an airline outlet",NA,"9"
3503681,136,"www.i-SITE.org.nz",NA,"6"
3503127,96,"By visiting an airline outlet",NA,"Very Useful10"
3503681,136,"www.i-SITE.org.nz",NA,"6"
3503681,135,"Travel agents in your home country via the internet",NA,"5"
3503681,138,"Essential New Zealand mobile app",NA,"6"
3503129,112,"www.tripadvisor.com",NA,"9"
3503681,138,"Essential New Zealand mobile app",NA,"7"
3503129,111,"By phoning airlines","By phoning airlines","2"
3503129,113,"Travel guides/books about New Zealand",NA,"Not Sure"
3503681,139,"Travel guides/books about New Zealand",NA,"6"
3503129,112,"Google+","Google+","9"
3503129,112,"Google+","Google+","Not Sure"
3503681,137,"An i-SITE consultant or staff member by email or phone",NA,"6"
3503681,135,"Facebook",NA,"5"
3503134,97,"By visiting an airline outlet","By visiting an airline outlet","8"
3503136,87,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3503682,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3503682,95,"By visiting an airline outlet","By visiting an airline outlet","6"
3503685,117,"www.wotif.com",NA,"8"
3503685,116,"Airline websites","Airline websites","8"
3503685,116,"Airline websites","Airline websites","9"
3503685,118,"Another source","Another source","8"
3503685,118,"Another source","Another source","Another source"
3503154,96,"Friends, family and colleagues",NA,"Very Useful10"
3503685,116,"Friends, family and colleagues",NA,"9"
3503700,92,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503700,92,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503161,92,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3503700,93,"Google+",NA,"Very Useful10"
3503161,94,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3503161,93,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Not at all Useful1"
3503700,92,"Travel agents in your home country over the phone",NA,"Very Useful10"
3503168,104,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","3"
3503170,114,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3503734,130,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503734,130,"Travel guides/books about New Zealand",NA,"9"
3503734,127,"www.lonleyplanet.com",NA,"9"
3503734,129,"Online travel blogs",NA,"9"
3503734,126,"www.tripadvisor.com",NA,"9"
3503177,97,"Friends, family and colleagues",NA,"Very Useful10"
3503734,126,"www.tripadvisor.com",NA,"9"
3503177,98,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503734,129,"Google+",NA,"9"
3503177,97,"Airline websites","Airline websites","Very Useful10"
3503177,97,"Airline websites","Airline websites","8"
3503734,127,"www.i-SITE.org.nz",NA,"9"
3503734,125,"Friends, family and colleagues",NA,"9"
3503734,128,"Websites of individual i-SITE centres",NA,"Very Useful10"
3503734,128,"Websites of individual i-SITE centres",NA,"9"
3503202,119,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3503202,120,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3503202,120,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3503202,120,"Websites of individual i-SITE centres",NA,"Very Useful10"
3503735,145,"Airline websites","Airline websites","Not at all Useful1"
3503202,121,"Webjet","Webjet","Very Useful10"
3503202,121,"Webjet","Webjet","Very Useful10"
3503204,129,"100% Pure New Zealand www.newzealand.com",NA,"5"
3503204,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Not Sure"
3503751,113,"Travel agents in your home country via the internet",NA,"7"
3503204,128,"www.tripadvisor.com","www.tripadvisor.com","7"
3503204,129,"www.lonleyplanet.com",NA,"5"
3503766,108,"Expedia","Expedia","Very Useful10"
3503218,116,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3503767,102,"Friends, family and colleagues",NA,"8"
3503218,117,"Google+",NA,"9"
3503767,103,"Travel guides/books about New Zealand",NA,"8"
3503767,103,"Travel guides/books about New Zealand",NA,"8"
3503234,103,"Travel guides/books about New Zealand",NA,"9"
3503782,119,"Another source","Another source","Another source"
3503801,127,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3503238,124,"Travel guides/books about New Zealand",NA,"6"
3503801,127,"www.tripadvisor.com",NA,"Very Useful10"
3503238,121,"www.tripadvisor.com",NA,"7"
3503238,121,"www.tripadvisor.com",NA,"6"
3503238,124,"Another social networking website",NA,"6"
3503802,152,"www.tripadvisor.com",NA,"6"
3503802,153,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3503238,122,"Google+",NA,"8"
3503802,154,"Travel guides/books about New Zealand",NA,"6"
3503238,125,"Other publications e.g. magazines",NA,"8"
3503238,125,"Other publications e.g. magazines",NA,"8"
3503802,154,"Travel guides/books about New Zealand",NA,"5"
3503802,152,"www.lonleyplanet.com","www.lonleyplanet.com","Very Useful10"
3503238,120,"Friends, family and colleagues",NA,"9"
3503802,152,"www.lonleyplanet.com","www.lonleyplanet.com","6"
3503802,150,"Friends, family and colleagues",NA,"8"
3503802,151,"Travel agents in your home country in person",NA,"6"
3503802,151,"Travel agents in your home country in person",NA,"3"
3503238,122,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503252,113,"None of these",NA,"None of these"
3503833,88,"www.tripadvisor.com",NA,"7"
3503263,174,"Travel guides/books about New Zealand",NA,"8"
3503834,112,"Facebook",NA,"8"
3503268,147,"Travel guides/books about New Zealand",NA,"Very Useful10"
3503268,145,"www.tripadvisor.com",NA,"Very Useful10"
3503268,146,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3503268,146,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3522567,117,"www.tripadvisor.com",NA,"8"
3503268,147,"Online travel blogs",NA,"Very Useful10"
3503268,144,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3503268,144,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3522567,118,"100% Pure New Zealand www.newzealand.com",NA,"8"
3522567,118,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3503268,144,"Travel agents in your home country via the internet",NA,"Very Useful10"
3522569,111,"100% Pure New Zealand www.newzealand.com",NA,"8"
3503270,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3522569,110,"Airline websites","Airline websites","8"
3503270,128,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","7"
3503270,128,"Friends, family and colleagues",NA,"7"
3522569,111,"Travel guides/books about New Zealand",NA,"8"
3503270,129,"Essential New Zealand mobile app",NA,"7"
3503270,130,"Online travel blogs",NA,"8"
3503270,130,"Online travel blogs",NA,"6"
3503270,131,"Travel guides/books about New Zealand",NA,"8"
3503277,112,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3522583,107,"Expedia",NA,"7"
3522585,106,"Airline websites","Airline websites","8"
3503288,105,"100% Pure New Zealand www.newzealand.com",NA,"7"
3503288,105,"100% Pure New Zealand www.newzealand.com",NA,"7"
3503288,106,"Travel guides/books about New Zealand",NA,"9"
3503288,104,"www.lonleyplanet.com",NA,"8"
3503288,106,"Online travel blogs",NA,"9"
