"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3472789,127,"Travel guides/books about New Zealand",NA,"9"
3463992,112,"100% Pure New Zealand www.newzealand.com",NA,"9"
3471783,125,"Google+",NA,"Very Useful10"
3472789,127,"Travel guides/books about New Zealand",NA,"8"
3471783,123,"Airline websites",NA,"7"
3462942,139,"Travel guides/books about New Zealand",NA,"8"
3472789,126,"Facebook",NA,"7"
3471783,125,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3462942,134,"www.lonleyplanet.com",NA,"Very Useful10"
3472789,124,"Travel agents in your home country in person",NA,"Very Useful10"
3462942,138,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3463992,112,"100% Pure New Zealand www.newzealand.com",NA,"8"
3471785,95,"Airline websites","Airline websites","Not Sure"
3462942,138,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3472789,125,"www.lonleyplanet.com",NA,"9"
3463992,110,"www.tripadvisor.com","www.tripadvisor.com","9"
3472789,125,"www.lonleyplanet.com",NA,"9"
3463992,110,"www.tripadvisor.com","www.tripadvisor.com","6"
3471790,111,"Airline websites","Airline websites","7"
3472789,126,"Google+",NA,"7"
3463992,111,"www.lonleyplanet.com",NA,"9"
3471790,113,"Google+",NA,"9"
3472790,116,"Friends, family and colleagues",NA,"Very Useful10"
3462944,165,"Travel guides/books about New Zealand",NA,"8"
3471790,113,"Google+",NA,"8"
3462944,165,"Friends, family and colleagues",NA,"8"
3472791,118,"Other publications e.g. magazines",NA,"7"
3471790,112,"Travel agents in your home country via the internet",NA,"Very Useful10"
3472791,117,"Airline websites",NA,"8"
3464006,113,"Travel guides/books about New Zealand",NA,"7"
3472805,106,"Travel guides/books about New Zealand",NA,"8"
3471792,108,"Webjet","Webjet","9"
3472805,106,"Travel guides/books about New Zealand",NA,"9"
3462949,132,"Wechat",NA,"9"
3464006,110,"Airline websites","Airline websites","7"
3471792,107,"By phoning airlines","By phoning airlines","9"
3462949,132,"Wechat",NA,"9"
3464006,110,"Airline websites","Airline websites","8"
3472805,105,"Facebook",NA,"9"
3472805,103,"Travel agents in your home country over the phone",NA,"7"
3462949,131,"www.i-SITE.org.nz",NA,"9"
3471799,110,"Travel agents in your home country over the phone",NA,"Very Useful10"
3462949,133,"Webjet",NA,"9"
3472805,105,"Google+",NA,"9"
3464006,113,"Online travel blogs",NA,"7"
3462949,130,"Twitter",NA,"9"
3462949,130,"Twitter",NA,"9"
3472805,104,"100% Pure New Zealand www.newzealand.com",NA,"8"
3472805,104,"100% Pure New Zealand www.newzealand.com",NA,"7"
3464006,110,"Friends, family and colleagues",NA,"8"
3471808,149,"Facebook",NA,"Not at all Useful1"
3462951,160,"Online travel blogs",NA,"8"
3462951,160,"Online travel blogs",NA,"8"
3464006,112,"Google+",NA,"8"
3472806,95,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3464006,112,"Google+",NA,"8"
3462951,161,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471808,150,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not at all Useful1"
3471808,150,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"4"
3462951,159,"www.lonleyplanet.com",NA,"8"
3472806,96,"Webjet","Webjet","Very Useful10"
3471808,149,"Friends, family and colleagues",NA,"Not at all Useful1"
3462951,158,"Travel agents in your home country via the internet",NA,"8"
3462951,158,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3462951,158,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3464007,100,"Google+",NA,"9"
3471810,112,"Facebook",NA,"Very Useful10"
3472807,96,"Airline websites",NA,"6"
3472823,105,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3472823,106,"Expedia","Expedia","8"
3462960,128,"Friends, family and colleagues",NA,"8"
3471810,110,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3462960,130,"Essential New Zealand mobile app",NA,"7"
3472825,96,"Online travel blogs","Online travel blogs","7"
3471810,111,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3462960,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3462960,129,"100% Pure New Zealand www.newzealand.com",NA,"7"
3464039,147,"Google+",NA,"9"
3464039,145,"www.i-SITE.org.nz",NA,"8"
3464039,145,"www.i-SITE.org.nz",NA,"7"
3471810,112,"Travel guides/books about New Zealand",NA,"Very Useful10"
3472840,88,"None of these",NA,"None of these"
3472842,113,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3471826,139,"Travel guides/books about New Zealand",NA,"9"
3462960,132,"Travel guides/books about New Zealand",NA,"8"
3471826,139,"Travel guides/books about New Zealand",NA,"9"
3472842,112,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3462960,131,"Online travel blogs",NA,"5"
3471826,135,"www.lonleyplanet.com",NA,"8"
3462960,131,"Online travel blogs",NA,"6"
3471826,135,"www.lonleyplanet.com",NA,"8"
3471826,134,"www.tripadvisor.com",NA,"8"
3464039,140,"Friends, family and colleagues",NA,"8"
3471826,136,"Facebook",NA,"8"
3462960,130,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3471826,138,"Online travel blogs",NA,"8"
3471826,137,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3472858,120,"Travel guides/books about New Zealand",NA,"9"
3471826,137,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3464039,144,"100% Pure New Zealand www.newzealand.com",NA,"8"
3472858,120,"Travel guides/books about New Zealand",NA,"8"
3462969,120,"Google+",NA,"9"
3472858,119,"www.lonleyplanet.com",NA,"7"
3464039,142,"www.wotif.com",NA,"9"
3472858,119,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3472858,117,"Travel agents in your home country via the internet",NA,"9"
3471826,133,"By visiting an airline outlet","By visiting an airline outlet","8"
3472858,117,"Friends, family and colleagues",NA,"9"
3471826,133,"By visiting an airline outlet","By visiting an airline outlet","8"
3464039,144,"Facebook",NA,"8"
3464039,146,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3472872,137,"Expedia",NA,"7"
3472872,136,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3464039,140,"Airline websites","Airline websites","9"
3471826,133,"Friends, family and colleagues",NA,"8"
3462976,140,"Expedia",NA,"Very Useful10"
3464039,140,"Airline websites","Airline websites","8"
3462976,140,"Expedia",NA,"Very Useful10"
3464039,141,"By visiting an airline outlet","By visiting an airline outlet","9"
3464039,141,"By visiting an airline outlet","By visiting an airline outlet","9"
3471826,138,"Essential New Zealand mobile app",NA,"8"
3462976,139,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","Very Useful10"
3471826,136,"100% Pure New Zealand www.newzealand.com",NA,"8"
3462976,138,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3464039,147,"Travel guides/books about New Zealand",NA,"9"
3472873,158,"Travel guides/books about New Zealand",NA,"8"
3462976,137,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3464039,143,"www.lonleyplanet.com",NA,"8"
3462976,138,"www.lonleyplanet.com",NA,"Very Useful10"
3464039,143,"www.lonleyplanet.com",NA,"8"
3472873,156,"Online travel blogs",NA,"Very Useful10"
3464040,107,"www.lonleyplanet.com",NA,"Very Useful10"
3464040,107,"www.lonleyplanet.com",NA,"Very Useful10"
3472873,154,"Airline websites",NA,"9"
3462994,120,"www.tripadvisor.com","www.tripadvisor.com","8"
3464040,109,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471833,90,"Friends, family and colleagues",NA,"8"
3464040,109,"Travel guides/books about New Zealand",NA,"Very Useful10"
3464040,106,"www.tripadvisor.com",NA,"Very Useful10"
3472873,157,"Another social networking website",NA,"7"
3472873,157,"Another social networking website",NA,"Not at all Useful1"
3471833,90,"By visiting an airline outlet","By visiting an airline outlet","8"
3471833,90,"By visiting an airline outlet","By visiting an airline outlet","8"
3463001,116,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3472873,156,"Facebook",NA,"Very Useful10"
3464040,108,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3471833,91,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3472873,154,"Friends, family and colleagues",NA,"9"
3464040,108,"Websites of individual i-SITE centres",NA,"Very Useful10"
3463008,131,"Airline websites",NA,"Not Sure"
3472889,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3464056,103,"None of these","None of these","None of these"
3471851,126,"www.tripadvisor.com",NA,"9"
3472890,101,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3471851,127,"100% Pure New Zealand www.newzealand.com",NA,"9"
3463008,132,"www.tripadvisor.com",NA,"7"
3463008,132,"www.tripadvisor.com",NA,"7"
3471851,127,"Another source",NA,"9"
3464058,97,"None of these","None of these","None of these"
3463008,135,"Online travel blogs",NA,"Not Sure"
3463008,133,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3472891,98,"Travel guides/books about New Zealand",NA,"8"
3472891,97,"Friends, family and colleagues",NA,"Very Useful10"
3471858,125,"Travel guides/books about New Zealand",NA,"9"
3463008,134,"Expedia",NA,"9"
3463008,134,"Expedia",NA,"9"
3471858,124,"Airline websites","Airline websites","8"
3472907,113,"None of these","None of these","None of these"
3463008,133,"Google+",NA,"Not Sure"
3471860,99,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3471860,99,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3464074,93,"Airline websites",NA,"7"
3471860,99,"Friends, family and colleagues",NA,"Very Useful10"
3472908,110,"Other publications e.g. magazines",NA,"9"
3463010,125,"Friends, family and colleagues",NA,"7"
3464074,95,"Another source","Another source","7"
3464074,95,"Another source","Another source","Another source"
3463010,125,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","9"
3472908,106,"Friends, family and colleagues",NA,"7"
3463010,125,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","7"
3464074,94,"Expedia",NA,"Very Useful10"
3463010,126,"Travel guides/books about New Zealand",NA,"9"
3472908,108,"Essential New Zealand mobile app",NA,"Very Useful10"
3463019,91,"www.tripadvisor.com",NA,"Very Useful10"
3471865,117,"Travel guides/books about New Zealand",NA,"7"
3464074,93,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3472908,108,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3464074,93,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3472908,109,"Online travel blogs",NA,"8"
3472908,109,"Online travel blogs",NA,"9"
3471865,116,"Airline websites",NA,"8"
3464090,128,"Friends, family and colleagues",NA,"Very Useful10"
3472908,107,"www.tripadvisor.com",NA,"7"
3471865,117,"www.wotif.com",NA,"7"
3463042,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3472908,107,"www.tripadvisor.com",NA,"Very Useful10"
3464090,131,"Travel guides/books about New Zealand",NA,"Very Useful10"
3464090,131,"Travel guides/books about New Zealand",NA,"8"
3463042,138,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3463042,138,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3464090,130,"www.lonleyplanet.com",NA,"9"
3464090,129,"www.tripadvisor.com",NA,"9"
3464090,129,"www.tripadvisor.com",NA,"Very Useful10"
3463042,139,"www.lonleyplanet.com",NA,"Very Useful10"
3471874,123,"www.tripadvisor.com",NA,"Very Useful10"
3464090,130,"Online travel blogs",NA,"9"
3471874,121,"Friends, family and colleagues",NA,"9"
3463042,140,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3463042,140,"100% Pure New Zealand www.newzealand.com",NA,"7"
3471874,123,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3472925,111,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
