"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3502348,119,"Facebook","After trip to NZ"
3503486,125,"Facebook","During trip to NZ"
3502717,152,"None of these","Planning trip to NZ"
3502364,166,"Facebook","Planning trip to NZ"
3503791,135,"Facebook","After trip to NZ"
3503518,141,"Facebook","Planning trip to NZ"
3502348,118,"Facebook","During trip to NZ"
3502372,120,"Facebook","Planning trip to NZ"
3503779,169,"Facebook","During trip to NZ"
3503514,141,"None of these","During trip to NZ"
3503522,147,"None of these","Planning trip to NZ"
3503803,164,"Facebook","Planning trip to NZ"
3502364,167,"None of these","During trip to NZ"
3503514,142,"None of these","After trip to NZ"
3503791,134,"Facebook","During trip to NZ"
3502709,97,"Facebook","During trip to NZ"
3502709,98,"None of these","After trip to NZ"
3503518,143,"None of these","During trip to NZ"
3503522,149,"None of these","After trip to NZ"
3503518,144,"None of these","After trip to NZ"
3502717,154,"None of these","After trip to NZ"
3503530,129,"Facebook","Planning trip to NZ"
3503522,148,"None of these","During trip to NZ"
3502372,122,"Instagram","During trip to NZ"
3502404,164,"Facebook","Planning trip to NZ"
3503807,106,"Google+","Planning trip to NZ"
3502761,113,"None of these","Planning trip to NZ"
3503803,165,"Facebook","During trip to NZ"
3502733,183,"Instagram","During trip to NZ"
3502733,184,"Google+","During trip to NZ"
3502773,128,"None of these","Planning trip to NZ"
3503526,171,"Facebook","Planning trip to NZ"
3502372,123,"Instagram","After trip to NZ"
3503827,154,"Google+","Planning trip to NZ"
3503779,170,"Facebook","After trip to NZ"
3503518,142,"Google+","Planning trip to NZ"
3502364,168,"Facebook","After trip to NZ"
3502717,153,"None of these","During trip to NZ"
3502372,121,"Facebook","During trip to NZ"
3502733,182,"Google+","Planning trip to NZ"
3503526,172,"Facebook","During trip to NZ"
3502733,185,"Instagram","After trip to NZ"
3502761,114,"None of these","During trip to NZ"
3502404,165,"Facebook","During trip to NZ"
3503803,166,"None of these","After trip to NZ"
3502420,126,"Google+","Planning trip to NZ"
3502789,115,"Wechat","Planning trip to NZ"
3502733,186,"Google+","After trip to NZ"
3503807,107,"Facebook","During trip to NZ"
3503807,108,"Facebook","After trip to NZ"
3502773,129,"None of these","During trip to NZ"
3502404,166,"Facebook","After trip to NZ"
3502420,125,"Facebook","Planning trip to NZ"
3503827,155,"Google+","During trip to NZ"
3502773,130,"None of these","After trip to NZ"
3503831,100,"None of these","Planning trip to NZ"
3502789,114,"Google+","Planning trip to NZ"
3522564,104,"Facebook","Planning trip to NZ"
3502781,157,"None of these","During trip to NZ"
3502420,127,"Facebook","During trip to NZ"
3503827,156,"None of these","After trip to NZ"
3502781,158,"None of these","After trip to NZ"
3502789,117,"Weibu","After trip to NZ"
3503831,101,"None of these","During trip to NZ"
3503530,132,"Instagram","During trip to NZ"
3503526,173,"Facebook","After trip to NZ"
3502420,130,"Google+","After trip to NZ"
3502789,118,"Wechat","After trip to NZ"
3502761,115,"Weibu","After trip to NZ"
3502781,156,"Google+","Planning trip to NZ"
3503831,102,"None of these","After trip to NZ"
3502789,116,"Instagram","During trip to NZ"
3502420,128,"Google+","During trip to NZ"
3502420,129,"Facebook","After trip to NZ"
3502428,151,"Google+","Planning trip to NZ"
3503530,131,"Twitter","During trip to NZ"
3503534,144,"None of these","During trip to NZ"
3522564,105,"Facebook","During trip to NZ"
3503530,130,"Facebook","During trip to NZ"
3502809,111,"None of these","Planning trip to NZ"
3503530,133,"Facebook","After trip to NZ"
3502432,148,"None of these","Planning trip to NZ"
3522588,190,"None of these","Planning trip to NZ"
3522564,106,"Facebook","After trip to NZ"
3503566,152,"None of these","Planning trip to NZ"
3502797,126,"Facebook","After trip to NZ"
3502428,152,"None of these","During trip to NZ"
3502432,150,"None of these","After trip to NZ"
3502436,160,"None of these","Planning trip to NZ"
3503534,143,"None of these","Planning trip to NZ"
3503534,145,"None of these","After trip to NZ"
3502797,124,"Facebook","Planning trip to NZ"
3502797,125,"Facebook","During trip to NZ"
3502428,153,"None of these","After trip to NZ"
3503578,143,"Google+","Planning trip to NZ"
3502432,149,"None of these","During trip to NZ"
3503566,154,"None of these","After trip to NZ"
3503566,153,"None of these","During trip to NZ"
3502809,112,"Facebook","During trip to NZ"
3502444,146,"None of these","Planning trip to NZ"
3503578,144,"Google+","During trip to NZ"
3502816,112,"None of these","Planning trip to NZ"
3503590,176,"None of these","Planning trip to NZ"
3502436,161,"None of these","During trip to NZ"
3522588,192,"None of these","After trip to NZ"
3503586,144,"Facebook","During trip to NZ"
3503586,147,"Instagram","After trip to NZ"
3502444,148,"None of these","After trip to NZ"
3522588,191,"None of these","During trip to NZ"
3503578,145,"None of these","After trip to NZ"
3503586,143,"None of these","Planning trip to NZ"
3522592,162,"None of these","Planning trip to NZ"
3502436,162,"Facebook","After trip to NZ"
3502448,112,"Instagram","Planning trip to NZ"
3522600,180,"None of these","Planning trip to NZ"
3503606,108,"Facebook","After trip to NZ"
3502825,162,"None of these","After trip to NZ"
3502833,109,"Google+","Planning trip to NZ"
3503638,147,"None of these","Planning trip to NZ"
3502809,113,"Facebook","After trip to NZ"
3503586,146,"Facebook","After trip to NZ"
3503586,145,"Instagram","During trip to NZ"
3502816,113,"None of these","During trip to NZ"
3502444,147,"None of these","During trip to NZ"
3503590,178,"Facebook","After trip to NZ"
3503606,107,"Facebook","During trip to NZ"
3522592,163,"None of these","During trip to NZ"
3503590,177,"Facebook","During trip to NZ"
3503630,125,"None of these","Planning trip to NZ"
3503614,159,"None of these","Planning trip to NZ"
3502831,163,"None of these","Planning trip to NZ"
3502825,161,"None of these","During trip to NZ"
3502448,113,"Instagram","During trip to NZ"
3503630,127,"None of these","After trip to NZ"
3522596,165,"None of these","After trip to NZ"
3522600,181,"Facebook","During trip to NZ"
3503614,161,"Facebook","After trip to NZ"
3503638,148,"None of these","During trip to NZ"
3502816,114,"None of these","After trip to NZ"
3522592,164,"None of these","After trip to NZ"
3502831,164,"None of these","During trip to NZ"
3503606,106,"Facebook","Planning trip to NZ"
3502825,160,"None of these","Planning trip to NZ"
3503630,126,"None of these","During trip to NZ"
3522596,163,"None of these","Planning trip to NZ"
3502448,114,"Instagram","After trip to NZ"
3502464,128,"Facebook","Planning trip to NZ"
3522604,129,"Facebook","Planning trip to NZ"
3502460,120,"Facebook","During trip to NZ"
3502839,101,"None of these","Planning trip to NZ"
3522600,182,"Instagram","During trip to NZ"
3503661,109,"Facebook","During trip to NZ"
3502841,136,"None of these","Planning trip to NZ"
3522596,164,"None of these","During trip to NZ"
3503614,160,"Facebook","During trip to NZ"
3502460,119,"None of these","Planning trip to NZ"
3502831,165,"None of these","After trip to NZ"
3503638,149,"None of these","After trip to NZ"
3503661,108,"None of these","Planning trip to NZ"
3502833,110,"Google+","During trip to NZ"
3502833,111,"None of these","After trip to NZ"
3502464,129,"Facebook","During trip to NZ"
3502460,121,"None of these","After trip to NZ"
3502839,103,"Facebook","After trip to NZ"
3522604,130,"Facebook","During trip to NZ"
3503661,110,"Twitter","During trip to NZ"
3502472,115,"None of these","Planning trip to NZ"
3502845,96,"None of these","Planning trip to NZ"
3522632,114,"None of these","Planning trip to NZ"
3503673,168,"Facebook","Planning trip to NZ"
3502464,132,"Instagram","After trip to NZ"
3522616,107,"Facebook","During trip to NZ"
3522600,183,"Facebook","After trip to NZ"
3503661,111,"Facebook","After trip to NZ"
3502839,102,"Facebook","During trip to NZ"
3522604,131,"Facebook","After trip to NZ"
3502841,137,"Facebook","During trip to NZ"
3522644,115,"Facebook","Planning trip to NZ"
3503673,169,"Facebook","During trip to NZ"
3522616,106,"Facebook","Planning trip to NZ"
3502472,117,"None of these","After trip to NZ"
3503681,147,"None of these","During trip to NZ"
3503685,131,"Facebook","Planning trip to NZ"
3502464,131,"Facebook","After trip to NZ"
3522632,116,"Facebook","After trip to NZ"
3502464,130,"Instagram","During trip to NZ"
3502480,184,"None of these","After trip to NZ"
3502841,138,"Facebook","After trip to NZ"
3502845,97,"None of these","During trip to NZ"
3503661,112,"Twitter","After trip to NZ"
3502484,154,"Facebook","During trip to NZ"
3522616,108,"Facebook","After trip to NZ"
3503681,148,"None of these","After trip to NZ"
3503689,159,"None of these","During trip to NZ"
3522632,115,"Facebook","During trip to NZ"
3503685,133,"Facebook","After trip to NZ"
3502480,183,"None of these","During trip to NZ"
3502484,155,"Facebook","After trip to NZ"
3502847,140,"Facebook","During trip to NZ"
3502472,116,"None of these","During trip to NZ"
3503673,170,"Facebook","After trip to NZ"
3503681,146,"None of these","Planning trip to NZ"
3502480,182,"None of these","Planning trip to NZ"
3503685,132,"Facebook","During trip to NZ"
3502845,98,"None of these","After trip to NZ"
3503689,160,"None of these","After trip to NZ"
3502484,153,"None of these","Planning trip to NZ"
3502847,139,"None of these","Planning trip to NZ"
3503705,160,"Facebook","Planning trip to NZ"
3503689,158,"None of these","Planning trip to NZ"
3502847,141,"Google+","During trip to NZ"
3502508,110,"None of these","Planning trip to NZ"
3522652,122,"Facebook","Planning trip to NZ"
3502488,171,"None of these","Planning trip to NZ"
3502849,110,"None of these","Planning trip to NZ"
3503709,166,"None of these","Planning trip to NZ"
3522652,123,"Instagram","Planning trip to NZ"
3502488,172,"None of these","During trip to NZ"
3522644,117,"Facebook","After trip to NZ"
3502849,112,"Facebook","After trip to NZ"
3522652,125,"Instagram","During trip to NZ"
3503721,153,"Google+","After trip to NZ"
3502488,173,"None of these","After trip to NZ"
3503705,162,"Facebook","After trip to NZ"
3502849,111,"Facebook","During trip to NZ"
3503705,161,"Facebook","During trip to NZ"
3503709,167,"Instagram","During trip to NZ"
3522652,124,"Facebook","During trip to NZ"
3502508,112,"None of these","After trip to NZ"
3503721,152,"Facebook","After trip to NZ"
3522652,127,"Instagram","After trip to NZ"
3502516,202,"Facebook","After trip to NZ"
3503737,158,"None of these","After trip to NZ"
3503713,155,"None of these","Planning trip to NZ"
3503709,168,"Instagram","After trip to NZ"
3503713,157,"None of these","After trip to NZ"
3502508,111,"None of these","During trip to NZ"
3522652,126,"Facebook","After trip to NZ"
3503737,156,"None of these","Planning trip to NZ"
3503737,157,"None of these","During trip to NZ"
3502851,108,"Facebook","Planning trip to NZ"
3502851,110,"Facebook","After trip to NZ"
3503721,150,"None of these","Planning trip to NZ"
3503745,139,"None of these","During trip to NZ"
3502516,200,"None of these","Planning trip to NZ"
3522644,116,"Facebook","During trip to NZ"
3502847,142,"None of these","After trip to NZ"
3522668,140,"None of these","Planning trip to NZ"
3503769,114,"None of these","Planning trip to NZ"
3503745,138,"None of these","Planning trip to NZ"
3502861,106,"None of these","Planning trip to NZ"
3503753,105,"Wechat","Planning trip to NZ"
3502887,139,"Wechat","Planning trip to NZ"
3502524,130,"None of these","During trip to NZ"
3502861,107,"Facebook","During trip to NZ"
3502532,112,"None of these","Planning trip to NZ"
3522696,146,"None of these","Planning trip to NZ"
3502544,192,"Facebook","Planning trip to NZ"
3503713,156,"None of these","During trip to NZ"
3502849,113,"Instagram","After trip to NZ"
3503721,151,"None of these","During trip to NZ"
3502516,201,"Facebook","During trip to NZ"
3502851,109,"Facebook","During trip to NZ"
3502861,108,"None of these","After trip to NZ"
3502524,131,"None of these","After trip to NZ"
3503753,107,"Wechat","After trip to NZ"
3502532,114,"None of these","After trip to NZ"
3522668,143,"Google+","After trip to NZ"
3502546,117,"None of these","Planning trip to NZ"
3522700,166,"None of these","Planning trip to NZ"
3503745,140,"None of these","After trip to NZ"
3502524,129,"None of these","Planning trip to NZ"
3522668,141,"None of these","During trip to NZ"
3503753,106,"Wechat","During trip to NZ"
3502887,140,"Wechat","During trip to NZ"
3502891,105,"None of these","Planning trip to NZ"
3502544,193,"Facebook","During trip to NZ"
3502895,164,"Google+","Planning trip to NZ"
3522668,142,"Facebook","After trip to NZ"
3502532,113,"None of these","During trip to NZ"
3502554,125,"None of these","Planning trip to NZ"
3502891,107,"None of these","After trip to NZ"
3502546,119,"Facebook","After trip to NZ"
3522696,147,"None of these","During trip to NZ"
3502891,106,"None of these","During trip to NZ"
3502544,194,"Facebook","After trip to NZ"
3522704,161,"None of these","Planning trip to NZ"
3502899,124,"None of these","Planning trip to NZ"
3522700,168,"Facebook","After trip to NZ"
3502556,176,"None of these","During trip to NZ"
3502558,124,"None of these","Planning trip to NZ"
3502556,175,"None of these","Planning trip to NZ"
3502887,141,"Wechat","After trip to NZ"
3502895,166,"None of these","After trip to NZ"
3522720,144,"None of these","Planning trip to NZ"
3522704,162,"Facebook","During trip to NZ"
3502907,146,"None of these","Planning trip to NZ"
3522696,148,"None of these","After trip to NZ"
3502554,127,"None of these","After trip to NZ"
3502899,125,"Facebook","During trip to NZ"
3503777,104,"None of these","Planning trip to NZ"
3502546,118,"None of these","During trip to NZ"
3522700,167,"Facebook","During trip to NZ"
3502895,165,"Google+","During trip to NZ"
3502554,126,"Facebook","During trip to NZ"
3522704,163,"Facebook","After trip to NZ"
3522724,114,"None of these","Planning trip to NZ"
3502911,143,"Google+","Planning trip to NZ"
3522720,145,"Facebook","During trip to NZ"
3502907,148,"None of these","After trip to NZ"
3503769,115,"None of these","During trip to NZ"
3502558,126,"None of these","After trip to NZ"
3522720,146,"Facebook","After trip to NZ"
3522724,115,"Facebook","During trip to NZ"
3503781,141,"None of these","After trip to NZ"
3502911,145,"Facebook","After trip to NZ"
3502558,125,"None of these","During trip to NZ"
3502899,126,"Facebook","After trip to NZ"
3502603,194,"Wechat","During trip to NZ"
3503777,106,"None of these","After trip to NZ"
3502919,120,"Facebook","After trip to NZ"
3502911,144,"Google+","During trip to NZ"
3522736,142,"None of these","After trip to NZ"
3522736,141,"None of these","During trip to NZ"
3522724,116,"None of these","After trip to NZ"
3502607,145,"Facebook","During trip to NZ"
3503781,140,"Facebook","During trip to NZ"
3502607,148,"Instagram","After trip to NZ"
3502556,177,"None of these","After trip to NZ"
3503769,116,"None of these","After trip to NZ"
3502603,193,"Facebook","During trip to NZ"
3522736,140,"None of these","Planning trip to NZ"
3502939,154,"None of these","After trip to NZ"
3522768,127,"Facebook","During trip to NZ"
3502907,147,"None of these","During trip to NZ"
3503777,105,"None of these","During trip to NZ"
3502919,119,"Facebook","During trip to NZ"
3502603,196,"Wechat","After trip to NZ"
3502607,147,"Pinterest","During trip to NZ"
3522744,161,"None of these","During trip to NZ"
3503789,135,"None of these","During trip to NZ"
3502607,144,"Pinterest","Planning trip to NZ"
3502603,192,"Google+","Planning trip to NZ"
3502939,151,"None of these","Planning trip to NZ"
3502947,140,"Facebook","After trip to NZ"
3502947,139,"None of these","During trip to NZ"
3502623,147,"Facebook","After trip to NZ"
3522768,128,"Facebook","After trip to NZ"
3502603,195,"Facebook","After trip to NZ"
3502607,146,"Instagram","During trip to NZ"
3503781,139,"None of these","Planning trip to NZ"
3502919,118,"None of these","Planning trip to NZ"
3502939,152,"Facebook","During trip to NZ"
3522744,162,"None of these","After trip to NZ"
3502939,153,"Google+","During trip to NZ"
3502623,145,"Facebook","During trip to NZ"
3502623,146,"Instagram","During trip to NZ"
3502635,103,"None of these","After trip to NZ"
3503801,142,"Facebook","After trip to NZ"
3502639,211,"Instagram","During trip to NZ"
3502639,208,"Facebook","Planning trip to NZ"
3503805,141,"None of these","During trip to NZ"
3502971,138,"Facebook","During trip to NZ"
3522772,140,"Facebook","After trip to NZ"
3503789,136,"None of these","After trip to NZ"
3502639,212,"None of these","After trip to NZ"
3502635,102,"None of these","During trip to NZ"
3502623,144,"Instagram","Planning trip to NZ"
3503801,141,"Facebook","During trip to NZ"
3502639,209,"Pinterest","Planning trip to NZ"
3502639,210,"Facebook","During trip to NZ"
3522772,139,"Facebook","During trip to NZ"
3502623,143,"Facebook","Planning trip to NZ"
3522744,160,"None of these","Planning trip to NZ"
3502651,119,"None of these","Planning trip to NZ"
3502623,148,"Instagram","After trip to NZ"
3522768,126,"None of these","Planning trip to NZ"
3502635,101,"None of these","Planning trip to NZ"
3503801,140,"None of these","Planning trip to NZ"
3503789,134,"None of these","Planning trip to NZ"
3522772,138,"Facebook","Planning trip to NZ"
3502947,138,"None of these","Planning trip to NZ"
3503805,140,"None of these","Planning trip to NZ"
3502971,137,"Facebook","Planning trip to NZ"
3502647,102,"None of these","During trip to NZ"
3502647,103,"None of these","After trip to NZ"
3502971,139,"Facebook","After trip to NZ"
3502991,120,"None of these","During trip to NZ"
3503809,171,"Facebook","During trip to NZ"
3502651,121,"None of these","After trip to NZ"
3502991,121,"None of these","After trip to NZ"
3522780,129,"Facebook","During trip to NZ"
3503805,142,"None of these","After trip to NZ"
3502647,101,"None of these","Planning trip to NZ"
3503809,170,"Google+","Planning trip to NZ"
3522780,128,"Facebook","Planning trip to NZ"
3502651,120,"Google+","During trip to NZ"
3502683,147,"None of these","Planning trip to NZ"
3502991,119,"None of these","Planning trip to NZ"
3502999,112,"None of these","Planning trip to NZ"
3502995,112,"None of these","Planning trip to NZ"
3502687,148,"Google+","Planning trip to NZ"
3522788,165,"Facebook","Planning trip to NZ"
3502995,113,"None of these","During trip to NZ"
3503809,172,"Google+","During trip to NZ"
3522780,131,"Facebook","After trip to NZ"
3502683,149,"None of these","After trip to NZ"
3503809,173,"Google+","After trip to NZ"
3522780,130,"Instagram","During trip to NZ"
3502687,149,"Google+","During trip to NZ"
3522788,167,"Instagram","During trip to NZ"
3503821,159,"Facebook","During trip to NZ"
3503821,162,"Instagram","After trip to NZ"
3502999,114,"None of these","After trip to NZ"
3522788,168,"Facebook","After trip to NZ"
3502687,150,"Facebook","After trip to NZ"
3503821,160,"Instagram","During trip to NZ"
3502683,148,"None of these","During trip to NZ"
3502995,114,"None of these","After trip to NZ"
3522780,132,"Instagram","After trip to NZ"
3502999,113,"None of these","During trip to NZ"
3522788,166,"Facebook","During trip to NZ"
3522788,169,"Instagram","After trip to NZ"
3503821,161,"Facebook","After trip to NZ"
3503821,158,"None of these","Planning trip to NZ"
3522796,102,"None of these","During trip to NZ"
3502699,104,"Google+","During trip to NZ"
3522808,129,"None of these","Planning trip to NZ"
3503833,101,"Facebook","Planning trip to NZ"
3503003,139,"Facebook","After trip to NZ"
3522811,103,"None of these","Planning trip to NZ"
3502715,159,"None of these","During trip to NZ"
3502699,103,"Facebook","During trip to NZ"
3503003,137,"None of these","Planning trip to NZ"
3503825,128,"Google+","Planning trip to NZ"
3522796,101,"None of these","Planning trip to NZ"
3522796,103,"None of these","After trip to NZ"
3503825,130,"Google+","After trip to NZ"
3503003,138,"Facebook","During trip to NZ"
3503833,103,"Instagram","Planning trip to NZ"
3502715,158,"None of these","Planning trip to NZ"
3522808,131,"Facebook","After trip to NZ"
3503007,162,"None of these","After trip to NZ"
3503035,105,"None of these","Planning trip to NZ"
3502719,124,"Wechat","Planning trip to NZ"
3502719,123,"Weibu","Planning trip to NZ"
3522808,132,"Instagram","After trip to NZ"
3503007,160,"None of these","Planning trip to NZ"
3522808,130,"Facebook","During trip to NZ"
3502719,122,"Twitter","Planning trip to NZ"
3503833,104,"Facebook","During trip to NZ"
3522813,165,"Facebook","Planning trip to NZ"
3502699,102,"None of these","Planning trip to NZ"
3503825,129,"Google+","During trip to NZ"
3502699,105,"None of these","After trip to NZ"
3503833,102,"Twitter","Planning trip to NZ"
3503035,106,"None of these","During trip to NZ"
3502719,125,"Twitter","During trip to NZ"
3522811,105,"None of these","After trip to NZ"
3502719,128,"Twitter","After trip to NZ"
3503035,107,"None of these","After trip to NZ"
3502719,126,"Weibu","During trip to NZ"
3503047,101,"None of these","After trip to NZ"
3502719,129,"Weibu","After trip to NZ"
3503059,99,"None of these","Planning trip to NZ"
3522811,104,"Facebook","During trip to NZ"
3503047,100,"Wechat","During trip to NZ"
3503063,142,"None of these","Planning trip to NZ"
3502743,107,"None of these","Planning trip to NZ"
3503007,161,"None of these","During trip to NZ"
3503047,99,"None of these","Planning trip to NZ"
3502715,160,"None of these","After trip to NZ"
3503833,105,"Twitter","During trip to NZ"
3502719,127,"Wechat","During trip to NZ"
3502727,180,"Facebook","Planning trip to NZ"
3522815,122,"None of these","Planning trip to NZ"
3502719,130,"Wechat","After trip to NZ"
3502727,182,"None of these","After trip to NZ"
3503063,143,"None of these","During trip to NZ"
3522813,166,"Facebook","During trip to NZ"
3502751,110,"None of these","During trip to NZ"
3502755,116,"Facebook","During trip to NZ"
3503059,100,"Google+","During trip to NZ"
3502727,181,"Facebook","During trip to NZ"
3503116,101,"Facebook","During trip to NZ"
3502743,108,"Instagram","During trip to NZ"
3522813,167,"Facebook","After trip to NZ"
3522574,139,"Facebook","During trip to NZ"
3503063,144,"None of these","After trip to NZ"
3502743,109,"Instagram","After trip to NZ"
3503059,101,"None of these","After trip to NZ"
3503087,136,"Google+","Planning trip to NZ"
3502751,111,"None of these","After trip to NZ"
3522815,123,"None of these","During trip to NZ"
3502751,109,"None of these","Planning trip to NZ"
3522817,115,"Google+","Planning trip to NZ"
3503087,137,"Google+","During trip to NZ"
3503116,100,"Facebook","Planning trip to NZ"
3503087,138,"Google+","After trip to NZ"
3522815,124,"None of these","After trip to NZ"
3503833,106,"Instagram","During trip to NZ"
3503833,107,"None of these","After trip to NZ"
3502755,115,"Facebook","Planning trip to NZ"
3503116,102,"Facebook","After trip to NZ"
3502767,119,"Twitter","Planning trip to NZ"
3502755,117,"Instagram","After trip to NZ"
3502767,118,"Facebook","Planning trip to NZ"
3503126,132,"Google+","Planning trip to NZ"
3522574,140,"Facebook","After trip to NZ"
3522825,193,"Google+","Planning trip to NZ"
3522594,127,"None of these","Planning trip to NZ"
3522817,116,"Facebook","During trip to NZ"
3502767,120,"Facebook","During trip to NZ"
3503124,119,"Facebook","During trip to NZ"
3522594,128,"None of these","During trip to NZ"
3522817,117,"Facebook","After trip to NZ"
3502767,123,"Twitter","After trip to NZ"
3502767,122,"Facebook","After trip to NZ"
3503128,121,"None of these","Planning trip to NZ"
3503124,120,"Facebook","After trip to NZ"
3503126,133,"Google+","During trip to NZ"
3522598,124,"None of these","Planning trip to NZ"
3502771,122,"Facebook","After trip to NZ"
3522833,148,"None of these","Planning trip to NZ"
3522825,195,"None of these","After trip to NZ"
3503128,123,"Facebook","After trip to NZ"
3502771,121,"Google+","During trip to NZ"
3503136,97,"None of these","After trip to NZ"
3503168,115,"None of these","Planning trip to NZ"
3503128,122,"Facebook","During trip to NZ"
3522574,138,"Facebook","Planning trip to NZ"
3503172,114,"None of these","Planning trip to NZ"
3522835,162,"None of these","Planning trip to NZ"
3503136,95,"None of these","Planning trip to NZ"
3502779,110,"None of these","Planning trip to NZ"
3522594,129,"None of these","After trip to NZ"
3522833,149,"None of these","During trip to NZ"
3503124,118,"Facebook","Planning trip to NZ"
3522598,125,"Facebook","During trip to NZ"
3502767,121,"Twitter","During trip to NZ"
3522825,194,"Google+","During trip to NZ"
3503126,134,"Facebook","After trip to NZ"
3502771,120,"Google+","Planning trip to NZ"
3503136,96,"None of these","During trip to NZ"
3503168,116,"None of these","During trip to NZ"
3522606,122,"Wechat","Planning trip to NZ"
3503180,109,"None of these","Planning trip to NZ"
3522606,124,"Wechat","After trip to NZ"
3522598,126,"Facebook","After trip to NZ"
3503172,115,"None of these","During trip to NZ"
3522835,163,"None of these","During trip to NZ"
3502779,112,"None of these","After trip to NZ"
3503180,110,"Facebook","During trip to NZ"
3522614,146,"None of these","During trip to NZ"
3522614,145,"None of these","Planning trip to NZ"
3522618,132,"Facebook","Planning trip to NZ"
3522835,164,"None of these","After trip to NZ"
3502811,123,"Google+","Planning trip to NZ"
3522843,101,"None of these","Planning trip to NZ"
3522622,137,"None of these","Planning trip to NZ"
3502811,122,"Facebook","Planning trip to NZ"
3503188,157,"Google+","Planning trip to NZ"
3503200,109,"Wechat","Planning trip to NZ"
3522847,113,"Facebook","Planning trip to NZ"
3522833,150,"None of these","After trip to NZ"
3503168,117,"None of these","After trip to NZ"
3502779,111,"None of these","During trip to NZ"
3522606,123,"Wechat","During trip to NZ"
3503172,116,"None of these","After trip to NZ"
3503180,111,"None of these","After trip to NZ"
3522614,147,"None of these","After trip to NZ"
3522618,133,"Facebook","During trip to NZ"
3522618,134,"Facebook","After trip to NZ"
3503188,159,"Google+","During trip to NZ"
3522843,102,"Facebook","During trip to NZ"
3503188,160,"Facebook","After trip to NZ"
3522622,138,"None of these","During trip to NZ"
3522852,122,"Twitter","Planning trip to NZ"
3522634,116,"Facebook","After trip to NZ"
3522847,114,"Facebook","During trip to NZ"
3503188,158,"Facebook","During trip to NZ"
3522852,121,"Facebook","Planning trip to NZ"
3502811,124,"None of these","During trip to NZ"
3502818,159,"Google+","Planning trip to NZ"
3522843,103,"Facebook","After trip to NZ"
3522634,115,"Facebook","During trip to NZ"
3522622,139,"Facebook","After trip to NZ"
3502811,125,"Facebook","After trip to NZ"
3522634,114,"Facebook","Planning trip to NZ"
3503200,110,"Wechat","During trip to NZ"
3522638,149,"None of these","Planning trip to NZ"
3522852,123,"Instagram","Planning trip to NZ"
3502818,158,"Facebook","Planning trip to NZ"
3503204,161,"None of these","Planning trip to NZ"
3522646,132,"Google+","Planning trip to NZ"
3522847,115,"Facebook","After trip to NZ"
3503208,121,"Google+","Planning trip to NZ"
3522638,151,"Facebook","After trip to NZ"
3522646,134,"Instagram","During trip to NZ"
3522852,124,"Facebook","During trip to NZ"
3522646,137,"Instagram","After trip to NZ"
3503208,122,"Google+","During trip to NZ"
3522638,150,"Facebook","During trip to NZ"
3502818,161,"Google+","During trip to NZ"
3522654,139,"None of these","Planning trip to NZ"
3522852,126,"Instagram","During trip to NZ"
3522864,111,"Google+","Planning trip to NZ"
3522852,129,"Instagram","After trip to NZ"
3503200,111,"Wechat","After trip to NZ"
3522646,138,"Google+","After trip to NZ"
3503204,162,"None of these","During trip to NZ"
3522646,135,"Google+","During trip to NZ"
3522852,127,"Facebook","After trip to NZ"
3502818,162,"Facebook","After trip to NZ"
3522658,116,"None of these","Planning trip to NZ"
3503208,123,"None of these","After trip to NZ"
3522852,128,"Twitter","After trip to NZ"
3503204,163,"None of these","After trip to NZ"
3522646,133,"Facebook","During trip to NZ"
3522852,125,"Twitter","During trip to NZ"
3522646,136,"Facebook","After trip to NZ"
3502818,160,"Facebook","During trip to NZ"
3503228,110,"None of these","Planning trip to NZ"
3522860,153,"None of these","Planning trip to NZ"
3522654,141,"None of these","After trip to NZ"
3502826,123,"Pinterest","Planning trip to NZ"
3522860,154,"None of these","During trip to NZ"
3502826,124,"Google+","Planning trip to NZ"
3503228,111,"None of these","During trip to NZ"
3522658,118,"Instagram","During trip to NZ"
3522864,112,"Facebook","During trip to NZ"
3522658,119,"Facebook","After trip to NZ"
3502826,125,"Facebook","During trip to NZ"
3522666,124,"None of these","Planning trip to NZ"
3502836,126,"None of these","Planning trip to NZ"
3522876,142,"Facebook","Planning trip to NZ"
3522654,140,"Facebook","During trip to NZ"
3503232,166,"None of these","Planning trip to NZ"
3502826,122,"Instagram","Planning trip to NZ"
3522876,143,"Google+","Planning trip to NZ"
3522658,117,"Facebook","During trip to NZ"
3522860,155,"None of these","After trip to NZ"
3502826,126,"Instagram","During trip to NZ"
3503228,112,"None of these","After trip to NZ"
3522658,120,"Instagram","After trip to NZ"
3502826,127,"None of these","After trip to NZ"
3522864,114,"Facebook","After trip to NZ"
3503232,168,"Weibu","After trip to NZ"
3522670,100,"None of these","During trip to NZ"
3522876,144,"Facebook","During trip to NZ"
3503252,135,"Google+","During trip to NZ"
3502836,128,"None of these","After trip to NZ"
3522674,135,"Facebook","After trip to NZ"
3522670,99,"None of these","Planning trip to NZ"
3503232,167,"Wechat","During trip to NZ"
3522666,126,"None of these","After trip to NZ"
3503252,134,"Google+","Planning trip to NZ"
3522864,115,"Instagram","After trip to NZ"
3522674,134,"Instagram","During trip to NZ"
3502838,137,"Facebook","During trip to NZ"
3503232,169,"Wechat","After trip to NZ"
