"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3462633,79,"Food & beverage outlets","Not as good as you get overseas"
3462649,85,"Commercial transport","Expensive"
3462649,86,"Sense of safety","Another reason"
3462637,85,"Food & beverage outlets","Poor food quality"
3461451,104,"Maori activities experienced","Good staff"
3462677,100,"Maori activities experienced","Informative"
3461455,97,"Food & beverage outlets","Too expensive"
3461447,97,"Maori activities experienced","Well organised"
3461451,103,"Maori activities experienced","Learnt about a new culture"
3461451,102,"Accommodation","Poor standard of cleanliness/dirty"
3462677,101,"Maori activities experienced","Entertaining"
3461455,98,"Maori activities experienced","Well organised"
3462677,103,"Maori activities experienced","Well organised"
3339026,102,"Maori activities experienced","Entertaining"
3462717,124,"Accommodation","Generally poor standard"
3461459,99,"Maori activities experienced","Informative"
3462677,102,"Maori activities experienced","Good staff"
3462717,123,"Accommodation","No free internet"
3339026,101,"Maori activities experienced","Informative"
3461459,98,"Maori activities experienced","Learnt about a new culture"
3462717,125,"Maori activities experienced","Not sure"
3339026,103,"Maori activities experienced","Good staff"
3462799,108,"i-Sites","Too busy/long queues"
3462799,111,"i-Sites","Shut too early/short opening hours"
3462799,107,"Accommodation","Poor value for money"
3462799,110,"i-Sites","Only had local information"
3339030,90,"Maori activities experienced","Learnt about a new culture"
3462799,106,"Accommodation","Too expensive"
3339030,91,"Maori activities experienced","Informative"
3462799,109,"i-Sites","Pushed certain activities"
3339030,92,"Maori activities experienced","Entertaining"
3462799,112,"i-Sites","Lack of knowledge on free attractions"
3462803,95,"Food & beverage outlets","Limited choices"
3339038,103,"Food & beverage outlets","Limited choices"
3461459,100,"Maori activities experienced","Entertaining"
3339030,93,"Maori activities experienced","Good staff"
3462803,97,"Maori activities experienced","Did not live up to expectations"
3339038,102,"Food & beverage outlets","Too expensive"
3462803,96,"Maori activities experienced","Learnt about a new culture"
3462863,125,"Maori activities experienced","Informative"
3339038,105,"Maori activities experienced","Learnt about a new culture"
3462863,127,"Maori activities experienced","Good quality/standard"
3339038,104,"Food & beverage outlets","Poor food quality"
3339038,107,"Maori activities experienced","Good staff"
3462863,128,"Maori activities experienced","Good staff"
3462863,126,"Maori activities experienced","Entertaining"
3339038,106,"Maori activities experienced","Entertaining"
3462863,129,"Maori activities experienced","Well organised"
3462927,129,"Commercial transport","Rental car/company did not meet expectations"
3339046,102,"NZ environment","Another reason"
3462863,130,"i-Sites","Shut too early/short opening hours"
3462887,106,"Maori activities experienced","Learnt about a new culture"
3339046,100,"Maori activities experienced","Informative"
3462927,131,"Maori activities experienced","Informative"
3462883,82,"Food & beverage outlets","Poor food quality"
3462887,107,"Maori activities experienced","Informative"
3339046,101,"Maori activities experienced","Entertaining"
3462927,130,"Maori activities experienced","Learnt about a new culture"
3462959,101,"Customer service","Staff not knowledgeable"
3339050,94,"Activities experienced","Have to cancel the activity due to weather/road  c"
3462927,132,"Maori activities experienced","Entertaining"
3462955,98,"Maori activities experienced","Informative"
3462959,104,"NZ environment","Dull cities"
3462955,97,"Food & beverage outlets","No reason"
3339050,92,"Accommodation","Poor/old facilities"
3462959,103,"NZ environment","Weather"
3462959,102,"Customer service","Slow"
3339050,93,"Accommodation","No free internet"
3462927,133,"Maori activities experienced","Another indifferent or poor aspect"
3462955,99,"Maori activities experienced","Well organised"
3463051,141,"Customer service","Slow"
3463051,137,"Food & beverage outlets","Not as good as you get overseas"
3463003,103,"Maori activities experienced","Not very exciting/boring"
3463051,136,"Food & beverage outlets","Too expensive"
3463051,139,"Food & beverage outlets","Supermarkets lack of variety"
3463051,140,"Customer service","Staff didn't care"
3463003,101,"Accommodation","Poor/old facilities"
3463003,104,"Maori activities experienced","Well organised"
3339050,95,"Maori activities experienced","Learnt about a new culture"
3463003,102,"Maori activities experienced","Learnt about a new culture"
3463051,138,"Food & beverage outlets","Alcohol too expensive"
3339050,98,"Maori activities experienced","Good quality/standard"
3463053,185,"Food & beverage outlets","Too expensive"
3463053,184,"Accommodation","No free internet"
3463067,85,"Commercial transport","Not sure"
3339050,99,"Customer service","No reason"
3339050,96,"Maori activities experienced","Informative"
3463053,187,"Food & beverage outlets","Not as good as you get overseas"
3339050,97,"Maori activities experienced","Entertaining"
3463053,183,"Accommodation","Poor/old facilities"
3463053,186,"Food & beverage outlets","Limited choices"
3339054,90,"Accommodation","Too expensive"
3463151,102,"Sense of safety","Another reason"
3463111,84,"Maori activities experienced","Learnt about a new culture"
3463111,87,"NZ environment","More effort to preserve natural environment requir"
3463183,102,"Maori activities experienced","Informative"
3463111,86,"Maori activities experienced","Well organised"
3463183,101,"Maori activities experienced","Learnt about a new culture"
3463067,84,"Food & beverage outlets","Not sure"
3463111,85,"Maori activities experienced","Not very exciting/boring"
3463183,103,"Maori activities experienced","Entertaining"
3463195,88,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3463195,87,"Customer service","Staff didn't care"
3339054,94,"Maori activities experienced","Good staff"
3463195,89,"Sense of safety","Poor road signage"
3463183,104,"Maori activities experienced","Good quality/standard"
3339054,92,"Maori activities experienced","Learnt about a new culture"
3339054,95,"NZ environment","Weather"
3461459,101,"Maori activities experienced","Well organised"
3463151,101,"i-Sites","Poor customer service"
3339054,91,"Accommodation","Noisy"
3339054,93,"Maori activities experienced","Entertaining"
3463183,106,"Maori activities experienced","Well organised"
3463256,91,"Customer service","Staff not friendly"
3463256,90,"Food & beverage outlets","Too expensive"
3463280,114,"Maori activities experienced","Learnt about a new culture"
3463183,105,"Maori activities experienced","Good staff"
3339062,103,"Commercial transport","Inconvenient public transportation"
3339058,107,"Maori activities experienced","Learnt about a new culture"
3339062,106,"Maori activities experienced","Well organised"
3339058,108,"Maori activities experienced","Good staff"
3339062,104,"Maori activities experienced","Informative"
3339058,106,"Food & beverage outlets","Limited choices"
3339058,109,"i-Sites","No reason"
3339062,105,"Maori activities experienced","Good quality/standard"
3339070,107,"Commercial transport","Expensive"
3339066,111,"Food & beverage outlets","Not as good as you get overseas"
3339066,114,"Maori activities experienced","Good quality/standard"
3339062,107,"i-Sites","Shut too early/short opening hours"
3339066,112,"Food & beverage outlets","Supermarkets lack of variety"
3339070,108,"Maori activities experienced","Entertaining"
3339066,110,"Food & beverage outlets","Too expensive"
3339066,113,"Maori activities experienced","Learnt about a new culture"
3339070,109,"NZ environment","Dull cities"
3463280,116,"Maori activities experienced","Entertaining"
3463280,119,"Maori activities experienced","Well organised"
3463328,84,"Food & beverage outlets","Poor food quality"
3339074,103,"Food & beverage outlets","No reason"
3463348,127,"Food & beverage outlets","Too expensive"
3463328,85,"Customer service","Staff not friendly"
3339066,115,"i-Sites","Too busy/long queues"
3463280,117,"Maori activities experienced","Good quality/standard"
3463280,115,"Maori activities experienced","Informative"
3463280,118,"Maori activities experienced","Good staff"
3463328,83,"Food & beverage outlets","Poor service"
3339074,106,"Maori activities experienced","Another indifferent or poor aspect"
3463376,98,"Customer service","Staff not friendly"
3463348,129,"Food & beverage outlets","Not as good as you get overseas"
3339074,104,"Maori activities experienced","Informative"
3463348,130,"Maori activities experienced","Entertaining"
3339086,89,"Maori activities experienced","Learnt about a new culture"
3339074,105,"Maori activities experienced","Good staff"
3463348,128,"Food & beverage outlets","Limited choices"
3339086,90,"Maori activities experienced","Informative"
3463348,131,"Maori activities experienced","Not very informative"
3463424,84,"Activities experienced","Poor service"
3463476,93,"Customer service","Another reason"
3339086,94,"Customer service","Staff not friendly"
3339086,91,"Maori activities experienced","Entertaining"
3463408,78,"NZ environment","Another reason"
3463412,103,"Food & beverage outlets","Too expensive"
3463480,100,"Maori activities experienced","Entertaining"
3339086,92,"Maori activities experienced","Good quality/standard"
3463424,83,"Food & beverage outlets","Another reason"
3339106,107,"Maori activities experienced","Good staff"
3339086,93,"Maori activities experienced","Good staff"
3463480,99,"Maori activities experienced","Learnt about a new culture"
3463488,131,"Maori activities experienced","Entertaining"
3339110,103,"Food & beverage outlets","Too expensive"
3463488,135,"Customer service","No reason"
3463488,129,"Maori activities experienced","Learnt about a new culture"
3339106,108,"Maori activities experienced","Poor quality/standard"
3463488,132,"Maori activities experienced","Good quality/standard"
3339110,104,"Maori activities experienced","Learnt about a new culture"
3463488,130,"Maori activities experienced","Informative"
3463488,133,"Maori activities experienced","Good staff"
3463488,134,"Maori activities experienced","Well organised"
3339110,109,"Customer service","Staff not knowledgeable"
3463545,110,"Maori activities experienced","Learnt about a new culture"
3463545,113,"Maori activities experienced","Good quality/standard"
3339110,107,"Maori activities experienced","Good quality/standard"
3339110,105,"Maori activities experienced","Informative"
3463545,111,"Maori activities experienced","Informative"
3339110,108,"Maori activities experienced","Well organised"
3463545,114,"Maori activities experienced","Good staff"
3339118,105,"Activities experienced","No reason"
3339110,106,"Maori activities experienced","Entertaining"
3463545,112,"Maori activities experienced","Entertaining"
3339126,105,"Sense of safety","No reason"
3463617,106,"Commercial transport","No reason"
3339122,103,"Maori activities experienced","Informative"
3339122,106,"Maori activities experienced","Good staff"
3339126,102,"Maori activities experienced","Entertaining"
3339122,104,"Maori activities experienced","Entertaining"
3339126,103,"Maori activities experienced","Good quality/standard"
3339126,101,"Commercial transport","No reason"
3463545,115,"Maori activities experienced","Well organised"
3339122,105,"Maori activities experienced","Good quality/standard"
3463673,117,"Maori activities experienced","Learnt about a new culture"
3339126,106,"NZ environment","Weather"
3463637,120,"Maori activities experienced","Entertaining"
3463701,134,"Maori activities experienced","Entertaining"
3463709,103,"Maori activities experienced","Learnt about a new culture"
3339126,104,"Maori activities experienced","Did not live up to expectations"
3463701,133,"Maori activities experienced","Informative"
3339118,106,"i-Sites","Another reason"
3463673,118,"Maori activities experienced","Not very informative"
3463701,132,"Maori activities experienced","Learnt about a new culture"
3463701,135,"Maori activities experienced","Well organised"
3463713,126,"Commercial transport","Expensive"
3339142,109,"Commercial transport","No reason"
3463709,104,"Maori activities experienced","Informative"
3339126,107,"NZ environment","More effort to preserve natural environment requir"
3463713,127,"Maori activities experienced","Learnt about a new culture"
3463717,91,"Food & beverage outlets","Too expensive"
3463713,128,"Maori activities experienced","Informative"
3463717,92,"i-Sites","Only had local information"
3463709,105,"Maori activities experienced","Entertaining"
3339142,111,"Maori activities experienced","Good staff"
3463827,124,"Activities experienced","Have to cancel the activity due to weather/road  c"
3339142,112,"i-Sites","Hard to find"
3339146,108,"Maori activities experienced","Entertaining"
3339146,111,"Maori activities experienced","Well organised"
3463839,134,"Accommodation","No free internet"
3339146,110,"Maori activities experienced","Good staff"
3339142,110,"Maori activities experienced","Entertaining"
3463761,109,"i-Sites","Only had local information"
3461459,102,"NZ environment","No reason"
3339146,109,"Maori activities experienced","Good quality/standard"
3339146,107,"Maori activities experienced","Learnt about a new culture"
3463843,117,"Maori activities experienced","Good quality/standard"
3463839,136,"NZ environment","Weather"
3339169,103,"Maori activities experienced","Informative"
3463843,119,"Maori activities experienced","Well organised"
3463843,118,"Maori activities experienced","Good staff"
3339173,110,"Accommodation","Poor standard of cleanliness/dirty"
3463839,135,"Accommodation","Poor value for money"
3339169,102,"Maori activities experienced","Learnt about a new culture"
3339173,111,"Maori activities experienced","Learnt about a new culture"
3463875,116,"Commercial transport","The transport was delayed"
3463863,132,"Food & beverage outlets","Too expensive"
3463875,114,"Food & beverage outlets","Not sure"
3463859,93,"i-Sites","Too busy/long queues"
3463863,134,"Maori activities experienced","Learnt about a new culture"
3463863,137,"Maori activities experienced","Another indifferent or poor aspect"
3463875,115,"Commercial transport","Expensive"
3463863,133,"Food & beverage outlets","Limited choices"
3463863,136,"Maori activities experienced","Well organised"
3461463,86,"Maori activities experienced","Learnt about a new culture"
3339173,113,"Maori activities experienced","Good staff"
3463907,114,"Accommodation","No reason"
3463899,101,"Maori activities experienced","Informative"
3339173,114,"Maori activities experienced","Well organised"
3463863,135,"Maori activities experienced","Entertaining"
3339173,112,"Maori activities experienced","Good quality/standard"
3463899,102,"Maori activities experienced","Poor quality/standard"
3461463,88,"Maori activities experienced","Good quality/standard"
3461463,87,"Maori activities experienced","Entertaining"
3339181,99,"Activities experienced","Another reason"
3339181,95,"Accommodation","Noisy"
3339181,98,"Food & beverage outlets","Supermarkets lack of variety"
3339181,97,"Food & beverage outlets","Poor food quality"
3339181,100,"Maori activities experienced","Learnt about a new culture"
3339181,103,"Maori activities experienced","Good staff"
3339181,104,"Customer service","No reason"
3463931,128,"Commercial transport","The transport was delayed"
3339181,94,"Accommodation","Generally poor standard"
3339181,101,"Maori activities experienced","Entertaining"
3463907,115,"i-Sites","No reason"
3339181,96,"Food & beverage outlets","Too expensive"
3339181,102,"Maori activities experienced","Good quality/standard"
3339203,85,"Commercial transport","Inconvenient public transportation"
3339203,84,"Commercial transport","Expensive"
3463931,129,"Maori activities experienced","Learnt about a new culture"
3339191,96,"Maori activities experienced","Learnt about a new culture"
3339191,98,"Maori activities experienced","Good quality/standard"
3464015,114,"Food & beverage outlets","Too expensive"
3339203,86,"Maori activities experienced","Learnt about a new culture"
3463931,131,"Maori activities experienced","Entertaining"
3339191,99,"Maori activities experienced","Did not live up to expectations"
3463931,130,"Maori activities experienced","Informative"
3339191,97,"Maori activities experienced","Entertaining"
3339211,105,"Customer service","Another reason"
3339211,102,"Maori activities experienced","Good staff"
3464095,110,"Food & beverage outlets","Too expensive"
3464111,94,"Maori activities experienced","Informative"
3464015,115,"i-Sites","No reason"
3339203,87,"Maori activities experienced","Good staff"
3339211,101,"Maori activities experienced","Entertaining"
3464111,93,"Maori activities experienced","Learnt about a new culture"
3464152,97,"Commercial transport","No reason"
3339211,100,"Maori activities experienced","Informative"
3339211,103,"Maori activities experienced","Did not live up to expectations"
3464176,91,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3339215,92,"Food & beverage outlets","Poor food quality"
3339219,97,"Maori activities experienced","Learnt about a new culture"
3464176,89,"Commercial transport","Poor customer service"
3339211,104,"Customer service","Staff didn't care"
3339219,100,"Customer service","Another reason"
3339219,96,"Commercial transport","No reason"
3464224,86,"Activities experienced","No reason"
3464176,90,"Commercial transport","The transport was delayed"
3464111,95,"Maori activities experienced","Entertaining"
3339219,95,"Food & beverage outlets","No reason"
3339219,98,"Maori activities experienced","Informative"
3339231,108,"Food & beverage outlets","No reason"
3464244,101,"Accommodation","Too expensive"
3339231,111,"Maori activities experienced","Good staff"
3464111,96,"Maori activities experienced","Well organised"
3339215,94,"Maori activities experienced","Good quality/standard"
3339215,93,"Food & beverage outlets","Alcohol too expensive"
3339231,107,"Accommodation","Noisy"
3339219,99,"Maori activities experienced","Well organised"
3339231,110,"Maori activities experienced","Good quality/standard"
3339219,101,"NZ environment","No reason"
3339231,109,"Maori activities experienced","Learnt about a new culture"
3339243,100,"Commercial transport","No reason"
3339243,103,"Sense of safety","Another reason"
3339235,104,"Maori activities experienced","Good staff"
3339243,102,"Maori activities experienced","Well organised"
3339235,103,"Maori activities experienced","Learnt about a new culture"
3464335,111,"Customer service","Staff didn't care"
3464244,103,"Maori activities experienced","Not sure"
3339231,112,"Maori activities experienced","Did not live up to expectations"
3464292,107,"Food & beverage outlets","Too expensive"
3461463,90,"Customer service","Staff not friendly"
3464224,87,"Maori activities experienced","No reason"
3464244,102,"Accommodation","No free internet"
3464292,106,"Accommodation","Poor/old facilities"
3339243,101,"Maori activities experienced","Learnt about a new culture"
3339267,106,"Food & beverage outlets","Limited choices"
3464348,82,"Sense of safety","Crime/graffiti"
3461463,91,"Sense of safety","No reason"
3464348,81,"Accommodation","Not sure"
3464368,103,"Maori activities experienced","Informative"
3464335,110,"Accommodation","Too expensive"
3339267,108,"Maori activities experienced","Learnt about a new culture"
3464368,102,"Maori activities experienced","Learnt about a new culture"
3339275,97,"Customer service","Staff didn't care"
3339267,109,"Maori activities experienced","Entertaining"
3464368,104,"Maori activities experienced","Entertaining"
3339279,110,"Commercial transport","Expensive"
3461463,89,"Maori activities experienced","Well organised"
3339279,115,"Customer service","Another reason"
3339275,96,"Maori activities experienced","Entertaining"
3339279,108,"Food & beverage outlets","Limited choices"
3339267,107,"Food & beverage outlets","Not as good as you get overseas"
3339279,114,"Customer service","Staff didn't care"
3339279,109,"Food & beverage outlets","Poor food quality"
3339279,112,"Maori activities experienced","Informative"
3339351,79,"Customer service","Staff not friendly"
3339275,95,"Maori activities experienced","Learnt about a new culture"
3339279,107,"Food & beverage outlets","Too expensive"
3339279,113,"Maori activities experienced","Well organised"
3461467,90,"Maori activities experienced","Good quality/standard"
3339315,95,"Maori activities experienced","Entertaining"
3339331,98,"Maori activities experienced","Another reason"
3339367,101,"Food & beverage outlets","Too expensive"
3339315,96,"Maori activities experienced","Good staff"
3339367,102,"Food & beverage outlets","Limited choices"
3461491,123,"Customer service","Staff not friendly"
3339279,111,"Maori activities experienced","Learnt about a new culture"
3339315,94,"Maori activities experienced","Learnt about a new culture"
3339351,81,"NZ environment","More effort to preserve natural environment requir"
3461483,107,"Customer service","Staff not friendly"
3339331,97,"Accommodation","Another reason"
3339351,80,"NZ environment","Dull cities"
3461491,124,"Customer service","Another reason"
3339367,104,"Customer service","Another reason"
3461483,105,"Maori activities experienced","Learnt about a new culture"
3461487,111,"Maori activities experienced","Good quality/standard"
3461499,117,"Activities experienced","Not very exciting/boring"
3339367,103,"Food & beverage outlets","Supermarkets lack of variety"
3339411,91,"Maori activities experienced","Informative"
3461483,106,"Maori activities experienced","Well organised"
3461487,112,"Maori activities experienced","Good staff"
3461491,121,"Maori activities experienced","Learnt about a new culture"
3461499,116,"Activities experienced","Too expensive"
3461491,122,"Maori activities experienced","Informative"
3461499,118,"Activities experienced","Another reason"
3461503,114,"Commercial transport","Poor customer service"
3339540,86,"Maori activities experienced","Informative"
3461491,125,"i-Sites","No reason"
3339540,85,"Maori activities experienced","Learnt about a new culture"
3461499,120,"Maori activities experienced","Well organised"
3461503,116,"Maori activities experienced","Good quality/standard"
3339540,88,"Maori activities experienced","Good quality/standard"
3339500,106,"i-Sites","Pushed certain activities"
3461499,119,"Maori activities experienced","Good quality/standard"
3461503,115,"Maori activities experienced","Entertaining"
3339540,87,"Maori activities experienced","Entertaining"
3461507,88,"Commercial transport","No reason"
3461507,91,"Maori activities experienced","Entertaining"
3461511,113,"Food & beverage outlets","Too expensive"
3461507,93,"Maori activities experienced","Well organised"
3461507,89,"Maori activities experienced","Learnt about a new culture"
3461507,92,"Maori activities experienced","Did not live up to expectations"
3461511,114,"Food & beverage outlets","Poor food quality"
3461503,117,"Maori activities experienced","Good staff"
3461507,90,"Maori activities experienced","Informative"
3461511,115,"Food & beverage outlets","Alcohol too expensive"
3461515,111,"Accommodation","Poor/old facilities"
3461515,118,"Maori activities experienced","Did not live up to expectations"
3461515,112,"Commercial transport","Rental car/company did not meet expectations"
3461511,116,"Maori activities experienced","Good quality/standard"
3461515,115,"Maori activities experienced","Entertaining"
3461519,102,"Sense of safety","Another reason"
3461515,114,"Maori activities experienced","Informative"
3461515,117,"Maori activities experienced","Good staff"
3461519,97,"Maori activities experienced","Informative"
3461519,100,"Customer service","Staff seemed rushed"
3461515,113,"Maori activities experienced","Learnt about a new culture"
3461515,116,"Maori activities experienced","Good quality/standard"
3461523,102,"Customer service","Staff not friendly"
3461519,101,"Customer service","Staff didn't care"
3461523,97,"Activities experienced","Have to cancel the activity due to weather/road  c"
3461519,99,"Maori activities experienced","Another indifferent or poor aspect"
3461523,95,"Food & beverage outlets","Poor service"
3461523,96,"Food & beverage outlets","Poor food quality"
3461523,98,"Maori activities experienced","Learnt about a new culture"
3461523,101,"Maori activities experienced","Good quality/standard"
3461523,103,"Customer service","Slow"
3461519,98,"Maori activities experienced","Good quality/standard"
3461523,94,"Food & beverage outlets","Too expensive"
3461523,100,"Maori activities experienced","Entertaining"
3461531,118,"Maori activities experienced","Learnt about a new culture"
3461535,114,"Accommodation","Generally poor standard"
3461527,103,"Maori activities experienced","Good staff"
3461535,115,"Food & beverage outlets","Poor service"
3461523,99,"Maori activities experienced","Informative"
3461527,101,"Maori activities experienced","Learnt about a new culture"
3461527,104,"Maori activities experienced","Well organised"
3339580,94,"Sense of safety","No safety barriers"
3339604,90,"Commercial transport","Not sure"
3339540,90,"Maori activities experienced","Well organised"
3339580,92,"Food & beverage outlets","Not as good as you get overseas"
3339604,91,"Maori activities experienced","Good quality/standard"
3339604,93,"Maori activities experienced","Not very informative"
3464368,105,"Maori activities experienced","Good quality/standard"
3339540,89,"Maori activities experienced","Good staff"
3339697,100,"Customer service","Staff not knowledgeable"
3461527,102,"Maori activities experienced","Entertaining"
3461527,105,"i-Sites","No reason"
3461531,117,"Food & beverage outlets","No reason"
3339580,93,"Sense of safety","Poor driving standards, e.g. aggressive, speeding,"
3339540,91,"Maori activities experienced","Another good aspect"
3339604,92,"Maori activities experienced","Good staff"
3339705,95,"Activities experienced","Too expensive"
3461535,116,"Food & beverage outlets","Limited choices"
3339697,101,"Customer service","Slow"
3464368,106,"Maori activities experienced","Good staff"
3339697,99,"Maori activities experienced","Another indifferent or poor aspect"
3464380,62,"Maori activities experienced","No reason"
3461535,117,"Food & beverage outlets","Alcohol too expensive"
3339697,97,"Maori activities experienced","Entertaining"
3464388,62,"Maori activities experienced","No reason"
3339697,98,"Maori activities experienced","Well organised"
3464368,107,"Maori activities experienced","Well organised"
3461535,118,"Commercial transport","Expensive"
3339697,96,"Maori activities experienced","Learnt about a new culture"
3461535,120,"Maori activities experienced","Entertaining"
3464409,63,"Maori activities experienced","No reason"
3464396,63,"Maori activities experienced","No reason"
3339705,96,"Maori activities experienced","Learnt about a new culture"
3464401,62,"Maori activities experienced","No reason"
3461535,121,"NZ environment","No reason"
3464392,64,"Maori activities experienced","No reason"
3461535,119,"Maori activities experienced","Learnt about a new culture"
3464405,62,"Maori activities experienced","No reason"
3464413,62,"Maori activities experienced","No reason"
3339705,97,"Maori activities experienced","Good quality/standard"
3464421,62,"Maori activities experienced","No reason"
3464429,67,"Maori activities experienced","No reason"
3464425,62,"Maori activities experienced","No reason"
3464441,62,"Maori activities experienced","No reason"
3464433,62,"Maori activities experienced","No reason"
3464437,61,"Maori activities experienced","No reason"
3461539,98,"Food & beverage outlets","Too expensive"
3339725,86,"Commercial transport","No reason"
3464453,64,"Maori activities experienced","No reason"
3461539,100,"Maori activities experienced","Informative"
3461539,99,"Maori activities experienced","Learnt about a new culture"
3464469,62,"Maori activities experienced","No reason"
3464465,64,"Maori activities experienced","No reason"
3464445,66,"Maori activities experienced","No reason"
3339705,98,"Maori activities experienced","Good staff"
3464449,65,"Maori activities experienced","No reason"
3464457,61,"Maori activities experienced","No reason"
3464485,61,"Maori activities experienced","No reason"
3464477,64,"Maori activities experienced","No reason"
3464493,61,"Maori activities experienced","No reason"
3461539,102,"Maori activities experienced","Good staff"
3464481,61,"Maori activities experienced","No reason"
3464489,66,"Maori activities experienced","No reason"
3461539,103,"Maori activities experienced","Well organised"
3461539,101,"Maori activities experienced","Good quality/standard"
3464497,66,"Maori activities experienced","No reason"
3464501,61,"Maori activities experienced","No reason"
3339725,87,"Maori activities experienced","Learnt about a new culture"
3464509,63,"Maori activities experienced","No reason"
3464525,66,"Maori activities experienced","No reason"
3464513,61,"Maori activities experienced","No reason"
3339737,90,"Commercial transport","No reason"
3464505,61,"Maori activities experienced","No reason"
3464521,61,"Maori activities experienced","No reason"
3339729,90,"Maori activities experienced","Learnt about a new culture"
3464529,66,"Maori activities experienced","No reason"
3339729,93,"Customer service","Another reason"
3339737,92,"Activities experienced","Another reason"
3339737,91,"Activities experienced","Too expensive"
3464553,64,"Maori activities experienced","No reason"
3464557,63,"Maori activities experienced","No reason"
3464537,65,"Maori activities experienced","No reason"
3339729,91,"Maori activities experienced","Informative"
3464549,66,"Maori activities experienced","No reason"
3339729,92,"Maori activities experienced","Good staff"
3464533,65,"Maori activities experienced","No reason"
3464541,64,"Maori activities experienced","No reason"
3464545,66,"Maori activities experienced","No reason"
3464619,64,"Maori activities experienced","No reason"
3464623,63,"Maori activities experienced","No reason"
3464577,64,"Maori activities experienced","No reason"
3464627,64,"Maori activities experienced","No reason"
3464565,64,"Maori activities experienced","No reason"
3464569,66,"Maori activities experienced","No reason"
3464635,63,"Maori activities experienced","No reason"
3339737,93,"Maori activities experienced","Learnt about a new culture"
3464631,66,"Maori activities experienced","No reason"
3339737,94,"Maori activities experienced","Informative"
3339737,97,"Maori activities experienced","Good staff"
3464643,62,"Maori activities experienced","No reason"
3464647,64,"Maori activities experienced","No reason"
3464655,66,"Maori activities experienced","No reason"
3464659,62,"Maori activities experienced","No reason"
3339737,96,"Maori activities experienced","Good quality/standard"
3464651,66,"Maori activities experienced","No reason"
3339737,95,"Maori activities experienced","Entertaining"
3339741,90,"Maori activities experienced","Learnt about a new culture"
3339741,93,"Maori activities experienced","Well organised"
3339741,89,"Food & beverage outlets","Poor food quality"
3464663,61,"Maori activities experienced","No reason"
3339741,92,"Maori activities experienced","Good staff"
3339745,107,"Maori activities experienced","Learnt about a new culture"
3464667,63,"Maori activities experienced","No reason"
3339741,88,"Food & beverage outlets","Too expensive"
3339741,91,"Maori activities experienced","Entertaining"
3339745,109,"Maori activities experienced","Entertaining"
3339745,112,"NZ environment","More effort to preserve natural environment requir"
3464671,62,"Maori activities experienced","No reason"
3339745,110,"Maori activities experienced","Good staff"
3464679,64,"Maori activities experienced","No reason"
3339745,108,"Maori activities experienced","Informative"
3339745,111,"Maori activities experienced","Well organised"
3464675,62,"Maori activities experienced","No reason"
3461539,104,"Maori activities experienced","Another good aspect"
3339765,102,"Commercial transport","Expensive"
3339757,97,"Maori activities experienced","Learnt about a new culture"
3464707,63,"Maori activities experienced","No reason"
3464699,61,"Maori activities experienced","No reason"
3464703,63,"Maori activities experienced","No reason"
3339765,101,"Food & beverage outlets","Poor food quality"
3464691,61,"Maori activities experienced","No reason"
3464687,62,"Maori activities experienced","No reason"
3339757,98,"i-Sites","No reason"
3464711,62,"Maori activities experienced","No reason"
3339765,104,"Sense of safety","Felt unsafe"
3464731,61,"Maori activities experienced","No reason"
3461543,118,"Food & beverage outlets","Too expensive"
3339765,100,"Food & beverage outlets","Poor service"
3464715,63,"Maori activities experienced","No reason"
3339765,103,"Maori activities experienced","Learnt about a new culture"
3464723,65,"Maori activities experienced","No reason"
3464727,61,"Maori activities experienced","No reason"
3464719,65,"Maori activities experienced","No reason"
3339769,101,"Maori activities experienced","Learnt about a new culture"
3339769,100,"Food & beverage outlets","Poor food quality"
3464735,63,"Maori activities experienced","No reason"
3464743,62,"Maori activities experienced","No reason"
3464747,61,"Maori activities experienced","No reason"
3339769,99,"Food & beverage outlets","Too expensive"
3339789,93,"Food & beverage outlets","Poor service"
3464755,65,"Maori activities experienced","No reason"
3339769,102,"Maori activities experienced","Informative"
3464751,65,"Maori activities experienced","No reason"
3339789,100,"Customer service","No reason"
3339789,94,"Food & beverage outlets","Not as good as you get overseas"
3464759,63,"Maori activities experienced","No reason"
3339789,97,"Maori activities experienced","Good quality/standard"
3339789,96,"Maori activities experienced","Learnt about a new culture"
3464763,64,"Maori activities experienced","No reason"
3339789,99,"Maori activities experienced","Well organised"
3464767,63,"Maori activities experienced","No reason"
3339789,95,"Food & beverage outlets","Supermarkets lack of variety"
3339789,98,"Maori activities experienced","Good staff"
3339797,90,"Commercial transport","Expensive"
3464771,64,"Maori activities experienced","No reason"
3339793,87,"Maori activities experienced","Entertaining"
3339797,89,"Food & beverage outlets","Poor food quality"
3464787,62,"Maori activities experienced","No reason"
3464775,65,"Maori activities experienced","No reason"
3339793,86,"Maori activities experienced","Informative"
3339797,88,"Food & beverage outlets","Too expensive"
3339789,101,"i-Sites","No reason"
3464779,63,"Maori activities experienced","No reason"
3339801,86,"Commercial transport","Expensive"
3464795,120,"Accommodation","Poor value for money"
3464795,123,"Maori activities experienced","Good staff"
3464795,118,"Accommodation","Too expensive"
