"SurveyResponseID","AnswerNumber","iSiteUsage"
3497741,80,"Transport/ travel options around New Zealand"
3497723,95,"Attractions / Activities"
3523866,88,"Attractions / Activities"
3497741,79,"Compare prices / find deals"
3523866,87,"General information about a different region"
3523868,100,"Information about amenities/services for the town you were in"
3497741,78,"Maps"
3523875,92,"Maps"
3523868,99,"Directions"
3523868,102,"Suggested itineraries"
3497776,82,"Accommodation in the region you were in"
3497776,83,"Transport/ travel options around New Zealand"
3497741,81,"Attractions / Activities"
3523868,98,"Compare prices / find deals"
3523868,101,"Attractions / Activities"
3523875,93,"Compare prices / find deals"
3523875,94,"Attractions / Activities"
3497776,81,"Overview of NZ regions"
3523884,89,"Event information"
3523884,87,"Check/confirm existing travel plans"
3523884,90,"Attractions / Activities"
3497777,76,"Attractions / Activities"
3497776,80,"Directions"
3497776,84,"Suggested itineraries"
3497777,75,"Information about Maori culture / cultural activities"
3523884,88,"Maps"
3497777,74,"Weather information"
3497790,85,"Information about amenities/services for the town you were in"
3523886,79,"Directions"
3497790,84,"Information about Maori culture / cultural activities"
3497790,82,"General information about the region you were in"
3497790,86,"Attractions / Activities"
3523886,80,"Attractions / Activities"
3497810,88,"General information about the region you were in"
3523886,78,"Maps"
3497790,83,"Weather information"
3523909,113,"Maps"
3497810,89,"Weather information"
3523911,112,"Something else"
3497810,91,"Overview of NZ regions"
3501735,114,"Attractions / Activities"
3497810,90,"Maps"
3523911,110,"Maps"
3501735,111,"Weather information"
3501735,112,"Maps"
3501735,113,"Internet access"
3501985,106,"Information about amenities/services for the town you were in"
3523927,87,"Information about amenities/services for the town you were in"
3501985,104,"Maps"
3523927,86,"Maps"
3501985,107,"Attractions / Activities"
3523941,87,"Check/confirm existing travel plans"
3523911,111,"Directions"
3501735,115,"Suggested itineraries"
3501985,105,"Directions"
3523927,85,"Access to resources to assist you to plan"
3523941,91,"Event information"
3523941,88,"Weather information"
3523941,89,"Maps"
3502322,85,"Maps"
3523941,92,"Attractions / Activities"
3502322,84,"General information about the region you were in"
3523941,90,"Directions"
3523941,93,"Suggested itineraries"
3502322,87,"Information about amenities/services for the town you were in"
3502322,88,"Transport/ travel options around New Zealand"
3502322,86,"Directions"
3502322,90,"Suggested itineraries"
3524795,106,"General information about a different region"
3524795,108,"Suggested itineraries"
3502322,89,"Attractions / Activities"
3524779,87,"Attractions / Activities"
3524795,105,"Compare prices / find deals"
3524795,107,"Attractions / Activities"
3524811,92,"Maps"
3524813,84,"Maps"
3502387,93,"Weather information"
3524811,91,"General information about the region you were in"
3524811,93,"Attractions / Activities"
3524813,86,"Overview of NZ regions"
3502387,92,"General information about the region you were in"
3502387,98,"See ratings by other travellers"
3502387,99,"Information about amenities/services for the town you were in"
3502387,100,"Transport/ travel options around New Zealand"
3502387,94,"Maps"
3502387,95,"Internet access"
3524813,85,"Directions"
3502387,97,"General information about a different region"
3502387,96,"Overview of NZ regions"
3524827,115,"General information about the region you were in"
3524827,116,"Check/confirm existing travel plans"
3502387,101,"Event information"
3524827,118,"Compare prices / find deals"
3524827,121,"Attractions / Activities"
3502404,106,"General information about the region you were in"
3502404,107,"Compare prices / find deals"
3524827,119,"Directions"
3524827,120,"General information about a different region"
3502404,108,"Directions"
3502404,109,"General information about a different region"
3524827,117,"Maps"
3502405,98,"Maps"
3524852,113,"General information about a different region"
3502404,110,"Attractions / Activities"
3502405,97,"General information about the region you were in"
3524852,112,"General information about the region you were in"
3524852,114,"Attractions / Activities"
3502436,101,"General information about the region you were in"
3502436,103,"Attractions / Activities"
3524872,133,"Transport/ travel options around New Zealand"
3502436,102,"Maps"
3524872,131,"Maps"
3524872,130,"General information about the region you were in"
3524872,132,"Overview of NZ regions"
3524872,135,"Attractions / Activities"
3524872,134,"Event information"
3502488,116,"Accommodation in the region you were in"
3502488,117,"Accommodation in a different region"
3502436,104,"Suggested itineraries"
3524872,136,"Suggested itineraries"
3502454,114,"Maps"
3502488,114,"Maps"
3502489,107,"Weather information"
3502454,115,"Attractions / Activities"
3502488,118,"Attractions / Activities"
3502489,110,"Information about amenities/services for the town you were in"
3502489,111,"Transport/ travel options around New Zealand"
3502454,116,"Suggested itineraries"
3502488,113,"Access to resources to assist you to plan"
3502488,115,"General information about a different region"
3502489,109,"General information about a different region"
3502537,115,"Maps"
3502554,85,"Maps"
3502489,108,"Overview of NZ regions"
3502537,114,"General information about the region you were in"
3502537,117,"Attractions / Activities"
3502555,79,"Information about amenities/services for the town you were in"
3502537,116,"Directions"
3502554,86,"Directions"
3502556,119,"Access to resources to assist you to plan"
3502556,121,"Directions"
3502556,122,"General information about a different region"
3502555,78,"Maps"
3502556,120,"Maps"
3502554,87,"Attractions / Activities"
3502556,118,"General information about the region you were in"
3502556,123,"Information about amenities/services for the town you were in"
3503123,74,"Something else"
3503139,82,"Directions"
3503155,105,"General information about a different region"
3503123,73,"Internet access"
3503139,81,"Internet access"
3503155,103,"Weather information"
3503155,106,"Attractions / Activities"
3503155,107,"Suggested itineraries"
3503175,101,"Information about amenities/services for the town you were in"
3503175,102,"Transport/ travel options around New Zealand"
3503175,100,"General information about a different region"
3503175,94,"General information about the region you were in"
3503175,95,"Check/confirm existing travel plans"
3503175,99,"Overview of NZ regions"
3503155,104,"Maps"
3503175,96,"Weather information"
3503175,97,"Maps"
3503175,98,"Internet access"
3503175,103,"Event information"
3503207,109,"Information about amenities/services for the town you were in"
3503207,107,"Information about Maori culture / cultural activities"
3503207,108,"Directions"
3503223,88,"Access to resources to assist you to plan"
3503175,104,"Attractions / Activities"
3503223,87,"General information about the region you were in"
3503207,105,"Weather information"
3503223,93,"Accommodation in the region you were in"
3503223,94,"Accommodation in a different region"
3503223,95,"Transport/ travel options around New Zealand"
3503223,92,"Overview of NZ regions"
3503223,96,"Attractions / Activities"
3503257,94,"Compare prices / find deals"
3503207,106,"Maps"
3503223,89,"Maps"
3503223,90,"Internet access"
3503257,96,"Accommodation in the region you were in"
