"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3185485,126,"Air New Zealand","Excellent  10"
3185489,151,"Air New Zealand","8"
3185632,154,"JetStar","7"
3185509,122,"Air New Zealand","7"
3185477,133,"Virgin/Virgin Blue/Pacific Blue","4"
3185616,130,"Not sure",NA
3185620,136,"Not sure",NA
3185543,136,"Singapore Airlines","Excellent  10"
3185592,128,"Air New Zealand","Excellent  10"
3185608,128,"Air New Zealand","7"
3185632,153,"Air New Zealand","Excellent  10"
3185492,135,"Air New Zealand","Excellent  10"
3185521,140,"Malaysian Airlines","6"
3185485,127,"Singapore Airlines","5"
3185500,135,"Not sure",NA
3185551,117,"Qantas","8"
3185513,113,"Singapore Airlines","9"
3185504,160,"Air New Zealand","9"
3185477,132,"JetStar","6"
3185521,139,"Air New Zealand","Excellent  10"
3185652,136,"Not sure",NA
3185608,129,"JetStar","5"
3185656,127,"Air New Zealand","8"
3185456,136,"Emirates","Excellent  10"
3185561,161,"Emirates","9"
3185511,125,"Not sure",NA
3185551,118,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3185636,137,"Air New Zealand","8"
3185569,130,"Air New Zealand","7"
3185537,127,"Air New Zealand","8"
3185569,131,"Qantas","Excellent  10"
3185512,131,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3185680,161,"Cathay Pacific","7"
3185521,142,"Qantas","Excellent  10"
3185508,143,"Virgin/Virgin Blue/Pacific Blue","8"
3185473,163,"Singapore Airlines","7"
3185467,145,"Not sure",NA
3185632,155,"Qantas","8"
3185487,148,"JetStar","8"
3185507,150,"Air New Zealand","9"
3185572,144,"Emirates","9"
3185521,141,"American Airlines","6"
3185636,138,"Qantas","9"
3185565,136,"Not sure",NA
3185529,131,"JetStar","8"
3185660,123,"Air New Zealand","Excellent  10"
3185537,129,"Another airline",NA
3185593,141,"Air New Zealand","Excellent  10"
3185656,128,"Qantas","7"
3185569,132,"Virgin/Virgin Blue/Pacific Blue","4"
3185551,116,"Air New Zealand","7"
3185529,130,"Air New Zealand","6"
3185540,131,"Air New Zealand","8"
3185556,125,"Air New Zealand","Excellent  10"
3185570,138,"Air New Zealand","9"
3185712,156,"Air New Zealand","9"
3185532,139,"Not sure",NA
3185593,143,"Virgin/Virgin Blue/Pacific Blue","8"
3185537,128,"Emirates","9"
3185704,148,"Emirates","Excellent  10"
3185557,137,"Emirates","9"
3185594,140,"Emirates","Excellent  10"
3185724,147,"Another airline",NA
3185575,134,"Air New Zealand","9"
3185590,115,"Air New Zealand","9"
3185724,146,"Air New Zealand","9"
3185594,139,"China Southern","5"
3185583,149,"Air New Zealand","Excellent  10"
3185508,142,"Air New Zealand","9"
3185664,141,"JetStar","Excellent  10"
3185548,160,"Air New Zealand","7"
3185556,126,"JetStar","5"
3185557,136,"Air New Zealand","6"
3185704,149,"Korean Air","8"
3185732,131,"Cathay Pacific","Excellent  10"
3185541,123,"Not sure",NA
3185680,160,"Virgin/Virgin Blue/Pacific Blue","8"
3185593,142,"Qantas","8"
3185696,122,"Not sure",NA
3185570,140,"Emirates","Excellent  10"
3185752,134,"Emirates","9"
3185594,138,"Air New Zealand","Excellent  10"
3185756,141,"Air New Zealand","8"
3185575,135,"Cathay Pacific","7"
3185581,135,"JetStar","5"
3185692,151,"Air New Zealand","7"
3185553,150,"Not sure",NA
3185540,132,"Qantas","8"
3185570,139,"Qantas","7"
3185716,146,"Not sure",NA
3185601,144,"Air New Zealand","7"
3185586,133,"Air New Zealand","9"
3185736,139,"Air New Zealand","5"
3185617,122,"Another airline",NA
3185549,124,"Not sure",NA
3185601,145,"Singapore Airlines","Excellent  10"
3185586,134,"Qantas","4"
3185529,132,"Emirates","8"
3185752,135,"Virgin/Virgin Blue/Pacific Blue","6"
3185590,117,"Qantas","8"
3185630,121,"Emirates","7"
3185618,145,"Air New Zealand","Excellent  10"
3185289,137,"Korean Air","8"
3185579,139,"Cathay Pacific","9"
3185590,116,"Singapore Airlines","7"
3185744,134,"Singapore Airlines","Excellent  10"
3185571,136,"Not sure",NA
3185583,151,"Qantas","7"
3185756,142,"Virgin/Virgin Blue/Pacific Blue","9"
3185629,126,"JetStar","5"
3185633,138,"Air New Zealand","8"
3185587,137,"Air New Zealand","6"
3185670,126,"Qantas","Excellent  10"
3185710,125,"Not sure",NA
3185662,121,"JetStar","7"
3185788,113,"Another airline",NA
3185674,161,"JetStar","Excellent  10"
3185633,140,"Virgin/Virgin Blue/Pacific Blue","6"
3185780,126,"Air New Zealand","7"
3185816,143,"JetStar","7"
3185587,139,"Emirates","7"
3185642,117,"Emirates","8"
3185734,130,"Not sure",NA
3185603,139,"Air New Zealand","Excellent  10"
3185832,140,"Qantas","8"
3185607,114,"Virgin/Virgin Blue/Pacific Blue","4"
3185790,116,"Virgin/Virgin Blue/Pacific Blue","9"
3185622,130,"Not sure",NA
3185583,150,"JetStar","7"
3185638,149,"Air New Zealand","8"
3185642,116,"Qantas","Excellent  10"
3185662,122,"Virgin/Virgin Blue/Pacific Blue","6"
3185796,141,"Not sure",NA
3185694,138,"Singapore Airlines","9"
3185808,126,"Air New Zealand","9"
3185686,137,"Air New Zealand","8"
3185641,145,"Qantas","Excellent  10"
3185845,145,"Singapore Airlines","Excellent  10"
3185637,146,"Emirates","9"
3185649,134,"Emirates","8"
3185633,141,"Cathay Pacific","7"
3185706,135,"Cathay Pacific","9"
3185579,140,"Korean Air","9"
3185662,123,"Korean Air","9"
3185794,139,"Cathay Pacific","Excellent  10"
3185633,139,"JetStar","8"
3185630,120,"Air New Zealand","8"
3185642,115,"Air New Zealand","8"
3185650,158,"Qantas","8"
3185780,127,"Virgin/Virgin Blue/Pacific Blue","7"
3185686,138,"Qantas","Excellent  10"
3185730,136,"Not sure",NA
3185587,138,"JetStar","7"
3185674,160,"Air New Zealand","7"
3185722,151,"China Southern","7"
3185770,132,"Not sure",NA
3185611,146,"Not sure",NA
3185782,126,"Not sure",NA
3185786,151,"Not sure",NA
3185742,142,"Another airline",NA
3185607,113,"Air New Zealand","7"
3185653,156,"Air New Zealand","8"
3185820,155,"Air New Zealand","Excellent  10"
3185742,141,"Air New Zealand","9"
3185746,147,"Air New Zealand","7"
3185653,157,"Qantas","8"
3185647,135,"Not sure",NA
3185675,143,"Virgin/Virgin Blue/Pacific Blue","8"
3185845,144,"Air New Zealand","8"
3185806,142,"Emirates","9"
3185697,135,"Emirates","9"
3185649,133,"Air New Zealand","Excellent  10"
3185615,146,"Air New Zealand","Excellent  10"
3185658,127,"Not sure",NA
3185661,141,"Not sure",NA
3185865,140,"Air New Zealand","9"
3185615,147,"Emirates","6"
3185675,142,"Emirates","Excellent  10"
3185643,125,"Air New Zealand","Excellent  10"
3185802,137,"Air New Zealand","9"
3185687,142,"Air New Zealand","7"
3185677,135,"Air New Zealand","7"
3185738,128,"Air New Zealand","Excellent  10"
3185826,139,"Emirates","9"
3185893,132,"Emirates","7"
3185824,147,"Air New Zealand","Excellent  10"
3185583,152,"Emirates","9"
3185709,131,"Emirates","8"
3185673,141,"Not sure",NA
3185869,122,"Not sure",NA
3185861,137,"Air New Zealand","7"
3185667,139,"JetStar","Excellent  10"
3185705,135,"Air New Zealand","9"
3185826,137,"JetStar","5"
3185877,163,"JetStar","Excellent  10"
3185717,158,"China Southern","3"
3185835,158,"Air New Zealand","7"
3185889,128,"Air New Zealand","8"
3185859,137,"Air New Zealand","Excellent  10"
3185893,131,"Air New Zealand","9"
3185887,135,"Air New Zealand","8"
3185741,150,"Air New Zealand","9"
3185699,139,"Air New Zealand","Excellent  10"
3185794,138,"Qantas","8"
3185843,155,"Not sure",NA
3185657,130,"Air New Zealand","Excellent  10"
3185818,135,"Not sure",NA
3185915,144,"Air New Zealand","9"
3185691,144,"Not sure",NA
3185677,136,"JetStar","6"
3185713,145,"Air New Zealand","9"
3185873,137,"Air New Zealand","9"
3185717,157,"Air New Zealand","Excellent  10"
3185885,141,"Cathay Pacific","7"
3185921,130,"Emirates","8"
3185937,133,"Emirates","9"
3185909,166,"Emirates","9"
3185745,146,"Emirates","Excellent  10"
3185907,147,"Virgin/Virgin Blue/Pacific Blue","6"
3185695,135,"Singapore Airlines","8"
3185719,140,"Qantas","Excellent  10"
3185935,134,"Virgin/Virgin Blue/Pacific Blue","4"
3185939,149,"Singapore Airlines","5"
3185895,149,"Air New Zealand","5"
3185709,130,"Qantas","8"
3185826,138,"Qantas","7"
3185881,145,"Virgin/Virgin Blue/Pacific Blue","9"
3185909,165,"Singapore Airlines","Excellent  10"
3185733,125,"Qantas","7"
3185695,136,"Virgin/Virgin Blue/Pacific Blue","6"
3185889,129,"JetStar","5"
3185949,132,"Not sure",NA
3185895,150,"Air Asia X","5"
3185923,137,"Not sure",NA
3185909,164,"Air New Zealand","Excellent  10"
3185899,127,"Air New Zealand","8"
3185921,129,"Air New Zealand","6"
3185753,144,"Singapore Airlines","Excellent  10"
3185695,134,"Air New Zealand","7"
3185973,143,"Cathay Pacific","7"
3185669,162,"Not sure",NA
3185769,144,"Singapore Airlines","Excellent  10"
3185897,137,"Not sure",NA
3185939,148,"Air New Zealand","8"
3185915,145,"JetStar","6"
3185757,140,"Air New Zealand","7"
3185969,141,"Air New Zealand","9"
3185953,143,"JetStar","6"
3185753,143,"Air New Zealand","9"
3185769,143,"Air New Zealand","8"
3185717,159,"Emirates","9"
3185699,140,"Emirates","6"
3185755,129,"Not sure",NA
3185973,142,"Virgin/Virgin Blue/Pacific Blue","5"
3185749,143,"JetStar","9"
3186009,148,"Another airline",NA
3185915,146,"Emirates","9"
3185969,142,"Emirates","Excellent  10"
3185723,125,"Qantas","6"
3185965,133,"Not sure",NA
3185973,141,"Qantas","8"
3185947,152,"Singapore Airlines","7"
3185943,137,"Air New Zealand","6"
3186009,147,"Air New Zealand","Excellent  10"
3185955,138,"JetStar","6"
3185759,142,"JetStar","Poor  1"
3186045,135,"Air New Zealand","9"
3185793,132,"Air New Zealand","7"
3185825,121,"JetStar","9"
3185947,153,"JetStar","6"
3185781,127,"Air New Zealand","Excellent  10"
3185785,136,"Air New Zealand","Excellent  10"
3185775,128,"JetStar","7"
3185791,141,"JetStar","5"
3185975,141,"Air New Zealand","6"
3185791,142,"Another airline",NA
3185795,150,"Another airline",NA
3185973,140,"JetStar","6"
3186033,135,"Air New Zealand","8"
3185767,122,"JetStar","7"
3185791,140,"Air New Zealand","8"
3185907,146,"Emirates","8"
3185795,149,"Emirates","Excellent  10"
3185781,128,"Qantas","8"
3185947,154,"Qantas","7"
3185775,129,"Virgin/Virgin Blue/Pacific Blue","9"
3185817,128,"Virgin/Virgin Blue/Pacific Blue","4"
3185829,142,"Singapore Airlines","Excellent  10"
3186041,148,"Not sure",NA
3185801,136,"Qantas","Excellent  10"
3185971,155,"Qantas","9"
3186053,126,"Not sure",NA
3185695,137,"Lufthansa","Excellent  10"
3186035,146,"Cathay Pacific","8"
3185809,126,"Not sure",NA
3186057,149,"Not sure",NA
3185803,134,"Virgin/Virgin Blue/Pacific Blue","5"
3185995,125,"Qantas","6"
3185819,155,"Not sure",NA
3185777,111,"Not sure",NA
3185959,134,"Qantas","8"
3185829,143,"Virgin/Virgin Blue/Pacific Blue","9"
3185767,123,"Emirates","9"
3186035,145,"Emirates","9"
3185979,143,"Not sure",NA
3185803,132,"Qantas","7"
3186003,119,"Virgin/Virgin Blue/Pacific Blue","6"
3186011,137,"Virgin/Virgin Blue/Pacific Blue","3"
3186015,146,"Singapore Airlines","8"
3185834,113,"Air New Zealand","Excellent  10"
3185823,148,"Qantas","6"
3185840,166,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3185838,130,"Air New Zealand","9"
3185846,135,"Air New Zealand","Excellent  10"
3185838,131,"JetStar","6"
3186089,145,"Air New Zealand","6"
3186059,138,"Air New Zealand","7"
3185846,136,"Cathay Pacific","8"
3185803,133,"Emirates","9"
3185848,154,"Emirates","9"
3186105,129,"Emirates","8"
3186063,141,"American Airlines","8"
3185854,137,"Air New Zealand","Excellent  10"
3186093,144,"JetStar","4"
3185868,135,"Air New Zealand","Excellent  10"
3186087,136,"Air New Zealand","7"
3185991,150,"Air New Zealand","8"
3186073,122,"Air New Zealand","Excellent  10"
3185844,137,"Air New Zealand","8"
3185866,152,"Air New Zealand","Excellent  10"
3185854,138,"Emirates","Excellent  10"
3186087,138,"Emirates","8"
3185870,144,"Air New Zealand","Excellent  10"
3186059,139,"JetStar","6"
3186089,146,"JetStar","9"
3186071,124,"Air New Zealand","6"
3186075,149,"Air New Zealand","5"
3186087,137,"JetStar","6"
3185872,133,"JetStar","7"
3186097,134,"Not sure",NA
3186101,130,"Not sure",NA
3185731,144,"Korean Air","9"
3185878,151,"Lufthansa","8"
3185827,150,"Not sure",NA
3185848,155,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3186071,125,"Singapore Airlines","9"
3186083,136,"Singapore Airlines","8"
3186003,118,"JetStar","8"
3186011,136,"Air New Zealand","Excellent  10"
3186015,145,"Air New Zealand","8"
3186035,144,"Air New Zealand","Excellent  10"
3186093,143,"Air New Zealand","Excellent  10"
3185860,122,"Air New Zealand","7"
3186105,128,"Air New Zealand","8"
3185995,126,"Emirates","9"
3185868,136,"Emirates","8"
3186129,149,"Air New Zealand","7"
3185872,132,"Air New Zealand","8"
3185870,146,"Emirates","8"
3186131,141,"Emirates","Excellent  10"
3186103,153,"Air New Zealand","8"
3186027,135,"Not sure",NA
3185880,141,"Not sure",NA
3186145,158,"Qantas","9"
3186127,145,"Not sure",NA
3186169,137,"Air New Zealand","7"
3186155,140,"JetStar","6"
3186187,146,"Air New Zealand","9"
3186145,157,"JetStar","7"
3185870,147,"Another airline",NA
3186133,132,"Air New Zealand","8"
3186131,140,"Air New Zealand","7"
3186087,139,"Virgin/Virgin Blue/Pacific Blue","7"
3185878,150,"JetStar","8"
3185872,134,"Virgin/Virgin Blue/Pacific Blue","9"
3186135,128,"JetStar","6"
3186153,146,"Virgin/Virgin Blue/Pacific Blue","8"
3185898,151,"Air New Zealand","6"
3186163,147,"Air New Zealand","8"
3185884,128,"Singapore Airlines","8"
3186157,130,"Not sure",NA
3185902,124,"Singapore Airlines","5"
3186173,136,"Not sure",NA
3186147,148,"Qantas","Excellent  10"
3185906,133,"Singapore Airlines","8"
3186207,146,"Singapore Airlines","6"
3185854,139,"Virgin/Virgin Blue/Pacific Blue","9"
3185908,139,"Air New Zealand","8"
3186119,148,"Not sure",NA
3185906,132,"Air New Zealand","Excellent  10"
3185920,140,"Air New Zealand","8"
3185870,145,"Qantas","6"
3185910,145,"Air New Zealand","9"
3186193,126,"Air New Zealand","8"
3186159,141,"Virgin/Virgin Blue/Pacific Blue","5"
3186197,135,"Emirates","Excellent  10"
3186211,145,"Emirates","Excellent  10"
3185920,141,"Virgin/Virgin Blue/Pacific Blue","7"
3186223,116,"Virgin/Virgin Blue/Pacific Blue","7"
3185924,159,"Air New Zealand","9"
3185898,152,"JetStar","6"
3186143,137,"JetStar","6"
3186153,145,"Emirates","8"
3185884,129,"Emirates","Excellent  10"
3185890,128,"Qantas","Excellent  10"
3186135,129,"Qantas","Excellent  10"
3186175,115,"Not sure",NA
3186199,130,"Not sure",NA
3185924,160,"Singapore Airlines","Excellent  10"
3186189,135,"Air New Zealand","9"
3186215,136,"Virgin/Virgin Blue/Pacific Blue","7"
3186207,147,"JetStar","9"
3185928,140,"JetStar","7"
3186201,134,"JetStar","9"
3185932,147,"JetStar","6"
3186223,115,"Air New Zealand","9"
3186233,130,"Air New Zealand","Excellent  10"
3185932,148,"Virgin/Virgin Blue/Pacific Blue","8"
3186201,136,"Virgin/Virgin Blue/Pacific Blue","5"
3186181,126,"Air New Zealand","8"
3185866,153,"Qantas","7"
3186187,147,"Singapore Airlines","6"
3186185,144,"Air New Zealand","7"
3186193,127,"Virgin/Virgin Blue/Pacific Blue","4"
3185924,161,"Qantas","6"
3186201,135,"Qantas","9"
3186215,135,"Air New Zealand","7"
3186227,114,"Air New Zealand","Excellent  10"
3186213,107,"Air New Zealand","4"
3185952,136,"Air New Zealand","9"
3185914,140,"Air New Zealand","Excellent  10"
3186235,98,"Air New Zealand","9"
3186239,108,"Air New Zealand","7"
3185980,137,"Air New Zealand","7"
3185952,137,"Air Asia X","7"
3185956,152,"Air New Zealand","8"
3186213,108,"Qantas","9"
3186225,105,"Virgin/Virgin Blue/Pacific Blue","7"
3186241,115,"Qantas","8"
3186239,109,"Qantas","Excellent  10"
3186221,134,"Qantas","8"
3186229,107,"Qantas","Not Sure"
3186235,99,"Virgin/Virgin Blue/Pacific Blue","8"
3185926,125,"Not sure",NA
3186251,183,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3185952,138,"Qantas","Excellent  10"
3185954,139,"Qantas","8"
3185956,153,"Singapore Airlines","9"
3185940,136,"Not sure",NA
3186247,102,"Qantas","9"
3186301,119,"Qantas","6"
3186245,106,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3185992,156,"Qantas","8"
3185950,143,"Air New Zealand","Excellent  10"
3185962,144,"Virgin/Virgin Blue/Pacific Blue","7"
3186251,182,"Qantas","6"
3185980,138,"Singapore Airlines","9"
3186004,147,"Not sure",NA
3185970,142,"Not sure",NA
3185954,140,"Virgin/Virgin Blue/Pacific Blue","9"
3185962,142,"Qantas","8"
3185974,129,"Not sure",NA
3186289,113,"Qantas","5"
3185942,136,"JetStar","7"
3186019,133,"Qantas","Excellent  10"
3186028,131,"Singapore Airlines","6"
3186321,105,"Virgin/Virgin Blue/Pacific Blue","8"
3186103,154,"Emirates","Excellent  10"
3186000,140,"Emirates","9"
3186249,109,"Air New Zealand","Excellent  10"
3186024,140,"Virgin/Virgin Blue/Pacific Blue","6"
3185910,146,"JetStar","7"
3185946,142,"JetStar","8"
3186129,150,"Emirates","9"
3186293,122,"British Airways","5"
3186327,120,"Qantas","8"
3186331,132,"Qantas","8"
3185980,139,"JetStar","9"
3185984,138,"JetStar","7"
3186372,160,"British Airways","7"
3185950,144,"JetStar","Excellent  10"
3185984,137,"Air New Zealand","Excellent  10"
3185992,155,"JetStar","8"
3186028,132,"Another airline",NA
3186325,155,"Air New Zealand","7"
3186364,106,"Air New Zealand","Excellent  10"
3186054,140,"Cathay Pacific","8"
3186018,134,"China Southern","Poor  1"
3186032,138,"JetStar","3"
3186364,107,"JetStar","Excellent  10"
3186307,121,"Air New Zealand","9"
3186026,127,"JetStar","6"
3186299,156,"Qantas","8"
3186032,137,"Air New Zealand","Excellent  10"
3186018,135,"Virgin/Virgin Blue/Pacific Blue","8"
3186030,121,"JetStar","8"
3186050,141,"Virgin/Virgin Blue/Pacific Blue","5"
3186062,163,"JetStar","7"
3186376,114,"Emirates","5"
3186066,109,"Emirates","9"
3186325,156,"Virgin/Virgin Blue/Pacific Blue","7"
3186048,140,"Not sure",NA
3186052,136,"Not sure",NA
3186054,139,"Virgin/Virgin Blue/Pacific Blue","5"
3185942,137,"Virgin/Virgin Blue/Pacific Blue","6"
3186255,125,"Qantas","7"
3185984,139,"Qantas","6"
3186293,121,"Qantas","6"
3186335,116,"Qantas","8"
3186000,139,"Air New Zealand","8"
3186028,130,"Air New Zealand","Excellent  10"
3185982,133,"Air New Zealand","9"
3185799,126,"Korean Air","Excellent  10"
3186058,150,"Lufthansa","4"
3186036,113,"Air New Zealand","Excellent  10"
3186066,108,"Air New Zealand","9"
3186074,132,"JetStar","6"
3186072,129,"Air New Zealand","9"
3186130,134,"Air New Zealand","8"
3186110,130,"Emirates","9"
3186459,129,"Emirates","8"
3186380,131,"Emirates","9"
3186072,132,"Emirates","Excellent  10"
3186056,155,"Singapore Airlines","Excellent  10"
3186380,130,"Air New Zealand","9"
3186056,154,"Air New Zealand","8"
3186098,133,"Not sure",NA
3186337,148,"Qantas","8"
3186092,141,"Emirates","Excellent  10"
3186447,140,"Air New Zealand","Excellent  10"
3186491,121,"Emirates","8"
3186038,143,"Air New Zealand","6"
3186319,147,"Qantas","Excellent  10"
3186372,159,"Qantas","7"
3186040,117,"Qantas","9"
3186046,138,"Not sure",NA
3186299,157,"Emirates","Excellent  10"
3186062,164,"Emirates","8"
3186420,172,"Emirates","Excellent  10"
3186428,148,"British Airways","7"
3186094,126,"Air New Zealand","9"
3186110,129,"Air New Zealand","Excellent  10"
