"SurveyResponseID","AnswerNumber","TechnologyType"
3471562,134,"Your own laptop or iPad/tablet"
3471563,146,"Smart phone"
3471563,147,"Internet cafes"
3471563,148,"Wi-fi internet locations"
3471563,149,"Your own laptop or iPad/tablet"
3471564,94,"Wi-fi internet locations"
3471636,124,"Your own laptop or iPad/tablet"
3471642,181,"Smart phone"
3471642,182,"Wi-fi internet locations"
3471642,183,"Your own laptop or iPad/tablet"
3471647,108,"Wi-fi internet locations"
3471648,129,"Smart phone"
3471648,130,"Wi-fi internet locations"
3471648,131,"Your own laptop or iPad/tablet"
3471649,117,"Internet cafes"
3471649,118,"Wi-fi internet locations"
3471651,168,"Smart phone"
3471651,169,"Internet cafes"
3471651,170,"Wi-fi internet locations"
3471651,171,"Your own laptop or iPad/tablet"
3471655,137,"Smart phone"
3471655,138,"Wi-fi internet locations"
3471655,139,"Your own laptop or iPad/tablet"
3471657,137,"Smart phone"
3471670,120,"Your own laptop or iPad/tablet"
3471683,120,"Smart phone"
3471683,121,"Internet cafes"
3471683,122,"Wi-fi internet locations"
3471683,123,"Your own laptop or iPad/tablet"
3471683,124,"Other types of technology"
3471686,124,"Wi-fi internet locations"
3471686,125,"Your own laptop or iPad/tablet"
3471691,135,"Wi-fi internet locations"
3471691,136,"Your own laptop or iPad/tablet"
3471868,111,"Smart phone"
3471868,112,"Internet cafes"
3471868,113,"Your own laptop or iPad/tablet"
3471694,107,"Other types of technology"
3471696,108,"Wi-fi internet locations"
3471696,109,"Your own laptop or iPad/tablet"
3471705,132,"Smart phone"
3471705,133,"Wi-fi internet locations"
3471705,134,"Your own laptop or iPad/tablet"
3471706,118,"Smart phone"
3471707,139,"Smart phone"
3471707,140,"Wi-fi internet locations"
3471707,141,"Your own laptop or iPad/tablet"
3471708,160,"Smart phone"
3471709,122,"Internet cafes"
3471709,123,"Wi-fi internet locations"
3471709,124,"Your own laptop or iPad/tablet"
3471711,118,"Smart phone"
3471711,119,"Internet cafes"
3471711,120,"Wi-fi internet locations"
3471712,93,"Wi-fi internet locations"
3471712,94,"Your own laptop or iPad/tablet"
3471712,95,"Gaming console with Wi-fi capacity"
3471713,138,"None of these"
3471720,93,"Your own laptop or iPad/tablet"
3471726,128,"Wi-fi internet locations"
3471726,129,"Your own laptop or iPad/tablet"
3471728,120,"Smart phone"
3471728,121,"Wi-fi internet locations"
3471728,122,"Your own laptop or iPad/tablet"
3471733,145,"Smart phone"
3471733,146,"Internet cafes"
3471733,147,"Wi-fi internet locations"
3471734,133,"Smart phone"
3471734,134,"Your own laptop or iPad/tablet"
3471735,109,"Wi-fi internet locations"
3471737,133,"Wi-fi internet locations"
3471737,134,"Your own laptop or iPad/tablet"
3471739,109,"Smart phone"
3471739,110,"Wi-fi internet locations"
3471739,111,"Your own laptop or iPad/tablet"
3471739,112,"Gaming console with Wi-fi capacity"
3471741,121,"Wi-fi internet locations"
3471742,125,"Smart phone"
3471742,126,"Wi-fi internet locations"
3471742,127,"Your own laptop or iPad/tablet"
3471744,113,"Smart phone"
3471744,114,"Wi-fi internet locations"
3471746,93,"Smart phone"
3471750,135,"Internet cafes"
3471750,136,"Wi-fi internet locations"
3471750,137,"Your own laptop or iPad/tablet"
3471751,121,"Smart phone"
3471751,122,"Internet cafes"
3471751,123,"Wi-fi internet locations"
3471751,124,"Other types of technology"
3471752,121,"Wi-fi internet locations"
3471752,122,"Your own laptop or iPad/tablet"
3471760,127,"Wi-fi internet locations"
3471760,128,"Your own laptop or iPad/tablet"
3471761,135,"Your own laptop or iPad/tablet"
3471763,134,"Smart phone"
3471763,135,"Internet cafes"
3471763,136,"Wi-fi internet locations"
3471763,137,"Your own laptop or iPad/tablet"
3471769,133,"None of these"
3471772,125,"Wi-fi internet locations"
3471773,114,"Smart phone"
3471773,115,"Wi-fi internet locations"
3471774,145,"Wi-fi internet locations"
3471775,112,"Internet cafes"
3471775,113,"Your own laptop or iPad/tablet"
3471776,138,"Smart phone"
3471776,139,"Your own laptop or iPad/tablet"
3471777,118,"Smart phone"
3471777,119,"Wi-fi internet locations"
3471779,112,"Smart phone"
3471783,130,"Your own laptop or iPad/tablet"
3471784,129,"Smart phone"
3471784,130,"Your own laptop or iPad/tablet"
3471785,102,"Smart phone"
3471785,103,"Wi-fi internet locations"
3471785,104,"Your own laptop or iPad/tablet"
3471786,106,"Smart phone"
3471786,107,"Internet cafes"
3471786,108,"Wi-fi internet locations"
3471787,122,"Your own laptop or iPad/tablet"
3471787,123,"Other types of technology"
3471790,122,"None of these"
3471791,103,"Smart phone"
3471791,104,"Wi-fi internet locations"
3471792,114,"Smart phone"
3471792,115,"Wi-fi internet locations"
3471792,116,"Your own laptop or iPad/tablet"
3471797,139,"Smart phone"
3471797,140,"Wi-fi internet locations"
3471797,141,"Gaming console with Wi-fi capacity"
3471797,142,"Other types of technology"
3471799,119,"Wi-fi internet locations"
3471800,118,"Smart phone"
3471800,119,"Wi-fi internet locations"
3471800,120,"Your own laptop or iPad/tablet"
3471802,96,"Smart phone"
3471802,97,"Wi-fi internet locations"
3471805,151,"Wi-fi internet locations"
3471805,152,"Your own laptop or iPad/tablet"
3471809,138,"Internet cafes"
3471810,118,"Wi-fi internet locations"
3471810,119,"Your own laptop or iPad/tablet"
3471811,141,"Smart phone"
3471811,142,"Wi-fi internet locations"
3471811,143,"Your own laptop or iPad/tablet"
3471814,130,"Wi-fi internet locations"
3471816,131,"Smart phone"
3471816,132,"Your own laptop or iPad/tablet"
3471820,113,"Wi-fi internet locations"
3471821,153,"Wi-fi internet locations"
3471821,154,"Your own laptop or iPad/tablet"
3471822,121,"Smart phone"
3471822,122,"Wi-fi internet locations"
3471822,123,"Your own laptop or iPad/tablet"
3471823,128,"Smart phone"
3471823,129,"Your own laptop or iPad/tablet"
3471825,86,"Other types of technology"
3471826,147,"Smart phone"
3471826,148,"Wi-fi internet locations"
3471826,149,"Your own laptop or iPad/tablet"
3471860,105,"Other types of technology"
3471865,123,"Your own laptop or iPad/tablet"
3471866,132,"Your own laptop or iPad/tablet"
3471661,167,"Smart phone"
3471661,168,"Wi-fi internet locations"
3471661,169,"Your own laptop or iPad/tablet"
3471664,133,"Smart phone"
3471664,134,"Wi-fi internet locations"
3471665,105,"Wi-fi internet locations"
3471665,106,"Your own laptop or iPad/tablet"
3471666,118,"Other types of technology"
3471828,110,"Wi-fi internet locations"
3471829,111,"Internet cafes"
3471829,112,"Wi-fi internet locations"
3471829,113,"Your own laptop or iPad/tablet"
3471836,132,"Your own laptop or iPad/tablet"
3471668,139,"None of these"
3471672,113,"Wi-fi internet locations"
3471672,114,"Your own laptop or iPad/tablet"
3471838,123,"Smart phone"
3471838,124,"Internet cafes"
3471838,125,"Wi-fi internet locations"
3471838,126,"Your own laptop or iPad/tablet"
3471839,129,"Wi-fi internet locations"
3471676,125,"None of these"
3471678,127,"Smart phone"
3471678,128,"Wi-fi internet locations"
3471679,108,"Smart phone"
3471679,109,"Wi-fi internet locations"
3471679,110,"Your own laptop or iPad/tablet"
3471680,137,"Wi-fi internet locations"
3471680,138,"Your own laptop or iPad/tablet"
3471841,97,"Smart phone"
3471841,98,"Wi-fi internet locations"
3471848,141,"Your own laptop or iPad/tablet"
3471850,123,"Smart phone"
3471850,124,"Wi-fi internet locations"
3471850,125,"Your own laptop or iPad/tablet"
3471851,130,"Internet cafes"
3471851,131,"Wi-fi internet locations"
3471851,132,"Other types of technology"
3471855,119,"Smart phone"
3471855,120,"Wi-fi internet locations"
3471856,135,"Internet cafes"
3471856,136,"Your own laptop or iPad/tablet"
3471858,132,"Wi-fi internet locations"
3471858,133,"Your own laptop or iPad/tablet"
3471869,120,"Smart phone"
3471869,121,"Wi-fi internet locations"
3471869,122,"Your own laptop or iPad/tablet"
3471871,138,"Smart phone"
3471871,139,"Wi-fi internet locations"
3471926,144,"Smart phone"
3471926,145,"Wi-fi internet locations"
3471874,129,"Wi-fi internet locations"
3471874,130,"Your own laptop or iPad/tablet"
3471877,128,"None of these"
3471878,152,"Wi-fi internet locations"
3471881,128,"Smart phone"
3471882,125,"Wi-fi internet locations"
3471882,126,"Your own laptop or iPad/tablet"
3471887,113,"Smart phone"
3471887,114,"Your own laptop or iPad/tablet"
3471888,118,"Wi-fi internet locations"
3471890,134,"Smart phone"
3471890,135,"Wi-fi internet locations"
3471890,136,"Your own laptop or iPad/tablet"
3471892,133,"None of these"
3471893,127,"Smart phone"
3471893,128,"Wi-fi internet locations"
3471897,132,"None of these"
3471900,130,"Internet cafes"
3471900,131,"Wi-fi internet locations"
3471902,122,"Internet cafes"
3471902,123,"Wi-fi internet locations"
3471902,124,"Your own laptop or iPad/tablet"
3471905,109,"Smart phone"
3471905,110,"Wi-fi internet locations"
3471906,130,"Smart phone"
3471906,131,"Wi-fi internet locations"
3471906,132,"Your own laptop or iPad/tablet"
3471908,121,"Smart phone"
3471908,122,"Wi-fi internet locations"
3471911,122,"Wi-fi internet locations"
3471911,123,"Your own laptop or iPad/tablet"
3471913,126,"Wi-fi internet locations"
3471913,127,"Your own laptop or iPad/tablet"
3471832,99,"None of these"
3471833,95,"Smart phone"
3471833,96,"Wi-fi internet locations"
3471833,97,"Your own laptop or iPad/tablet"
3471834,136,"None of these"
3471914,118,"Smart phone"
3471914,119,"Wi-fi internet locations"
3471918,121,"Smart phone"
3471918,122,"Wi-fi internet locations"
3471919,146,"Smart phone"
3471919,147,"Wi-fi internet locations"
3471919,148,"Your own laptop or iPad/tablet"
3471846,127,"Wi-fi internet locations"
3471846,128,"Your own laptop or iPad/tablet"
3471847,129,"None of these"
3471920,134,"Wi-fi internet locations"
3471920,135,"Your own laptop or iPad/tablet"
3471857,155,"Smart phone"
3471857,156,"Wi-fi internet locations"
3471857,157,"Your own laptop or iPad/tablet"
3471928,158,"Smart phone"
3471928,159,"Wi-fi internet locations"
3471928,160,"Your own laptop or iPad/tablet"
3471931,130,"Smart phone"
3471931,131,"Internet cafes"
3471932,122,"Smart phone"
3471932,123,"Wi-fi internet locations"
3471934,115,"Internet cafes"
3471934,116,"Wi-fi internet locations"
3471934,117,"Your own laptop or iPad/tablet"
3471935,157,"Smart phone"
3471935,158,"Wi-fi internet locations"
3471950,121,"Smart phone"
3471950,122,"Wi-fi internet locations"
3471936,106,"Smart phone"
3471936,107,"Your own laptop or iPad/tablet"
3471940,149,"Smart phone"
3471940,150,"Wi-fi internet locations"
3471943,147,"Smart phone"
3471943,148,"Wi-fi internet locations"
3471944,132,"Smart phone"
3471954,124,"Wi-fi internet locations"
3471956,127,"Wi-fi internet locations"
3471958,121,"Smart phone"
3471958,122,"Wi-fi internet locations"
3471960,116,"Smart phone"
3471960,117,"Wi-fi internet locations"
3471960,118,"Your own laptop or iPad/tablet"
3471961,123,"Smart phone"
3471961,124,"Wi-fi internet locations"
3471962,128,"Smart phone"
3471962,129,"Wi-fi internet locations"
3471962,130,"Your own laptop or iPad/tablet"
3471969,99,"Your own laptop or iPad/tablet"
3471970,137,"Wi-fi internet locations"
3471973,118,"Wi-fi internet locations"
3471975,121,"Wi-fi internet locations"
3471975,122,"Your own laptop or iPad/tablet"
3471977,126,"Smart phone"
3471977,127,"Internet cafes"
3471977,128,"Your own laptop or iPad/tablet"
3471981,129,"Smart phone"
3471982,128,"Smart phone"
3471982,129,"Wi-fi internet locations"
3471982,130,"Your own laptop or iPad/tablet"
3471990,129,"Wi-fi internet locations"
3471990,130,"Your own laptop or iPad/tablet"
3471993,99,"Smart phone"
3471993,100,"Wi-fi internet locations"
3471993,101,"Your own laptop or iPad/tablet"
3471994,124,"Internet cafes"
3472004,125,"Your own laptop or iPad/tablet"
3472006,136,"Smart phone"
3472006,137,"Wi-fi internet locations"
3472008,117,"Smart phone"
3472008,118,"Wi-fi internet locations"
3472026,124,"Smart phone"
3472026,125,"Wi-fi internet locations"
3472029,120,"Internet cafes"
3472029,121,"Wi-fi internet locations"
3472030,109,"Smart phone"
3472030,110,"Wi-fi internet locations"
3472032,126,"Smart phone"
3472032,127,"Internet cafes"
3472032,128,"Wi-fi internet locations"
3472032,129,"Your own laptop or iPad/tablet"
3472034,99,"Smart phone"
3472037,132,"Wi-fi internet locations"
3472037,133,"Your own laptop or iPad/tablet"
3472037,134,"Gaming console with Wi-fi capacity"
3472037,135,"Other types of technology"
3472038,150,"Smart phone"
3472038,151,"Wi-fi internet locations"
3472039,177,"Smart phone"
3472039,178,"Internet cafes"
3472039,179,"Wi-fi internet locations"
3472040,143,"Your own laptop or iPad/tablet"
3472043,123,"Smart phone"
3472043,124,"Internet cafes"
3472048,114,"Your own laptop or iPad/tablet"
3472067,127,"None of these"
3472068,142,"None of these"
3472069,155,"None of these"
3472071,111,"Smart phone"
3472080,110,"Your own laptop or iPad/tablet"
3472088,119,"Smart phone"
3472088,120,"Wi-fi internet locations"
3472088,121,"Your own laptop or iPad/tablet"
3472092,130,"Smart phone"
3472092,131,"Wi-fi internet locations"
3472092,132,"Your own laptop or iPad/tablet"
3472093,119,"Smart phone"
3472094,116,"Smart phone"
3472094,117,"Wi-fi internet locations"
3472094,118,"Your own laptop or iPad/tablet"
3472096,109,"Your own laptop or iPad/tablet"
3472097,89,"Wi-fi internet locations"
3472097,90,"Your own laptop or iPad/tablet"
3472099,166,"Smart phone"
3472099,167,"Wi-fi internet locations"
3472101,123,"Your own laptop or iPad/tablet"
3472102,110,"Wi-fi internet locations"
3472102,111,"Other types of technology"
3471922,127,"Wi-fi internet locations"
3471922,128,"Your own laptop or iPad/tablet"
3471923,116,"Smart phone"
3471924,103,"Smart phone"
3471924,104,"Wi-fi internet locations"
3471924,105,"Your own laptop or iPad/tablet"
3471924,106,"Gaming console with Wi-fi capacity"
3472103,112,"Wi-fi internet locations"
3472103,113,"Your own laptop or iPad/tablet"
3472104,131,"Smart phone"
3472104,132,"Your own laptop or iPad/tablet"
3472106,110,"Smart phone"
3472106,111,"Wi-fi internet locations"
3472106,112,"Your own laptop or iPad/tablet"
3472108,97,"Internet cafes"
3472108,98,"Wi-fi internet locations"
3472109,137,"Wi-fi internet locations"
3472118,118,"Wi-fi internet locations"
3472118,119,"Your own laptop or iPad/tablet"
3472125,130,"Smart phone"
3472125,131,"Internet cafes"
3472125,132,"Wi-fi internet locations"
3472128,128,"Smart phone"
3472128,129,"Wi-fi internet locations"
3472130,141,"Wi-fi internet locations"
3472130,142,"Other types of technology"
3472133,95,"Your own laptop or iPad/tablet"
3472049,149,"Your own laptop or iPad/tablet"
3472179,116,"Smart phone"
3472179,117,"Wi-fi internet locations"
3472179,118,"Your own laptop or iPad/tablet"
3472182,117,"Smart phone"
3472182,118,"Wi-fi internet locations"
3472182,119,"Your own laptop or iPad/tablet"
3472197,138,"Your own laptop or iPad/tablet"
3472200,124,"Smart phone"
3472200,125,"Your own laptop or iPad/tablet"
3472202,130,"Wi-fi internet locations"
3472202,131,"Your own laptop or iPad/tablet"
3472203,117,"Smart phone"
3472203,118,"Wi-fi internet locations"
3472205,121,"Smart phone"
3472205,122,"Your own laptop or iPad/tablet"
3472187,106,"Internet cafes"
3472187,107,"Wi-fi internet locations"
3472187,108,"Your own laptop or iPad/tablet"
3472188,125,"None of these"
3472190,111,"Smart phone"
3472190,112,"Wi-fi internet locations"
3472190,113,"Your own laptop or iPad/tablet"
3472191,99,"Smart phone"
3472191,100,"Your own laptop or iPad/tablet"
3472209,135,"Smart phone"
3472209,136,"Internet cafes"
3472209,137,"Wi-fi internet locations"
3472209,138,"Your own laptop or iPad/tablet"
3472211,113,"Smart phone"
3472211,114,"Wi-fi internet locations"
3472213,126,"Smart phone"
3472215,159,"Smart phone"
3472215,160,"Internet cafes"
3472215,161,"Wi-fi internet locations"
3472219,112,"Smart phone"
3472219,113,"Your own laptop or iPad/tablet"
3472222,107,"Wi-fi internet locations"
3472223,114,"Your own laptop or iPad/tablet"
3472227,117,"Smart phone"
3472227,118,"Wi-fi internet locations"
3472227,119,"Your own laptop or iPad/tablet"
3472230,117,"Smart phone"
3472230,118,"Wi-fi internet locations"
3472236,120,"Smart phone"
3472236,121,"Your own laptop or iPad/tablet"
3472237,133,"Your own laptop or iPad/tablet"
3472239,157,"Smart phone"
3472239,158,"Wi-fi internet locations"
3472239,159,"Your own laptop or iPad/tablet"
3472240,107,"Smart phone"
3472240,108,"Internet cafes"
3472240,109,"Wi-fi internet locations"
3472240,110,"Your own laptop or iPad/tablet"
3472241,126,"Wi-fi internet locations"
3472242,122,"Internet cafes"
3472242,123,"Wi-fi internet locations"
3472244,126,"Internet cafes"
3472246,119,"None of these"
3472064,114,"Wi-fi internet locations"
3472143,173,"Smart phone"
3472143,174,"Wi-fi internet locations"
3472143,175,"Your own laptop or iPad/tablet"
3472145,142,"Smart phone"
3472145,143,"Wi-fi internet locations"
3472146,138,"Smart phone"
3472146,139,"Wi-fi internet locations"
3472146,140,"Your own laptop or iPad/tablet"
3472148,109,"Smart phone"
3472148,110,"Wi-fi internet locations"
3472148,111,"Your own laptop or iPad/tablet"
3472154,115,"Wi-fi internet locations"
3472157,109,"Internet cafes"
3472157,110,"Wi-fi internet locations"
3472164,121,"Smart phone"
3472164,122,"Your own laptop or iPad/tablet"
3472166,111,"Smart phone"
3472168,136,"Smart phone"
3472168,137,"Wi-fi internet locations"
3472168,138,"Your own laptop or iPad/tablet"
3472171,112,"Wi-fi internet locations"
3472171,113,"Your own laptop or iPad/tablet"
3472172,172,"Smart phone"
3472172,173,"Internet cafes"
3472172,174,"Wi-fi internet locations"
3472172,175,"Your own laptop or iPad/tablet"
3472173,112,"Smart phone"
3472174,120,"Smart phone"
3472175,112,"Smart phone"
3472175,113,"Wi-fi internet locations"
3472377,157,"Smart phone"
3472377,158,"Wi-fi internet locations"
3472377,159,"Your own laptop or iPad/tablet"
3472252,120,"Smart phone"
3472252,121,"Wi-fi internet locations"
3472252,122,"Your own laptop or iPad/tablet"
3472253,120,"None of these"
3472254,115,"Wi-fi internet locations"
3472255,125,"Smart phone"
3472255,126,"Wi-fi internet locations"
3472255,127,"Your own laptop or iPad/tablet"
3472262,148,"Your own laptop or iPad/tablet"
3472263,155,"Smart phone"
3472263,156,"Internet cafes"
3472263,157,"Wi-fi internet locations"
3472264,151,"Wi-fi internet locations"
3472266,124,"Smart phone"
3472266,125,"Wi-fi internet locations"
3472266,126,"Your own laptop or iPad/tablet"
3472267,139,"Smart phone"
3472267,140,"Your own laptop or iPad/tablet"
3472269,125,"Wi-fi internet locations"
3472269,126,"Your own laptop or iPad/tablet"
3472271,110,"Smart phone"
3472271,111,"Wi-fi internet locations"
3472272,106,"Wi-fi internet locations"
3472272,107,"Your own laptop or iPad/tablet"
3472273,134,"Wi-fi internet locations"
3472274,137,"Wi-fi internet locations"
3472279,126,"Smart phone"
3472279,127,"Wi-fi internet locations"
3472279,128,"Your own laptop or iPad/tablet"
3472279,129,"Other types of technology"
3472280,128,"Wi-fi internet locations"
3472280,129,"Your own laptop or iPad/tablet"
3472289,103,"Smart phone"
3472289,104,"Wi-fi internet locations"
3472289,105,"Your own laptop or iPad/tablet"
3472291,115,"Smart phone"
3472291,116,"Wi-fi internet locations"
3472291,117,"Your own laptop or iPad/tablet"
3472296,105,"Your own laptop or iPad/tablet"
3472302,99,"Smart phone"
3472302,100,"Your own laptop or iPad/tablet"
3472311,136,"Smart phone"
3472311,137,"Wi-fi internet locations"
3472311,138,"Your own laptop or iPad/tablet"
3472312,135,"Smart phone"
3472312,136,"Wi-fi internet locations"
3472312,137,"Your own laptop or iPad/tablet"
3472313,113,"Wi-fi internet locations"
3472314,149,"Smart phone"
3472314,150,"Wi-fi internet locations"
3472314,151,"Your own laptop or iPad/tablet"
3472315,106,"Smart phone"
3472315,107,"Wi-fi internet locations"
3472315,108,"Your own laptop or iPad/tablet"
3472316,138,"Smart phone"
3472316,139,"Wi-fi internet locations"
3472317,104,"Smart phone"
3472318,124,"Wi-fi internet locations"
3472318,125,"Your own laptop or iPad/tablet"
3472323,137,"Wi-fi internet locations"
3472328,138,"Smart phone"
3472328,139,"Your own laptop or iPad/tablet"
3472332,130,"Smart phone"
3472332,131,"Wi-fi internet locations"
3472332,132,"Your own laptop or iPad/tablet"
3472335,120,"Smart phone"
3472335,121,"Wi-fi internet locations"
3472335,122,"Your own laptop or iPad/tablet"
3472336,166,"Smart phone"
3472336,167,"Your own laptop or iPad/tablet"
3472337,121,"Smart phone"
3472337,122,"Your own laptop or iPad/tablet"
3472338,124,"Smart phone"
3472338,125,"Wi-fi internet locations"
3472350,93,"Your own laptop or iPad/tablet"
3472500,123,"Smart phone"
3472384,90,"Wi-fi internet locations"
3472384,91,"Your own laptop or iPad/tablet"
3472389,118,"Wi-fi internet locations"
3472390,135,"Internet cafes"
3472390,136,"Wi-fi internet locations"
3472390,137,"Your own laptop or iPad/tablet"
3472392,119,"Wi-fi internet locations"
3472392,120,"Your own laptop or iPad/tablet"
3472396,107,"Your own laptop or iPad/tablet"
3472399,114,"Smart phone"
3472399,115,"Your own laptop or iPad/tablet"
3472403,133,"Your own laptop or iPad/tablet"
3472403,134,"Other types of technology"
3472405,139,"Wi-fi internet locations"
3472405,140,"Your own laptop or iPad/tablet"
3472406,131,"Wi-fi internet locations"
3472406,132,"Your own laptop or iPad/tablet"
3472408,134,"Wi-fi internet locations"
3472413,117,"Smart phone"
3472413,118,"Wi-fi internet locations"
3472414,115,"Your own laptop or iPad/tablet"
3472417,155,"Smart phone"
3472417,156,"Wi-fi internet locations"
3472359,119,"Wi-fi internet locations"
3472359,120,"Your own laptop or iPad/tablet"
3472360,119,"Smart phone"
3472360,120,"Wi-fi internet locations"
3472360,121,"Your own laptop or iPad/tablet"
3472423,126,"Smart phone"
3472423,127,"Your own laptop or iPad/tablet"
3472425,111,"Wi-fi internet locations"
3472428,109,"Your own laptop or iPad/tablet"
3472433,118,"Smart phone"
3472433,119,"Wi-fi internet locations"
3472436,124,"Internet cafes"
3472439,141,"Smart phone"
3472439,142,"Wi-fi internet locations"
3472444,120,"Smart phone"
3472444,121,"Wi-fi internet locations"
3472444,122,"Your own laptop or iPad/tablet"
3472506,104,"Your own laptop or iPad/tablet"
3472366,102,"Smart phone"
3472366,103,"Wi-fi internet locations"
3472366,104,"Your own laptop or iPad/tablet"
3472369,116,"Smart phone"
3472369,117,"Wi-fi internet locations"
3472370,116,"Smart phone"
3472370,117,"Wi-fi internet locations"
3472509,127,"Your own laptop or iPad/tablet"
3472511,129,"Smart phone"
3472511,130,"Your own laptop or iPad/tablet"
3472515,108,"Internet cafes"
3472517,108,"Wi-fi internet locations"
3472517,109,"Your own laptop or iPad/tablet"
3472375,98,"Wi-fi internet locations"
3472376,132,"Smart phone"
3472376,133,"Your own laptop or iPad/tablet"
3472447,121,"Wi-fi internet locations"
3472449,132,"Wi-fi internet locations"
3472450,117,"Smart phone"
3472450,118,"Internet cafes"
3472450,119,"Wi-fi internet locations"
3472451,132,"Internet cafes"
3472451,133,"Your own laptop or iPad/tablet"
3472453,130,"Wi-fi internet locations"
3472453,131,"Your own laptop or iPad/tablet"
3472453,132,"Gaming console with Wi-fi capacity"
3472454,117,"Smart phone"
3472459,107,"Smart phone"
3472459,108,"Wi-fi internet locations"
3472459,109,"Your own laptop or iPad/tablet"
3472460,98,"Your own laptop or iPad/tablet"
3472465,113,"Smart phone"
3472465,114,"Wi-fi internet locations"
3472465,115,"Your own laptop or iPad/tablet"
3472467,124,"Wi-fi internet locations"
3472467,125,"Your own laptop or iPad/tablet"
3472471,124,"Wi-fi internet locations"
3472471,125,"Your own laptop or iPad/tablet"
3472472,141,"Wi-fi internet locations"
3472472,142,"Your own laptop or iPad/tablet"
3472474,92,"Your own laptop or iPad/tablet"
3472475,113,"Smart phone"
3472475,114,"Wi-fi internet locations"
3472475,115,"Your own laptop or iPad/tablet"
3472477,125,"Your own laptop or iPad/tablet"
3472478,107,"Smart phone"
3472478,108,"Internet cafes"
3472478,109,"Wi-fi internet locations"
3472479,122,"Smart phone"
3472479,123,"Wi-fi internet locations"
3472481,114,"Wi-fi internet locations"
3472481,115,"Your own laptop or iPad/tablet"
3472484,98,"Your own laptop or iPad/tablet"
3472353,125,"Your own laptop or iPad/tablet"
3472490,92,"None of these"
3472521,122,"Your own laptop or iPad/tablet"
3472522,109,"Smart phone"
3472522,110,"Wi-fi internet locations"
3472522,111,"Your own laptop or iPad/tablet"
3472524,116,"Your own laptop or iPad/tablet"
3472527,117,"Smart phone"
3472527,118,"Internet cafes"
3472527,119,"Wi-fi internet locations"
3472529,113,"None of these"
3472530,112,"Wi-fi internet locations"
3472530,113,"Your own laptop or iPad/tablet"
3472531,104,"Smart phone"
3472535,140,"Wi-fi internet locations"
3472539,138,"None of these"
3472540,124,"Wi-fi internet locations"
3472541,117,"Wi-fi internet locations"
3472547,120,"Smart phone"
3472547,121,"Wi-fi internet locations"
3472548,113,"Wi-fi internet locations"
3472548,114,"Your own laptop or iPad/tablet"
3472555,105,"Wi-fi internet locations"
3472557,97,"Smart phone"
3472557,98,"Wi-fi internet locations"
3472557,99,"Your own laptop or iPad/tablet"
3472559,133,"None of these"
3472560,112,"Smart phone"
3472560,113,"Wi-fi internet locations"
3472564,98,"Smart phone"
3472564,99,"Wi-fi internet locations"
3472575,116,"Smart phone"
3472575,117,"Wi-fi internet locations"
3472575,118,"Your own laptop or iPad/tablet"
3472580,112,"Smart phone"
3472584,146,"Smart phone"
3472584,147,"Internet cafes"
3472584,148,"Wi-fi internet locations"
3472584,149,"Your own laptop or iPad/tablet"
3472585,133,"Smart phone"
3472587,116,"Your own laptop or iPad/tablet"
3472494,96,"None of these"
3472589,123,"Smart phone"
3472589,124,"Your own laptop or iPad/tablet"
3472593,134,"None of these"
3472496,91,"Smart phone"
3472594,126,"Smart phone"
3472594,127,"Wi-fi internet locations"
3472597,133,"Your own laptop or iPad/tablet"
3472602,98,"Wi-fi internet locations"
3472603,126,"Smart phone"
3472603,127,"Your own laptop or iPad/tablet"
3472499,103,"Your own laptop or iPad/tablet"
3472610,130,"Wi-fi internet locations"
3472610,131,"Your own laptop or iPad/tablet"
3472610,132,"Gaming console with Wi-fi capacity"
3472615,122,"Smart phone"
3472615,123,"Internet cafes"
3472615,124,"Wi-fi internet locations"
3472620,110,"Wi-fi internet locations"
3472620,111,"Your own laptop or iPad/tablet"
3472621,124,"Smart phone"
3472621,125,"Wi-fi internet locations"
3472623,97,"Smart phone"
3472623,98,"Wi-fi internet locations"
3472624,140,"Wi-fi internet locations"
3472625,139,"Smart phone"
3472625,140,"Wi-fi internet locations"
3472625,141,"Your own laptop or iPad/tablet"
3472633,96,"Smart phone"
3472633,97,"Wi-fi internet locations"
3472633,98,"Your own laptop or iPad/tablet"
3472634,121,"Smart phone"
3472759,111,"Your own laptop or iPad/tablet"
3472637,103,"Smart phone"
3472637,104,"Wi-fi internet locations"
3472637,105,"Your own laptop or iPad/tablet"
3472638,111,"Smart phone"
3472638,112,"Wi-fi internet locations"
3472638,113,"Your own laptop or iPad/tablet"
3472641,122,"Smart phone"
3472641,123,"Wi-fi internet locations"
3472642,129,"Smart phone"
3472642,130,"Wi-fi internet locations"
3472642,131,"Your own laptop or iPad/tablet"
3472643,142,"Smart phone"
3472643,143,"Internet cafes"
3472643,144,"Wi-fi internet locations"
3472643,145,"Your own laptop or iPad/tablet"
3472645,123,"None of these"
3472646,110,"Wi-fi internet locations"
3472646,111,"Your own laptop or iPad/tablet"
3472647,133,"Wi-fi internet locations"
3472648,143,"Your own laptop or iPad/tablet"
3472651,114,"Smart phone"
3472651,115,"Wi-fi internet locations"
3472651,116,"Other types of technology"
3472652,141,"Smart phone"
3472652,142,"Wi-fi internet locations"
3472654,105,"Smart phone"
3472654,106,"Your own laptop or iPad/tablet"
3472654,107,"Other types of technology"
3472655,100,"Wi-fi internet locations"
