"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3462352,126,"Travel guides/books about New Zealand"
3462350,161,"Travel guides/books about New Zealand"
3462363,162,"Travel guides/books about New Zealand"
3462368,161,"Travel guides/books about New Zealand"
3462373,96,"Travel guides/books about New Zealand"
3462377,118,"Travel guides/books about New Zealand"
3462379,111,"Travel guides/books about New Zealand"
3462408,132,"Travel guides/books about New Zealand"
3462423,159,"Travel guides/books about New Zealand"
3462425,104,"Travel guides/books about New Zealand"
3462396,120,"Travel guides/books about New Zealand"
3462419,136,"Travel guides/books about New Zealand"
3463105,136,"Travel guides/books about New Zealand"
3463083,99,"Travel guides/books about New Zealand"
3463059,124,"Travel guides/books about New Zealand"
3463061,116,"Travel guides/books about New Zealand"
3463056,117,"Travel guides/books about New Zealand"
3463137,95,"Travel guides/books about New Zealand"
3463075,109,"Travel guides/books about New Zealand"
3463136,167,"Travel guides/books about New Zealand"
3463151,119,"Travel guides/books about New Zealand"
3462470,109,"Travel guides/books about New Zealand"
3462467,143,"Travel guides/books about New Zealand"
3462465,150,"Travel guides/books about New Zealand"
3462461,105,"Travel guides/books about New Zealand"
3462463,127,"Travel guides/books about New Zealand"
3462457,107,"Travel guides/books about New Zealand"
3462442,108,"Travel guides/books about New Zealand"
3463053,205,"Travel guides/books about New Zealand"
3463042,144,"Travel guides/books about New Zealand"
3463043,110,"Travel guides/books about New Zealand"
3462478,130,"Travel guides/books about New Zealand"
3462479,103,"Travel guides/books about New Zealand"
3463183,129,"Travel guides/books about New Zealand"
3463180,128,"Travel guides/books about New Zealand"
3463201,134,"Travel guides/books about New Zealand"
3463228,155,"Travel guides/books about New Zealand"
3463182,95,"Travel guides/books about New Zealand"
3463236,97,"Travel guides/books about New Zealand"
3463258,136,"Travel guides/books about New Zealand"
3463280,141,"Travel guides/books about New Zealand"
3463269,131,"Travel guides/books about New Zealand"
3463246,108,"Travel guides/books about New Zealand"
3464055,130,"Travel guides/books about New Zealand"
3464058,100,"Travel guides/books about New Zealand"
3464060,117,"Travel guides/books about New Zealand"
3464111,110,"Travel guides/books about New Zealand"
3464114,118,"Travel guides/books about New Zealand"
3465855,184,"Travel guides/books about New Zealand"
3465864,184,"Travel guides/books about New Zealand"
3465895,130,"Travel guides/books about New Zealand"
3465853,192,"Travel guides/books about New Zealand"
3464672,148,"Travel guides/books about New Zealand"
3464795,148,"Travel guides/books about New Zealand"
3464794,123,"Travel guides/books about New Zealand"
3464728,126,"Travel guides/books about New Zealand"
3338914,129,"Travel guides/books about New Zealand"
3338584,145,"Travel guides/books about New Zealand"
3338583,141,"Travel guides/books about New Zealand"
3338908,140,"Travel guides/books about New Zealand"
3338568,134,"Travel guides/books about New Zealand"
3338569,118,"Travel guides/books about New Zealand"
3338564,204,"Travel guides/books about New Zealand"
3338551,117,"Travel guides/books about New Zealand"
3338555,132,"Travel guides/books about New Zealand"
3338541,135,"Travel guides/books about New Zealand"
3338525,127,"Travel guides/books about New Zealand"
3338550,124,"Travel guides/books about New Zealand"
3338547,125,"Travel guides/books about New Zealand"
3338516,137,"Travel guides/books about New Zealand"
3338503,123,"Travel guides/books about New Zealand"
3462279,154,"Travel guides/books about New Zealand"
3462276,103,"Travel guides/books about New Zealand"
3462273,156,"Travel guides/books about New Zealand"
3462268,117,"Travel guides/books about New Zealand"
3462215,119,"Travel guides/books about New Zealand"
3338938,118,"Travel guides/books about New Zealand"
3338971,127,"Travel guides/books about New Zealand"
3338967,119,"Travel guides/books about New Zealand"
3338961,133,"Travel guides/books about New Zealand"
3338934,126,"Travel guides/books about New Zealand"
3338927,126,"Travel guides/books about New Zealand"
3338912,117,"Travel guides/books about New Zealand"
3338915,110,"Travel guides/books about New Zealand"
3338922,119,"Travel guides/books about New Zealand"
3338920,117,"Travel guides/books about New Zealand"
3338444,133,"Travel guides/books about New Zealand"
3338470,131,"Travel guides/books about New Zealand"
3338468,136,"Travel guides/books about New Zealand"
3338496,119,"Travel guides/books about New Zealand"
3338481,110,"Travel guides/books about New Zealand"
3185835,133,"Travel guides/books about New Zealand"
3338395,113,"Travel guides/books about New Zealand"
3338389,112,"Travel guides/books about New Zealand"
3184727,125,"Travel guides/books about New Zealand"
3184721,118,"Travel guides/books about New Zealand"
3184623,119,"Travel guides/books about New Zealand"
3184629,148,"Travel guides/books about New Zealand"
3184632,106,"Travel guides/books about New Zealand"
3184628,123,"Travel guides/books about New Zealand"
3184622,127,"Travel guides/books about New Zealand"
3184620,125,"Travel guides/books about New Zealand"
3184636,121,"Travel guides/books about New Zealand"
3184651,122,"Travel guides/books about New Zealand"
3184662,113,"Travel guides/books about New Zealand"
3184664,109,"Travel guides/books about New Zealand"
3184700,129,"Travel guides/books about New Zealand"
3184696,131,"Travel guides/books about New Zealand"
3184695,121,"Travel guides/books about New Zealand"
3184690,111,"Travel guides/books about New Zealand"
3184671,124,"Travel guides/books about New Zealand"
3184667,115,"Travel guides/books about New Zealand"
3184666,119,"Travel guides/books about New Zealand"
3184677,113,"Travel guides/books about New Zealand"
3184682,108,"Travel guides/books about New Zealand"
3184673,133,"Travel guides/books about New Zealand"
3184667,116,"www.tripadvisor.com"
3184653,128,"www.tripadvisor.com"
3184634,120,"www.tripadvisor.com"
3184629,149,"www.tripadvisor.com"
3185834,90,"www.tripadvisor.com"
3338412,103,"www.tripadvisor.com"
3338482,124,"www.tripadvisor.com"
3338471,130,"www.tripadvisor.com"
3338422,113,"www.tripadvisor.com"
3338930,104,"www.tripadvisor.com"
3339168,123,"www.tripadvisor.com"
3462253,105,"www.tripadvisor.com"
3462278,105,"www.tripadvisor.com"
3462285,118,"www.tripadvisor.com"
3462283,167,"www.tripadvisor.com"
3338503,124,"www.tripadvisor.com"
3338507,113,"www.tripadvisor.com"
3338515,113,"www.tripadvisor.com"
3338531,93,"www.tripadvisor.com"
3338527,119,"www.tripadvisor.com"
3338582,131,"www.tripadvisor.com"
3338911,142,"www.tripadvisor.com"
3464795,149,"www.tripadvisor.com"
3464684,131,"www.tripadvisor.com"
3464081,116,"www.tripadvisor.com"
3464086,120,"www.tripadvisor.com"
3464084,145,"www.tripadvisor.com"
3464054,134,"www.tripadvisor.com"
3463301,136,"www.tripadvisor.com"
3463261,154,"www.tripadvisor.com"
3463269,132,"www.tripadvisor.com"
3463267,152,"www.tripadvisor.com"
3463271,116,"www.tripadvisor.com"
3463279,118,"www.tripadvisor.com"
3463258,137,"www.tripadvisor.com"
3463206,133,"www.tripadvisor.com"
3463202,119,"www.tripadvisor.com"
3463186,130,"www.tripadvisor.com"
3462478,131,"www.tripadvisor.com"
3463042,145,"www.tripadvisor.com"
3462467,144,"www.tripadvisor.com"
3463151,120,"www.tripadvisor.com"
3463136,168,"www.tripadvisor.com"
3463160,97,"www.tripadvisor.com"
3463065,135,"www.tripadvisor.com"
3463087,118,"www.tripadvisor.com"
3462425,105,"www.tripadvisor.com"
3462423,160,"www.tripadvisor.com"
3462408,133,"www.tripadvisor.com"
3462368,162,"www.tripadvisor.com"
3462336,141,"www.tripadvisor.com"
3462305,121,"www.tripadvisor.com"
3471412,131,"www.tripadvisor.com"
3471447,149,"www.tripadvisor.com"
3471477,149,"www.tripadvisor.com"
3471475,128,"www.tripadvisor.com"
3471467,134,"www.tripadvisor.com"
3471462,129,"www.tripadvisor.com"
3471395,166,"www.tripadvisor.com"
3471399,139,"www.tripadvisor.com"
3471393,168,"www.tripadvisor.com"
3471389,163,"www.tripadvisor.com"
3471371,154,"www.tripadvisor.com"
3471373,121,"www.tripadvisor.com"
3471351,112,"www.tripadvisor.com"
3471328,110,"www.tripadvisor.com"
3471285,197,"www.tripadvisor.com"
3471277,168,"www.tripadvisor.com"
3471249,129,"www.tripadvisor.com"
3471219,154,"www.tripadvisor.com"
3471165,120,"www.tripadvisor.com"
3471129,130,"www.tripadvisor.com"
3471137,202,"www.tripadvisor.com"
3471105,141,"www.tripadvisor.com"
3471096,159,"www.tripadvisor.com"
3471107,114,"www.tripadvisor.com"
3471050,150,"www.tripadvisor.com"
3471052,94,"www.tripadvisor.com"
3471061,133,"www.tripadvisor.com"
3471026,160,"www.tripadvisor.com"
3471025,191,"www.tripadvisor.com"
3471027,132,"www.tripadvisor.com"
3471010,138,"www.tripadvisor.com"
3471016,165,"www.tripadvisor.com"
3470974,141,"www.tripadvisor.com"
3470962,163,"www.tripadvisor.com"
3466127,128,"www.tripadvisor.com"
3466118,129,"www.tripadvisor.com"
3466108,140,"www.tripadvisor.com"
3466089,114,"www.tripadvisor.com"
3466104,166,"www.tripadvisor.com"
3466154,150,"www.tripadvisor.com"
3466149,174,"www.tripadvisor.com"
3466161,129,"www.tripadvisor.com"
3470949,170,"www.tripadvisor.com"
3466158,128,"www.tripadvisor.com"
3465919,129,"www.tripadvisor.com"
3465942,132,"www.tripadvisor.com"
3465934,123,"www.tripadvisor.com"
3465943,140,"www.tripadvisor.com"
3465944,135,"www.tripadvisor.com"
3466067,113,"www.tripadvisor.com"
3465979,118,"www.tripadvisor.com"
3503129,116,"www.tripadvisor.com"
3503130,128,"www.tripadvisor.com"
3502547,110,"www.tripadvisor.com"
3503126,118,"www.tripadvisor.com"
3502498,161,"www.tripadvisor.com"
3502502,103,"www.tripadvisor.com"
3502516,173,"www.tripadvisor.com"
3502517,153,"www.tripadvisor.com"
3502519,114,"www.tripadvisor.com"
3502538,104,"www.tripadvisor.com"
3502454,148,"www.tripadvisor.com"
3502480,159,"www.tripadvisor.com"
3502430,118,"www.tripadvisor.com"
3502447,154,"www.tripadvisor.com"
3502387,145,"www.tripadvisor.com"
3502395,101,"www.tripadvisor.com"
3502418,126,"www.tripadvisor.com"
3502292,102,"www.tripadvisor.com"
3502310,133,"www.tripadvisor.com"
3502336,98,"www.tripadvisor.com"
3502341,95,"www.tripadvisor.com"
3502367,149,"www.tripadvisor.com"
3502358,90,"www.tripadvisor.com"
3501982,100,"www.tripadvisor.com"
3497811,117,"www.tripadvisor.com"
3497814,123,"www.tripadvisor.com"
3497732,130,"www.tripadvisor.com"
3497709,117,"www.tripadvisor.com"
3497652,103,"www.tripadvisor.com"
3497670,105,"www.tripadvisor.com"
3497605,112,"www.tripadvisor.com"
3497623,117,"www.tripadvisor.com"
3497572,123,"www.tripadvisor.com"
3497548,128,"www.tripadvisor.com"
3497546,120,"www.tripadvisor.com"
3497519,113,"www.tripadvisor.com"
3497516,106,"www.tripadvisor.com"
3497538,115,"www.tripadvisor.com"
3497523,138,"www.tripadvisor.com"
3497260,114,"www.tripadvisor.com"
3497231,134,"www.tripadvisor.com"
3497236,110,"www.tripadvisor.com"
3497194,117,"www.tripadvisor.com"
3497186,144,"www.tripadvisor.com"
3497204,112,"www.tripadvisor.com"
3497207,138,"www.tripadvisor.com"
3497181,173,"www.tripadvisor.com"
