"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3503418,123,"Travel guides/books about New Zealand"
3503420,118,"Travel guides/books about New Zealand"
3503470,144,"Travel guides/books about New Zealand"
3503473,129,"Travel guides/books about New Zealand"
3503479,138,"Travel guides/books about New Zealand"
3503500,112,"Travel guides/books about New Zealand"
3503524,130,"Travel guides/books about New Zealand"
3503526,153,"Travel guides/books about New Zealand"
3503514,123,"Travel guides/books about New Zealand"
3503497,116,"Travel guides/books about New Zealand"
3503508,133,"Travel guides/books about New Zealand"
3503523,133,"Travel guides/books about New Zealand"
3503532,130,"Travel guides/books about New Zealand"
3503529,96,"Travel guides/books about New Zealand"
3503530,111,"Travel guides/books about New Zealand"
3503534,131,"Travel guides/books about New Zealand"
3503548,150,"Travel guides/books about New Zealand"
3503543,131,"Travel guides/books about New Zealand"
3503566,128,"Travel guides/books about New Zealand"
3503549,145,"Travel guides/books about New Zealand"
3503561,111,"Travel guides/books about New Zealand"
3503629,151,"Travel guides/books about New Zealand"
3503637,161,"Travel guides/books about New Zealand"
3503668,103,"Travel guides/books about New Zealand"
3503673,143,"Travel guides/books about New Zealand"
3503630,115,"Travel guides/books about New Zealand"
3503584,110,"Travel guides/books about New Zealand"
3503696,160,"Travel guides/books about New Zealand"
3503713,143,"Travel guides/books about New Zealand"
3503711,154,"Travel guides/books about New Zealand"
3503707,165,"Travel guides/books about New Zealand"
3503706,166,"Travel guides/books about New Zealand"
3503678,154,"Travel guides/books about New Zealand"
3503674,151,"Travel guides/books about New Zealand"
3503686,129,"Travel guides/books about New Zealand"
3503685,120,"Travel guides/books about New Zealand"
3503690,140,"Travel guides/books about New Zealand"
3503728,133,"Travel guides/books about New Zealand"
3503731,172,"Travel guides/books about New Zealand"
3503720,115,"Travel guides/books about New Zealand"
3503722,177,"Travel guides/books about New Zealand"
3503759,162,"Travel guides/books about New Zealand"
3503734,133,"Travel guides/books about New Zealand"
3503735,147,"Travel guides/books about New Zealand"
3503737,135,"Travel guides/books about New Zealand"
3503751,116,"Travel guides/books about New Zealand"
3522986,127,"Travel guides/books about New Zealand"
3522975,114,"Travel guides/books about New Zealand"
3522980,117,"Travel guides/books about New Zealand"
3522983,125,"Travel guides/books about New Zealand"
3522976,154,"Travel guides/books about New Zealand"
3503836,115,"Travel guides/books about New Zealand"
3522965,171,"Travel guides/books about New Zealand"
3503833,90,"Travel guides/books about New Zealand"
3503809,142,"Travel guides/books about New Zealand"
3503812,110,"Travel guides/books about New Zealand"
3503825,117,"Travel guides/books about New Zealand"
3503822,116,"Travel guides/books about New Zealand"
3503781,122,"Travel guides/books about New Zealand"
3503779,149,"Travel guides/books about New Zealand"
3503790,119,"Travel guides/books about New Zealand"
3503805,126,"Travel guides/books about New Zealand"
3503804,157,"Travel guides/books about New Zealand"
3503802,157,"Travel guides/books about New Zealand"
3503806,125,"Travel guides/books about New Zealand"
3523161,126,"Travel guides/books about New Zealand"
3523159,103,"Travel guides/books about New Zealand"
3523153,153,"Travel guides/books about New Zealand"
3523149,110,"Travel guides/books about New Zealand"
3523142,143,"Travel guides/books about New Zealand"
3523129,119,"Travel guides/books about New Zealand"
3523128,118,"Travel guides/books about New Zealand"
3523124,130,"Travel guides/books about New Zealand"
3523148,164,"Travel guides/books about New Zealand"
3523135,150,"Travel guides/books about New Zealand"
3523026,112,"Travel guides/books about New Zealand"
3523023,165,"Travel guides/books about New Zealand"
3522992,126,"Travel guides/books about New Zealand"
3523009,110,"Travel guides/books about New Zealand"
3523036,156,"Travel guides/books about New Zealand"
3523044,162,"Travel guides/books about New Zealand"
3523039,158,"Travel guides/books about New Zealand"
3523052,127,"Travel guides/books about New Zealand"
3523117,124,"Travel guides/books about New Zealand"
3523206,117,"Travel guides/books about New Zealand"
3523215,139,"Travel guides/books about New Zealand"
3523197,133,"Travel guides/books about New Zealand"
3523196,142,"Travel guides/books about New Zealand"
3523660,170,"Travel guides/books about New Zealand"
3523383,136,"Travel guides/books about New Zealand"
3523234,105,"Travel guides/books about New Zealand"
3523373,230,"Travel guides/books about New Zealand"
3185119,115,"Travel guides/books about New Zealand"
3185117,125,"Travel guides/books about New Zealand"
3185120,137,"Travel guides/books about New Zealand"
3185125,139,"Travel guides/books about New Zealand"
3185132,124,"Travel guides/books about New Zealand"
3185137,119,"Travel guides/books about New Zealand"
3185116,121,"Travel guides/books about New Zealand"
3185114,124,"Travel guides/books about New Zealand"
3185107,112,"Travel guides/books about New Zealand"
3185100,115,"Travel guides/books about New Zealand"
3185105,122,"Travel guides/books about New Zealand"
3185093,120,"Travel guides/books about New Zealand"
3185056,118,"Travel guides/books about New Zealand"
3185054,109,"Travel guides/books about New Zealand"
3185060,109,"Travel guides/books about New Zealand"
3185064,116,"Travel guides/books about New Zealand"
3185072,123,"Travel guides/books about New Zealand"
3185073,132,"Travel guides/books about New Zealand"
3185077,121,"Travel guides/books about New Zealand"
3185083,110,"Travel guides/books about New Zealand"
3185074,114,"Travel guides/books about New Zealand"
3185076,128,"Travel guides/books about New Zealand"
3185025,121,"Travel guides/books about New Zealand"
3185024,110,"Travel guides/books about New Zealand"
3185021,110,"Travel guides/books about New Zealand"
3185007,97,"Travel guides/books about New Zealand"
3185010,115,"Travel guides/books about New Zealand"
3185006,121,"Travel guides/books about New Zealand"
3185051,121,"Travel guides/books about New Zealand"
3185030,110,"Travel guides/books about New Zealand"
3185042,129,"Travel guides/books about New Zealand"
3184996,113,"Travel guides/books about New Zealand"
3184989,125,"Travel guides/books about New Zealand"
3184956,121,"Travel guides/books about New Zealand"
3184941,130,"Travel guides/books about New Zealand"
3184943,115,"Travel guides/books about New Zealand"
3184952,113,"Travel guides/books about New Zealand"
3184955,108,"Travel guides/books about New Zealand"
3184954,118,"Travel guides/books about New Zealand"
3184895,116,"Travel guides/books about New Zealand"
3184920,114,"Travel guides/books about New Zealand"
3184919,140,"Travel guides/books about New Zealand"
3184907,127,"Travel guides/books about New Zealand"
3184913,115,"Travel guides/books about New Zealand"
3184905,119,"Travel guides/books about New Zealand"
3184901,115,"Travel guides/books about New Zealand"
3184891,115,"Travel guides/books about New Zealand"
3184894,121,"Travel guides/books about New Zealand"
3184877,104,"Travel guides/books about New Zealand"
3184875,129,"Travel guides/books about New Zealand"
3184880,114,"Travel guides/books about New Zealand"
3184882,128,"Travel guides/books about New Zealand"
3184834,128,"Travel guides/books about New Zealand"
3184837,130,"Travel guides/books about New Zealand"
3184833,136,"Travel guides/books about New Zealand"
3184812,104,"Travel guides/books about New Zealand"
3184832,136,"Travel guides/books about New Zealand"
3184831,117,"Travel guides/books about New Zealand"
3184848,130,"Travel guides/books about New Zealand"
3184861,120,"Travel guides/books about New Zealand"
3184863,135,"Travel guides/books about New Zealand"
3184865,124,"Travel guides/books about New Zealand"
3184818,111,"Travel guides/books about New Zealand"
3184790,127,"Travel guides/books about New Zealand"
3184794,127,"Travel guides/books about New Zealand"
3523705,104,"Travel guides/books about New Zealand"
3523712,128,"Travel guides/books about New Zealand"
3523722,133,"Travel guides/books about New Zealand"
3523674,105,"Travel guides/books about New Zealand"
3523682,161,"Travel guides/books about New Zealand"
3523661,130,"Travel guides/books about New Zealand"
3523684,122,"Travel guides/books about New Zealand"
3523698,138,"Travel guides/books about New Zealand"
3523726,125,"Travel guides/books about New Zealand"
3523729,138,"Travel guides/books about New Zealand"
3523717,103,"Travel guides/books about New Zealand"
3523752,118,"Travel guides/books about New Zealand"
3523758,130,"Travel guides/books about New Zealand"
3523767,139,"Travel guides/books about New Zealand"
3523771,110,"Travel guides/books about New Zealand"
3523763,116,"Travel guides/books about New Zealand"
3523773,134,"Travel guides/books about New Zealand"
3523866,123,"Travel guides/books about New Zealand"
3523861,148,"Travel guides/books about New Zealand"
3523887,125,"Travel guides/books about New Zealand"
3523893,107,"Travel guides/books about New Zealand"
3523898,102,"Travel guides/books about New Zealand"
3523884,125,"Travel guides/books about New Zealand"
3523886,112,"Travel guides/books about New Zealand"
3523875,122,"Travel guides/books about New Zealand"
3523881,115,"Travel guides/books about New Zealand"
3523821,206,"Travel guides/books about New Zealand"
3523817,131,"Travel guides/books about New Zealand"
3523819,141,"Travel guides/books about New Zealand"
3523844,110,"Travel guides/books about New Zealand"
3523841,109,"Travel guides/books about New Zealand"
3523776,100,"Travel guides/books about New Zealand"
3523785,116,"Travel guides/books about New Zealand"
3523787,141,"Travel guides/books about New Zealand"
3523809,98,"Travel guides/books about New Zealand"
3523813,159,"Travel guides/books about New Zealand"
3523932,140,"Travel guides/books about New Zealand"
3523935,97,"Travel guides/books about New Zealand"
3523941,123,"Travel guides/books about New Zealand"
3523938,139,"Travel guides/books about New Zealand"
3524784,122,"Travel guides/books about New Zealand"
3523911,146,"Travel guides/books about New Zealand"
3523900,105,"Travel guides/books about New Zealand"
3523901,141,"Travel guides/books about New Zealand"
3523929,171,"Travel guides/books about New Zealand"
3524813,118,"Travel guides/books about New Zealand"
3524808,147,"Travel guides/books about New Zealand"
3524805,145,"Travel guides/books about New Zealand"
3524795,141,"Travel guides/books about New Zealand"
3524787,124,"Travel guides/books about New Zealand"
3524844,128,"Travel guides/books about New Zealand"
3524831,130,"Travel guides/books about New Zealand"
3524832,125,"Travel guides/books about New Zealand"
3524840,121,"Travel guides/books about New Zealand"
3524817,146,"Travel guides/books about New Zealand"
3524827,155,"Travel guides/books about New Zealand"
3524825,123,"Travel guides/books about New Zealand"
3184743,127,"Travel guides/books about New Zealand"
3184730,128,"Travel guides/books about New Zealand"
3524897,137,"Travel guides/books about New Zealand"
3184734,98,"Travel guides/books about New Zealand"
3184753,127,"Travel guides/books about New Zealand"
3184750,139,"Travel guides/books about New Zealand"
3184765,106,"Travel guides/books about New Zealand"
3184773,134,"Travel guides/books about New Zealand"
3184767,114,"Travel guides/books about New Zealand"
3184766,115,"Travel guides/books about New Zealand"
3184772,119,"Travel guides/books about New Zealand"
3524890,99,"Travel guides/books about New Zealand"
3524889,144,"Travel guides/books about New Zealand"
3524887,155,"Travel guides/books about New Zealand"
3524875,149,"Travel guides/books about New Zealand"
3524874,144,"Travel guides/books about New Zealand"
3524882,133,"Travel guides/books about New Zealand"
3524885,166,"Travel guides/books about New Zealand"
3524851,168,"Travel guides/books about New Zealand"
3524852,148,"Travel guides/books about New Zealand"
3524855,106,"Travel guides/books about New Zealand"
3524865,155,"Travel guides/books about New Zealand"
3524853,110,"Travel guides/books about New Zealand"
3524858,135,"Travel guides/books about New Zealand"
3524872,173,"Travel guides/books about New Zealand"
3524867,129,"Travel guides/books about New Zealand"
3471512,123,"Travel guides/books about New Zealand"
3471520,170,"Travel guides/books about New Zealand"
3471505,127,"Travel guides/books about New Zealand"
3471499,164,"Travel guides/books about New Zealand"
3495893,101,"Travel guides/books about New Zealand"
3495928,150,"Travel guides/books about New Zealand"
3495904,121,"Travel guides/books about New Zealand"
3495923,146,"Travel guides/books about New Zealand"
3495914,100,"Travel guides/books about New Zealand"
3495953,99,"Travel guides/books about New Zealand"
3496019,112,"Travel guides/books about New Zealand"
3496006,103,"Travel guides/books about New Zealand"
3495976,134,"Travel guides/books about New Zealand"
3496097,124,"Travel guides/books about New Zealand"
3496123,118,"Travel guides/books about New Zealand"
3496122,107,"Travel guides/books about New Zealand"
3496130,118,"Travel guides/books about New Zealand"
3496073,127,"Travel guides/books about New Zealand"
3496068,149,"Travel guides/books about New Zealand"
3496059,119,"Travel guides/books about New Zealand"
3496050,115,"Travel guides/books about New Zealand"
3496035,182,"Travel guides/books about New Zealand"
3496022,141,"Travel guides/books about New Zealand"
3496020,134,"Travel guides/books about New Zealand"
3496327,121,"Travel guides/books about New Zealand"
3496322,137,"Travel guides/books about New Zealand"
3496309,111,"Travel guides/books about New Zealand"
3496333,132,"Travel guides/books about New Zealand"
3496350,139,"Travel guides/books about New Zealand"
3496362,113,"Travel guides/books about New Zealand"
3496358,113,"Travel guides/books about New Zealand"
3496384,154,"Travel guides/books about New Zealand"
3496367,116,"Travel guides/books about New Zealand"
3496280,109,"Travel guides/books about New Zealand"
3496136,124,"Travel guides/books about New Zealand"
3496282,119,"Travel guides/books about New Zealand"
3496299,138,"Travel guides/books about New Zealand"
3496303,125,"Travel guides/books about New Zealand"
3496277,90,"Travel guides/books about New Zealand"
3496157,134,"Travel guides/books about New Zealand"
3496146,132,"Travel guides/books about New Zealand"
3496467,127,"Travel guides/books about New Zealand"
3496465,99,"Travel guides/books about New Zealand"
3496475,155,"Travel guides/books about New Zealand"
3496481,165,"Travel guides/books about New Zealand"
3496484,151,"Travel guides/books about New Zealand"
3496388,166,"Travel guides/books about New Zealand"
3496385,138,"Travel guides/books about New Zealand"
3496399,114,"Travel guides/books about New Zealand"
3496438,177,"Travel guides/books about New Zealand"
3496500,101,"Travel guides/books about New Zealand"
3496506,149,"Travel guides/books about New Zealand"
3496510,131,"Travel guides/books about New Zealand"
3496520,114,"Travel guides/books about New Zealand"
3496526,146,"Travel guides/books about New Zealand"
3496537,119,"Travel guides/books about New Zealand"
3496656,115,"Travel guides/books about New Zealand"
3496651,153,"Travel guides/books about New Zealand"
3496661,113,"Travel guides/books about New Zealand"
3496643,97,"Travel guides/books about New Zealand"
3496636,135,"Travel guides/books about New Zealand"
3496604,209,"Travel guides/books about New Zealand"
3496615,115,"Travel guides/books about New Zealand"
3496631,123,"Travel guides/books about New Zealand"
3496618,112,"Travel guides/books about New Zealand"
3496624,100,"Travel guides/books about New Zealand"
3496602,104,"Travel guides/books about New Zealand"
3496564,101,"Travel guides/books about New Zealand"
3496569,111,"Travel guides/books about New Zealand"
3496568,181,"Travel guides/books about New Zealand"
3496566,98,"Travel guides/books about New Zealand"
3496556,130,"Travel guides/books about New Zealand"
3496559,137,"Travel guides/books about New Zealand"
3496553,122,"Travel guides/books about New Zealand"
3496547,184,"Travel guides/books about New Zealand"
3496544,159,"Travel guides/books about New Zealand"
3496679,135,"Travel guides/books about New Zealand"
3496683,134,"Travel guides/books about New Zealand"
3496669,91,"Travel guides/books about New Zealand"
3496704,94,"Travel guides/books about New Zealand"
3496706,116,"Travel guides/books about New Zealand"
3496727,121,"Travel guides/books about New Zealand"
3496728,206,"Travel guides/books about New Zealand"
3496712,116,"Travel guides/books about New Zealand"
3496756,254,"Travel guides/books about New Zealand"
3496751,119,"Travel guides/books about New Zealand"
3496738,118,"Travel guides/books about New Zealand"
3496777,126,"Travel guides/books about New Zealand"
3496781,122,"Travel guides/books about New Zealand"
3496774,117,"Travel guides/books about New Zealand"
3496806,117,"Travel guides/books about New Zealand"
3496809,122,"Travel guides/books about New Zealand"
3496826,111,"Travel guides/books about New Zealand"
3496813,106,"Travel guides/books about New Zealand"
3496842,151,"Travel guides/books about New Zealand"
3496845,104,"Travel guides/books about New Zealand"
3496851,146,"Travel guides/books about New Zealand"
3496859,117,"Travel guides/books about New Zealand"
3496867,91,"Travel guides/books about New Zealand"
3496869,111,"Travel guides/books about New Zealand"
3496938,118,"Travel guides/books about New Zealand"
3496929,135,"Travel guides/books about New Zealand"
3496932,130,"Travel guides/books about New Zealand"
3496923,138,"Travel guides/books about New Zealand"
3496924,100,"Travel guides/books about New Zealand"
3496889,116,"Travel guides/books about New Zealand"
3496907,155,"Travel guides/books about New Zealand"
3497007,129,"Travel guides/books about New Zealand"
3496979,100,"Travel guides/books about New Zealand"
3496974,121,"Travel guides/books about New Zealand"
3497054,107,"Travel guides/books about New Zealand"
3497055,105,"Travel guides/books about New Zealand"
3497050,109,"Travel guides/books about New Zealand"
3497027,117,"Travel guides/books about New Zealand"
3497136,118,"Travel guides/books about New Zealand"
3497107,98,"Travel guides/books about New Zealand"
3497106,105,"Travel guides/books about New Zealand"
3497098,123,"Travel guides/books about New Zealand"
3497104,106,"Travel guides/books about New Zealand"
3497070,116,"Travel guides/books about New Zealand"
3497061,126,"Travel guides/books about New Zealand"
3497097,94,"Travel guides/books about New Zealand"
3497158,103,"Travel guides/books about New Zealand"
3497151,176,"Travel guides/books about New Zealand"
3497145,114,"Travel guides/books about New Zealand"
3497144,134,"Travel guides/books about New Zealand"
3497162,114,"Travel guides/books about New Zealand"
3497172,109,"Travel guides/books about New Zealand"
3497179,152,"Travel guides/books about New Zealand"
3497181,172,"Travel guides/books about New Zealand"
3497224,108,"Travel guides/books about New Zealand"
3497214,109,"Travel guides/books about New Zealand"
3497230,133,"Travel guides/books about New Zealand"
3497220,157,"Travel guides/books about New Zealand"
3497225,100,"Travel guides/books about New Zealand"
3497188,133,"Travel guides/books about New Zealand"
3497189,96,"Travel guides/books about New Zealand"
3497202,127,"Travel guides/books about New Zealand"
3497203,101,"Travel guides/books about New Zealand"
3497194,116,"Travel guides/books about New Zealand"
3497191,106,"Travel guides/books about New Zealand"
3497190,136,"Travel guides/books about New Zealand"
3497238,126,"Travel guides/books about New Zealand"
3497235,121,"Travel guides/books about New Zealand"
3497252,125,"Travel guides/books about New Zealand"
3497272,125,"Travel guides/books about New Zealand"
3497262,120,"Travel guides/books about New Zealand"
3497255,146,"Travel guides/books about New Zealand"
3497538,114,"Travel guides/books about New Zealand"
3497253,129,"Travel guides/books about New Zealand"
3497514,104,"Travel guides/books about New Zealand"
3497516,105,"Travel guides/books about New Zealand"
3497518,112,"Travel guides/books about New Zealand"
3497519,112,"Travel guides/books about New Zealand"
3497281,126,"Travel guides/books about New Zealand"
3497291,113,"Travel guides/books about New Zealand"
3497292,116,"Travel guides/books about New Zealand"
3497566,115,"Travel guides/books about New Zealand"
3497562,110,"Travel guides/books about New Zealand"
3497583,109,"Travel guides/books about New Zealand"
3497590,127,"Travel guides/books about New Zealand"
3497589,126,"Travel guides/books about New Zealand"
3497571,118,"Travel guides/books about New Zealand"
3497581,119,"Travel guides/books about New Zealand"
3497621,118,"Travel guides/books about New Zealand"
3497620,135,"Travel guides/books about New Zealand"
3497630,117,"Travel guides/books about New Zealand"
3497627,121,"Travel guides/books about New Zealand"
3497592,137,"Travel guides/books about New Zealand"
3497595,99,"Travel guides/books about New Zealand"
3497593,112,"Travel guides/books about New Zealand"
3497612,125,"Travel guides/books about New Zealand"
3497611,128,"Travel guides/books about New Zealand"
3497655,118,"Travel guides/books about New Zealand"
3497663,112,"Travel guides/books about New Zealand"
3497672,104,"Travel guides/books about New Zealand"
3497669,122,"Travel guides/books about New Zealand"
3497652,102,"Travel guides/books about New Zealand"
3497650,109,"Travel guides/books about New Zealand"
3497634,118,"Travel guides/books about New Zealand"
3497692,110,"Travel guides/books about New Zealand"
3497698,128,"Travel guides/books about New Zealand"
3497702,130,"Travel guides/books about New Zealand"
3497690,125,"Travel guides/books about New Zealand"
3497687,129,"Travel guides/books about New Zealand"
3497676,107,"Travel guides/books about New Zealand"
3497682,111,"Travel guides/books about New Zealand"
3497675,109,"Travel guides/books about New Zealand"
3497731,120,"Travel guides/books about New Zealand"
3497726,121,"Travel guides/books about New Zealand"
3497734,121,"Travel guides/books about New Zealand"
3497748,111,"Travel guides/books about New Zealand"
3497745,131,"Travel guides/books about New Zealand"
3497743,123,"Travel guides/books about New Zealand"
3497784,127,"Travel guides/books about New Zealand"
3497802,110,"Travel guides/books about New Zealand"
3497796,129,"Travel guides/books about New Zealand"
3497754,109,"Travel guides/books about New Zealand"
3497763,116,"Travel guides/books about New Zealand"
3497767,115,"Travel guides/books about New Zealand"
3497770,112,"Travel guides/books about New Zealand"
3497779,114,"Travel guides/books about New Zealand"
3497776,124,"Travel guides/books about New Zealand"
3497769,126,"Travel guides/books about New Zealand"
3501745,131,"Travel guides/books about New Zealand"
3501742,120,"Travel guides/books about New Zealand"
3501744,117,"Travel guides/books about New Zealand"
3501735,145,"Travel guides/books about New Zealand"
3497814,122,"Travel guides/books about New Zealand"
3497811,116,"Travel guides/books about New Zealand"
3501980,119,"Travel guides/books about New Zealand"
3501979,124,"Travel guides/books about New Zealand"
3501991,121,"Travel guides/books about New Zealand"
3501987,117,"Travel guides/books about New Zealand"
3501992,106,"Travel guides/books about New Zealand"
3502279,99,"Travel guides/books about New Zealand"
3502297,97,"Travel guides/books about New Zealand"
3502344,150,"Travel guides/books about New Zealand"
3502348,106,"Travel guides/books about New Zealand"
3502349,112,"Travel guides/books about New Zealand"
3502336,97,"Travel guides/books about New Zealand"
3502333,193,"Travel guides/books about New Zealand"
3502328,90,"Travel guides/books about New Zealand"
3502314,126,"Travel guides/books about New Zealand"
3502426,178,"Travel guides/books about New Zealand"
3502422,136,"Travel guides/books about New Zealand"
3502417,132,"Travel guides/books about New Zealand"
3502423,157,"Travel guides/books about New Zealand"
3502413,143,"Travel guides/books about New Zealand"
3502371,115,"Travel guides/books about New Zealand"
3502373,106,"Travel guides/books about New Zealand"
3502406,166,"Travel guides/books about New Zealand"
3502405,129,"Travel guides/books about New Zealand"
3502393,115,"Travel guides/books about New Zealand"
3502404,150,"Travel guides/books about New Zealand"
3502447,153,"Travel guides/books about New Zealand"
3502425,133,"Travel guides/books about New Zealand"
3502445,123,"Travel guides/books about New Zealand"
3502441,169,"Travel guides/books about New Zealand"
3502430,117,"Travel guides/books about New Zealand"
3502432,138,"Travel guides/books about New Zealand"
3502484,140,"Travel guides/books about New Zealand"
3502488,152,"Travel guides/books about New Zealand"
3502471,97,"Travel guides/books about New Zealand"
3502472,109,"Travel guides/books about New Zealand"
3502480,158,"Travel guides/books about New Zealand"
3502454,147,"Travel guides/books about New Zealand"
3502457,109,"Travel guides/books about New Zealand"
3502464,109,"Travel guides/books about New Zealand"
3502544,167,"Travel guides/books about New Zealand"
3502541,141,"Travel guides/books about New Zealand"
3502523,102,"Travel guides/books about New Zealand"
3502522,109,"Travel guides/books about New Zealand"
3502516,172,"Travel guides/books about New Zealand"
3502515,115,"Travel guides/books about New Zealand"
3502514,193,"Travel guides/books about New Zealand"
3502513,127,"Travel guides/books about New Zealand"
3502489,153,"Travel guides/books about New Zealand"
3502498,160,"Travel guides/books about New Zealand"
3502556,162,"Travel guides/books about New Zealand"
3503127,101,"Travel guides/books about New Zealand"
3503129,115,"Travel guides/books about New Zealand"
3502555,105,"Travel guides/books about New Zealand"
3503146,105,"Travel guides/books about New Zealand"
3465980,147,"Travel guides/books about New Zealand"
3465971,152,"Travel guides/books about New Zealand"
3465977,141,"Travel guides/books about New Zealand"
3466043,156,"Travel guides/books about New Zealand"
3466067,112,"Travel guides/books about New Zealand"
3465906,114,"Travel guides/books about New Zealand"
3465903,116,"Travel guides/books about New Zealand"
3465896,116,"Travel guides/books about New Zealand"
3465869,123,"Travel guides/books about New Zealand"
3465900,135,"Travel guides/books about New Zealand"
3465894,107,"Travel guides/books about New Zealand"
3465899,146,"Travel guides/books about New Zealand"
3465943,139,"Travel guides/books about New Zealand"
3465950,92,"Travel guides/books about New Zealand"
3465952,152,"Travel guides/books about New Zealand"
3465916,116,"Travel guides/books about New Zealand"
3466158,127,"Travel guides/books about New Zealand"
3466162,113,"Travel guides/books about New Zealand"
3470949,169,"Travel guides/books about New Zealand"
3470944,122,"Travel guides/books about New Zealand"
3470948,128,"Travel guides/books about New Zealand"
3466138,132,"Travel guides/books about New Zealand"
3466149,173,"Travel guides/books about New Zealand"
3466156,149,"Travel guides/books about New Zealand"
3466100,135,"Travel guides/books about New Zealand"
3466104,165,"Travel guides/books about New Zealand"
3466076,103,"Travel guides/books about New Zealand"
3466089,113,"Travel guides/books about New Zealand"
3466083,124,"Travel guides/books about New Zealand"
3466072,117,"Travel guides/books about New Zealand"
3466108,139,"Travel guides/books about New Zealand"
3466122,118,"Travel guides/books about New Zealand"
3466133,141,"Travel guides/books about New Zealand"
3466130,120,"Travel guides/books about New Zealand"
3470966,130,"Travel guides/books about New Zealand"
3470963,137,"Travel guides/books about New Zealand"
3470974,140,"Travel guides/books about New Zealand"
3470975,121,"Travel guides/books about New Zealand"
3470995,130,"Travel guides/books about New Zealand"
3471016,164,"Travel guides/books about New Zealand"
3471009,129,"Travel guides/books about New Zealand"
3471010,137,"Travel guides/books about New Zealand"
3471046,150,"Travel guides/books about New Zealand"
3471042,134,"Travel guides/books about New Zealand"
3471041,128,"Travel guides/books about New Zealand"
3471038,178,"Travel guides/books about New Zealand"
3471026,159,"Travel guides/books about New Zealand"
3471062,142,"Travel guides/books about New Zealand"
3471061,132,"Travel guides/books about New Zealand"
3471057,142,"Travel guides/books about New Zealand"
3471055,187,"Travel guides/books about New Zealand"
3471051,149,"Travel guides/books about New Zealand"
3471064,138,"Travel guides/books about New Zealand"
3471058,141,"Travel guides/books about New Zealand"
3471076,129,"Travel guides/books about New Zealand"
3471108,138,"Travel guides/books about New Zealand"
3471109,163,"Travel guides/books about New Zealand"
3471116,117,"Travel guides/books about New Zealand"
3471088,164,"Travel guides/books about New Zealand"
3471098,122,"Travel guides/books about New Zealand"
3471105,140,"Travel guides/books about New Zealand"
3471104,175,"Travel guides/books about New Zealand"
3471102,98,"Travel guides/books about New Zealand"
3471137,201,"Travel guides/books about New Zealand"
3471135,217,"Travel guides/books about New Zealand"
3471133,137,"Travel guides/books about New Zealand"
3471130,201,"Travel guides/books about New Zealand"
3471129,129,"Travel guides/books about New Zealand"
3471138,132,"Travel guides/books about New Zealand"
3471141,161,"Travel guides/books about New Zealand"
3471163,158,"Travel guides/books about New Zealand"
3471155,108,"Travel guides/books about New Zealand"
3471183,116,"Travel guides/books about New Zealand"
3471190,204,"Travel guides/books about New Zealand"
3471198,147,"Travel guides/books about New Zealand"
3471211,143,"Travel guides/books about New Zealand"
3471202,113,"Travel guides/books about New Zealand"
3471203,118,"Travel guides/books about New Zealand"
3471181,128,"Travel guides/books about New Zealand"
3471180,113,"Travel guides/books about New Zealand"
3471184,109,"Travel guides/books about New Zealand"
3471179,140,"Travel guides/books about New Zealand"
3471173,127,"Travel guides/books about New Zealand"
3471222,184,"Travel guides/books about New Zealand"
3471220,142,"Travel guides/books about New Zealand"
3471233,122,"Travel guides/books about New Zealand"
3471236,133,"Travel guides/books about New Zealand"
3471231,124,"Travel guides/books about New Zealand"
3471265,137,"Travel guides/books about New Zealand"
3471263,187,"Travel guides/books about New Zealand"
3471246,100,"Travel guides/books about New Zealand"
3471276,191,"Travel guides/books about New Zealand"
3471272,136,"Travel guides/books about New Zealand"
3471278,153,"Travel guides/books about New Zealand"
3471284,128,"Travel guides/books about New Zealand"
3471285,196,"Travel guides/books about New Zealand"
3471291,110,"Travel guides/books about New Zealand"
3471306,149,"Travel guides/books about New Zealand"
3471307,128,"Travel guides/books about New Zealand"
3471316,160,"Travel guides/books about New Zealand"
3471309,209,"Travel guides/books about New Zealand"
3471323,147,"Travel guides/books about New Zealand"
3471356,119,"Travel guides/books about New Zealand"
3471354,128,"Travel guides/books about New Zealand"
3471371,153,"Travel guides/books about New Zealand"
3471375,170,"Travel guides/books about New Zealand"
3471393,167,"Travel guides/books about New Zealand"
3471399,138,"Travel guides/books about New Zealand"
3471402,155,"Travel guides/books about New Zealand"
3471395,165,"Travel guides/books about New Zealand"
3471465,158,"Travel guides/books about New Zealand"
3471458,117,"Travel guides/books about New Zealand"
3471467,133,"Travel guides/books about New Zealand"
3471471,118,"Travel guides/books about New Zealand"
3471486,139,"Travel guides/books about New Zealand"
3471492,134,"Travel guides/books about New Zealand"
3471479,127,"Travel guides/books about New Zealand"
3471477,148,"Travel guides/books about New Zealand"
3471457,147,"Travel guides/books about New Zealand"
3471447,148,"Travel guides/books about New Zealand"
3471408,119,"Travel guides/books about New Zealand"
3471407,149,"Travel guides/books about New Zealand"
3471405,121,"Travel guides/books about New Zealand"
3462307,112,"Travel guides/books about New Zealand"
3462305,120,"Travel guides/books about New Zealand"
3462287,105,"Travel guides/books about New Zealand"
3462296,132,"Travel guides/books about New Zealand"
3462300,110,"Travel guides/books about New Zealand"
3462303,121,"Travel guides/books about New Zealand"
3462322,154,"Travel guides/books about New Zealand"
3462339,121,"Travel guides/books about New Zealand"
